dataset,target,model_seed,cqr_wrapper_fit,quantile_estimator_fit,nested_calibrator_conformalize,logical_conformalizations,persistence_radius_computations,persistence_learned_fits,xgboost_fits,attention_lstm_fits,enbpi_fits,dscp_fits,tuning_runs,matched_forecast_refits,estimator_random_states,owner_sha256,persistence_radius_degC
pleia,temperature,42,1,3,2,1,1,0,0,0,0,0,0,0,42;42;42,22ede7e8d7e32759d4450dcc8c5324377569512f29e759cb6cc278f8675938c6,0.7999999999999972
