measured_stage_cpu_seconds,measured_stage_wall_seconds,measured_peak_rss_bytes,stages_completed,first_stage_started_utc,last_stage_completed_utc,rename_denials,recovered_ready_stages
1502.83,1541.49,660733952,2929,2026-09-18T14:42:15.365715+00:00,2026-09-18T17:22:51.588859+00:00,58,0
