epoch,train_mse,validation_mae
1,0.3949040470550165,1.2751042581006855
2,0.17875263587241103,1.2600372245459408
3,0.16185830956133157,1.2294174081016649
4,0.15028897318241874,1.2259256918719168
5,0.13511020400445364,1.170784350589175
6,0.11961099140009543,1.20269469509489
7,0.10820351692357545,1.1517178139903876
8,0.09771110637854408,1.2068525883047414
9,0.09253384353591299,1.2014729433617617
10,0.08942051705681002,1.1963259909626835
11,0.08133562668183843,1.2677877691330013
12,0.07803641166321566,1.2087178098754328
