dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,new_batch_unit,model,n_fit,n_calibration,n_test,mae,rmse,selected_candidate,final_epochs,estimator_class,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,inference_rows_per_second,model_phase_seconds,process_cpu_seconds,cpu_measurement_status,coverage90,mpiw90,winkler90,rank90,q90,coverage_deviation90,coverage95,mpiw95,winkler95,rank95,q95,coverage_deviation95
pleia,3,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,True,persistence,14855,4952,9907,0.3915918037751086,0.5655364111359953,0,,src.pilot_forecasters.Persistence,0.0,0.0004565999988699332,0.0025926999951479957,0.004509199992753565,2197063.7842457374,0.007558499986771494,0.015625,measured,0.9363076612496215,2.0,2.665186231957202,4458,1.0,0.03630766124962148,0.9600282628444534,2.4000000000000057,3.2700918542444737,4706,1.2000000000000028,0.010028262844453462
pleia,3,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,True,xgboost,14855,4952,9907,3.330021235569101,3.709486005375483,0,,xgboost.sklearn.XGBRegressor,2.95473279998987,0.6999679000000469,0.05258509999839589,0.10971330000029411,90298.98836306484,3.8169990999886068,3.75,measured,0.23488442515393157,3.9509544372558594,34.64670921264845,4458,1.9754772186279297,-0.6651155748460684,0.31593822549712325,4.717658996582031,55.00032203715127,4706,2.3588294982910156,-0.6340617745028767
pleia,3,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,True,attention_lstm,14855,4952,9907,3.517059336914789,3.871117317243386,0,23.0,src.attention_lstm.AttentionLSTM,142.04696800000966,48.09694259999378,0.19197309999435674,0.3765012999938335,26313.322158946758,190.71238499999163,186.328125,measured,0.21530231149692136,4.322561645507811,35.312442494680525,4458,2.1612808227539055,-0.6846976885030787,0.2984758251741193,5.219096374511722,53.84224329492421,4706,2.609548187255861,-0.6515241748258807
