model,mae,rmse,n,negative_predictions,verified
persistence,0.5479458968406178,0.7817754844230004,9907,0,True
xgboost,4.96980373228163,5.353443324875352,9907,0,True
attention_lstm,4.795575385085506,5.104865173713956,9907,0,True
