model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.0929381000023568,399945728,400011264,354840576,354889728,65536,1242296320,4849922048,0.05,0.09375
persistence,tuning,False,0.000716199996531941,385908736,385925120,340766720,340799488,16384,1241993216,4943011840,0.05,0.0
persistence,final_fit,False,0.0004518000059761107,385925120,385925120,340799488,340799488,0,1241993216,4943015936,0.05,0.0
persistence,calibration,False,0.0029402000072877854,385925120,386002944,340799488,340799488,77824,1241993216,4942987264,0.05,0.0
persistence,inference,False,0.003843900005449541,386002944,386002944,340799488,340799488,0,1241993216,4942987264,0.05,0.03125
persistence,artifact_serialization,False,0.0008421000093221664,385986560,386002944,340766720,340799488,16384,1241993216,4942147584,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5284370000008494,414515200,518365184,369807360,541659136,103849984,1242296320,4740390912,0.05,0.515625
xgboost,tuning,False,2.9291784999950323,390291456,504950784,346267648,527204352,114659328,1241993216,4789854208,0.05,2.875
xgboost,final_fit,False,0.7178888999915216,501633024,505937920,523886592,528240640,4304896,1241993216,4786769920,0.05,0.703125
xgboost,calibration,False,0.051802799993311055,503029760,503029760,525312000,525312000,0,1241993216,4797157376,0.05,0.0625
xgboost,inference,False,0.10060360000352375,503029760,503042048,525312000,525336576,12288,1241993216,4797157376,0.05,0.09375
xgboost,artifact_serialization,False,0.004618699997081421,503062528,503087104,525287424,525320192,24576,1241993216,4801409024,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6944518000091193,523931648,546459648,547082240,593387520,22528000,1242296320,4688703488,0.05,0.671875
attention_lstm,tuning,False,76.36939500000153,499257344,633942016,522711040,670388224,134684672,1241993216,4353880064,0.05,75.015625
attention_lstm,final_fit,False,20.818679800009704,614076416,624492544,654573568,662519808,10416128,1241993216,4345876480,0.05,20.390625
attention_lstm,calibration,False,0.18843110000307206,617107456,618749952,654573568,656039936,1642496,1241993216,4684218368,0.05,0.1875
attention_lstm,inference,False,0.37282999999297317,618749952,621703168,656039936,659501056,2953216,1241993216,4681736192,0.05,0.34375
attention_lstm,artifact_serialization,False,0.004531200000201352,624652288,624844800,662433792,662466560,192512,1241993216,4682031104,0.05,0.0
