dataset,outer_fold,model_seed,horizon,level,method,support,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status,provenance,run
bdg2,2,42,3,0.9,quantile_uncalibrated,common,34590,0.8167389418907198,-0.0832610581092802,0.0832610581092802,99.36716142915265,173.432803624869,26.3213575814522,54.53254764300404,910455.7587424316,102863698.8467787,3437110.113834389,5999040.677384218,28251,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,cqr,common,34590,0.869615495808037,-0.030384504191963,0.030384504191963,105.99554162598687,170.94668892293623,26.3213575814522,54.53254764300404,910455.7587424316,102863698.8467787,3666385.784842886,5913045.969844365,30080,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,recentred_enbpi_static,common,34590,0.9051459959525876,0.0051459959525874,0.0051459959525874,153.85374300130206,271.76009902187064,32.01932735625904,55.99832956618688,1107548.533253,108467768.70229146,5321800.970415038,9400181.825166505,31309,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,recentred_enbpi_updated,common,34590,0.9085573865278982,0.0085573865278981,0.0085573865278981,131.750959841804,195.7540839094536,32.01932735625904,55.99832956618688,1107548.533253,108467768.70229146,4557265.700928,6771133.762428,31427,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,dscp,common,34590,0.8959814975426423,-0.0040185024573576,0.0040185024573576,120.91777487298654,227.72092818543135,26.96804148888706,52.11602673177434,932824.5551006034,93949215.58139974,4182545.832856605,7876866.905934071,30992,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,quantile_uncalibrated,common,34590,0.8699045967042498,-0.0800954032957501,0.0800954032957501,123.2076009486956,223.06211914423284,26.3213575814522,54.53254764300404,910455.7587424316,102863698.8467787,4261750.916815381,7715718.701199014,30090,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,cqr,common,34590,0.9513732292570108,0.0013732292570107,0.0013732292570107,137.87931436563667,217.71774869378604,26.3213575814522,54.53254764300404,910455.7587424316,102863698.8467787,4769245.483907373,7530856.927318059,32908,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,recentred_enbpi_static,common,34590,0.9492917028042788,-0.0007082971957212,0.0007082971957212,217.7197636718749,365.26405918499495,32.01932735625904,55.99832956618688,1107548.533253,108467768.70229146,7530926.625410153,12634483.807208976,32836,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,recentred_enbpi_updated,common,34590,0.9533102052616363,0.0033102052616363,0.0033102052616363,172.38228296542354,244.7718434834923,32.01932735625904,55.99832956618688,1107548.533253,108467768.70229146,5962703.167774,8466658.066093998,32975,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,dscp,common,34590,0.9492338826250362,-0.0007661173749637,0.0007661173749637,175.96209224556137,306.39889852226946,26.96804148888706,52.11602673177434,932824.5551006034,93949215.58139974,6086528.770773968,10598337.8998853,32834,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,quantile_uncalibrated,common,34590,0.8041919629950853,-0.0958080370049146,0.0958080370049146,116.992188719821,214.5173408256027,32.135096747989174,69.10901058309221,1111552.9965129455,165203754.341141,4046759.807818608,7420154.819157598,27817,34590,0,4,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,cqr,common,34590,0.8881468632552761,-0.0118531367447238,0.0118531367447238,128.6839918145955,210.75781554583887,32.135096747989174,69.10901058309221,1111552.9965129455,165203754.341141,4451179.276866858,7290112.839730568,30721,34590,0,4,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,recentred_enbpi_static,common,34590,0.9065336802544088,0.0065336802544088,0.0065336802544088,186.57001865641269,331.6655114360768,37.86660392723331,69.07324026955278,1309805.829843,165032782.11299038,6453456.945325315,11472310.040573897,31357,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,recentred_enbpi_updated,common,34590,0.8966464296039318,-0.0033535703960682,0.0033535703960682,158.43601364645852,240.34652320586875,37.86660392723331,69.07324026955278,1309805.829843,165032782.11299038,5480301.712031,8313586.237691,31015,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,dscp,common,34590,0.8886961549580804,-0.0113038450419196,0.0113038450419196,145.90802334064776,291.21971959033186,34.15249071639632,66.7861956998188,1181334.653880149,154285095.42812502,5046958.527353006,10073290.10062958,30740,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,quantile_uncalibrated,common,34590,0.8687771032090199,-0.08122289679098,0.08122289679098,146.43385449597298,273.7527138183645,32.135096747989174,69.10901058309221,1111552.9965129455,165203754.341141,5065147.027015706,9469106.37097723,30051,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,cqr,common,34590,0.9567794160161897,0.0067794160161896,0.0067794160161896,173.04475456392765,268.3182470367776,32.135096747989174,69.10901058309221,1111552.9965129455,165203754.341141,5985618.060366256,9281128.165002136,33095,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,recentred_enbpi_static,common,34590,0.951199768719283,0.001199768719283,0.001199768719283,272.98175463867176,448.9487669065017,37.86660392723331,69.07324026955278,1309805.829843,165032782.11299038,9442438.892951656,15529137.847295891,32902,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,recentred_enbpi_updated,common,34590,0.9479618386817,-0.0020381613183,0.0020381613183,210.13982349395775,299.2679531406764,37.86660392723331,69.07324026955278,1309805.829843,165032782.11299038,7268736.494655999,10351678.499135995,32790,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,dscp,common,34590,0.9454466608846488,-0.0045533391153511,0.0045533391153511,220.1338100717217,393.7834894726829,34.15249071639632,66.7861956998188,1181334.653880149,154285095.42812502,7614428.490380854,13620970.9008601,32703,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,43,1,0.9,quantile_uncalibrated,common,34590,0.823619543220584,-0.076380456779416,0.076380456779416,67.69449836160615,119.41712589666604,17.31820667573736,35.86187843531962,599036.7689137553,44485310.89862453,2341552.6983279567,4130638.384765678,28489,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.9,cqr,common,34590,0.8856895056374675,-0.0143104943625325,0.0143104943625325,71.98443031309378,118.22886151280332,17.31820667573736,35.86187843531962,599036.7689137553,44485310.89862453,2489941.444529914,4089536.3197278674,30636,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.9,recentred_enbpi_static,common,34590,0.8970511708586296,-0.0029488291413704,0.0029488291413704,99.65842154947924,185.1822393793817,23.105648903931773,38.56442494546236,799224.3955870001,51442762.40083358,3447184.801396487,6405453.660132814,31029,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.9,recentred_enbpi_updated,common,34590,0.9022260769008384,0.0022260769008384,0.0022260769008384,85.67170640670713,134.3944899614918,23.105648903931773,38.56442494546236,799224.3955870001,51442762.40083358,2963384.3246079995,4648705.407768001,31208,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.9,dscp,common,34590,0.9014165943914426,0.0014165943914425,0.0014165943914425,82.70935642572194,151.70324705510222,17.757091956644476,34.95374732587911,614217.8107803324,42260832.39887925,2860916.6387657216,5247415.315635986,31180,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,quantile_uncalibrated,common,34590,0.8836368892743568,-0.0663631107256431,0.0663631107256431,89.35570883137129,156.54430118166775,17.31820667573736,35.86187843531962,599036.7689137553,44485310.89862453,3090813.9684771327,5414867.377873887,30565,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,cqr,common,34590,0.9504191962995086,0.0004191962995085,0.0004191962995085,98.45169397355002,154.43777188593452,17.31820667573736,35.86187843531962,599036.7689137553,44485310.89862453,3405444.094545095,5342002.529534475,32875,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,recentred_enbpi_static,common,34590,0.9448684590922232,-0.0051315409077767,0.0051315409077767,142.4620081380212,248.68335308595204,23.105648903931773,38.56442494546236,799224.3955870001,51442762.40083358,4927760.861494153,8601957.183243081,32683,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,recentred_enbpi_updated,common,34590,0.950997398091934,0.0009973980919341,0.0009973980919341,117.59862698326104,169.41690776961545,23.105648903931773,38.56442494546236,799224.3955870001,51442762.40083358,4067736.507351,5860130.839750999,32895,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,dscp,common,34590,0.9457068516912402,-0.0042931483087597,0.0042931483087597,115.26204637898358,202.8427793390705,17.757091956644476,34.95374732587911,614217.8107803324,42260832.39887925,3986914.184249042,7016331.737338448,32712,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.9,quantile_uncalibrated,common,34590,0.8145128649898815,-0.0854871350101185,0.0854871350101185,98.6073902446611,175.21488023588873,26.08801608139209,54.232093608091226,902384.4762553524,101733340.00846905,3410829.628562828,6060682.707359391,28174,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.9,cqr,common,34590,0.8688349233882625,-0.0311650766117375,0.0311650766117375,105.1059319992996,172.84861863562756,26.08801608139209,54.232093608091226,902384.4762553524,101733340.00846905,3635614.187855773,5978833.718606357,30053,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.9,recentred_enbpi_static,common,34590,0.9032668401272044,0.0032668401272043,0.0032668401272043,152.76510266113291,273.9402853730828,32.166373609077766,56.35052124120373,1112634.863138,109836437.23533364,5284144.901048588,9475594.471054934,31244,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.9,recentred_enbpi_updated,common,34590,0.9054640069384216,0.0054640069384215,0.0054640069384215,131.8915685971379,197.13950858326103,32.166373609077766,56.35052124120373,1112634.863138,109836437.23533364,4562129.357775,6819055.601895,31320,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.9,dscp,common,34590,0.8909511419485401,-0.0090488580514599,0.0090488580514599,124.62118675225707,238.50063360826869,28.576279177826148,54.14189483023917,988453.4967610064,101395215.7952222,4310646.849760572,8249736.916510014,30818,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.95,quantile_uncalibrated,common,34590,0.8697889563457647,-0.0802110436542352,0.0802110436542352,121.33076771861538,223.1636990484064,26.08801608139209,54.232093608091226,902384.4762553524,101733340.00846905,4196831.255386906,7719232.350084377,30086,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.95,cqr,common,34590,0.9537727666955768,0.0037727666955768,0.0037727666955768,139.49247348177278,216.53985775524657,26.08801608139209,54.232093608091226,902384.4762553524,101733340.00846905,4825044.657734521,7490113.679753979,32991,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.95,recentred_enbpi_static,common,34590,0.947354726799653,-0.0026452732003469,0.0026452732003469,215.8742163085937,368.95733678834296,32.166373609077766,56.35052124120373,1112634.863138,109836437.23533364,7467089.142114256,12762234.279508784,32769,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.95,recentred_enbpi_updated,common,34590,0.9522983521248916,0.0022983521248916,0.0022983521248916,173.62545132564324,245.8548096812373,32.166373609077766,56.35052124120373,1112634.863138,109836437.23533364,6005704.361354,8504117.866873998,32940,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,3,0.95,dscp,common,34590,0.9462561433940444,-0.0037438566059554,0.0037438566059554,184.7496323474639,319.59901556733075,28.576279177826148,54.14189483023917,988453.4967610064,101395215.7952222,6390489.782898776,11054929.948473971,32731,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.9,quantile_uncalibrated,common,34590,0.8028910089621277,-0.0971089910378723,0.0971089910378723,114.89364234547878,213.7646105061341,31.954088502701072,68.87996974542394,1105291.92130843,164110533.5293946,3974171.0887301113,7394117.877407178,27772,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.9,cqr,common,34590,0.8711477305579647,-0.0288522694420353,0.0288522694420353,125.82230170654287,209.57579797909983,31.954088502701072,68.87996974542394,1105291.92130843,164110533.5293946,4352193.416029318,7249226.852097064,30133,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.9,recentred_enbpi_static,common,34590,0.9033824804856896,0.0033824804856894,0.0033824804856894,184.0968945821126,332.2206862726035,37.91188852451575,69.31418904362074,1311372.224063,166186160.80798012,6367911.583595275,11491513.538169354,31248,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.9,recentred_enbpi_updated,common,34590,0.898756866146285,-0.0012431338537149,0.0012431338537149,157.9003680021104,238.91440977776813,37.91188852451575,69.31418904362074,1311372.224063,166186160.80798012,5461773.729192999,8264049.434212999,31088,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.9,dscp,common,34590,0.8887828852269442,-0.0112171147730558,0.0112171147730558,145.8295111194406,292.051864561692,34.239374022473804,66.89373385821686,1184339.9474373688,154782350.66419566,5044242.789621451,10102073.995188927,30743,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.95,quantile_uncalibrated,common,34590,0.8686903729401562,-0.0813096270598437,0.0813096270598437,145.60819577731675,278.5407307317578,31.954088502701072,68.87996974542394,1105291.92130843,164110533.5293946,5036587.491937387,9634723.876011502,30048,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.95,cqr,common,34590,0.9559988435964152,0.0059988435964152,0.0059988435964152,172.43800404926063,272.3062050319095,31.954088502701072,68.87996974542394,1105291.92130843,164110533.5293946,5964630.560063926,9419071.63205375,33068,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.95,recentred_enbpi_static,common,34590,0.9468921653657126,-0.0031078346342873,0.0031078346342873,264.13287910156254,448.63491380844255,37.91188852451575,69.31418904362074,1311372.224063,166186160.80798012,9136356.288123049,15518281.668634027,32753,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.95,recentred_enbpi_updated,common,34590,0.9493784330731424,-0.0006215669268574,0.0006215669268574,209.0955420661174,298.01576991347207,37.91188852451575,69.31418904362074,1311372.224063,166186160.80798012,7232614.800067,10308365.481306998,32839,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,6,0.95,dscp,common,34590,0.9472679965307892,-0.0027320034692107,0.0027320034692107,223.03242131966547,397.7215804150168,34.239374022473804,66.89373385821686,1184339.9474373688,154782350.66419566,7714691.453447228,13757189.46655543,32766,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,44,1,0.9,quantile_uncalibrated,common,34590,0.826741832899682,-0.073258167100318,0.073258167100318,67.16083422967625,122.28580024449096,17.271083810900446,35.762373752010745,597406.7890190465,44238789.74893256,2323093.2560045016,4229865.830456942,28597,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.9,cqr,common,34590,0.8693263949118242,-0.0306736050881758,0.0306736050881758,71.64645734313314,120.6587387165566,17.271083810900446,35.762373752010745,597406.7890190465,44238789.74893256,2478250.959498975,4173585.772205693,30070,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.9,recentred_enbpi_static,common,34590,0.9022838970800808,0.0022838970800809,0.0022838970800809,102.4970631998698,183.90113321189943,23.05052031922521,38.35166287156254,797317.497842,50876703.05703386,3545373.416083497,6361140.1977996025,31210,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.9,recentred_enbpi_updated,common,34590,0.9019658860942468,0.0019658860942468,0.0019658860942468,85.23127962963285,133.6991180667534,23.05052031922521,38.35166287156254,797317.497842,50876703.05703386,2948149.962389,4624652.493929001,31199,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.9,dscp,common,34590,0.9001445504481064,0.0001445504481063,0.0001445504481063,82.30979279057645,151.02266361269182,17.665268628610857,34.81310193773191,611041.6418636496,41921421.98116592,2847095.7326260395,5223873.93436301,31136,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.95,quantile_uncalibrated,common,34590,0.884070540618676,-0.065929459381324,0.065929459381324,88.5065929323629,155.56408647841965,17.271083810900446,35.762373752010745,597406.7890190465,44238789.74893256,3061443.049530433,5380961.751288536,30580,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.95,cqr,common,34590,0.9502457357617808,0.0002457357617808,0.0002457357617808,97.9794164024117,152.30910894717707,17.271083810900446,35.762373752010745,597406.7890190465,44238789.74893256,3389108.013359421,5268372.078482855,32869,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.95,recentred_enbpi_static,common,34590,0.9484244001156404,-0.0015755998843596,0.0015755998843596,146.61733011881506,246.3404822496801,23.05052031922521,38.35166287156254,797317.497842,50876703.05703386,5071493.448809813,8520917.281016435,32806,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.95,recentred_enbpi_updated,common,34590,0.951402139346632,0.001402139346632,0.001402139346632,117.49045795469787,168.8008212701069,23.05052031922521,38.35166287156254,797317.497842,50876703.05703386,4063994.940653,5838820.407732997,32909,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,1,0.95,dscp,common,34590,0.9460826828563168,-0.0039173171436831,0.0039173171436831,114.61167096836932,201.5928587032039,17.665268628610857,34.81310193773191,611041.6418636496,41921421.98116592,3964417.698795895,6973096.982543822,32725,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,3,0.9,quantile_uncalibrated,common,34590,0.8111592945938132,-0.0888407054061868,0.0888407054061868,97.46227357422704,172.6560797252535,26.245489190840416,54.60250411797325,907831.47111117,103127783.24142416,3371220.0429325127,5972173.797696519,28058,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,3,0.9,cqr,common,34590,0.8668979473836369,-0.0331020526163631,0.0331020526163631,103.87359062471796,170.2194504118091,26.245489190840416,54.60250411797325,907831.47111117,103127783.24142416,3592987.4997089943,5887890.789744478,29986,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,3,0.9,recentred_enbpi_static,common,34590,0.9101185313674472,0.0101185313674472,0.0101185313674472,159.590073038737,272.79596411247394,32.17597089040186,56.15746316009362,1112966.8330990002,109085122.52608784,5520220.6264099125,9436012.398650471,31481,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,3,0.9,recentred_enbpi_updated,common,34590,0.905001445504481,0.005001445504481,0.005001445504481,131.9198371999711,196.928033173952,32.17597089040186,56.15746316009362,1112966.8330990002,109085122.52608784,4563107.168747,6811740.667487,31304,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,3,0.9,dscp,common,34590,0.8923099161607401,-0.0076900838392599,0.0076900838392599,125.3231650671042,238.61392855523977,28.631814022624457,54.35404841623409,990374.44704258,102191401.61571512,4334928.279671134,8253655.788725743,30865,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,3,0.95,quantile_uncalibrated,common,34590,0.8717837525296328,-0.0782162474703671,0.0782162474703671,122.98527883587472,222.18961491526312,26.245489190840416,54.60250411797325,907831.47111117,103127783.24142416,4254060.7949329065,7685538.779918951,30155,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,3,0.95,cqr,common,34590,0.9519803411390576,0.0019803411390575,0.0019803411390575,138.18370219682677,216.54906908164224,26.245489190840416,54.60250411797325,907831.47111117,103127783.24142416,4779774.258988238,7490432.299534004,32929,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
bdg2,2,44,3,0.95,recentred_enbpi_static,common,34590,0.9515755998843596,0.0015755998843597,0.0015755998843597,225.1550362548828,366.9562507716721,32.17597089040186,56.15746316009362,1112966.8330990002,109085122.52608784,7788112.704056397,12693016.714192135,32915,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2
