dataset,outer_fold,model_seed,horizon,level,method,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status,provenance,run
bdg2,2,46,6,0.95,seasonal_naive,34640,0.9526558891454964,0.0026558891454965,0.0026558891454965,367.5,644.7900904157042,42.54180525404157,93.13294106096956,1473648.134,300458516.77747124,12730200.0,22335528.731999997,33000,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s46_v2
pleia,2,42,1,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1
pleia,2,42,1,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1
pleia,2,42,3,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1
pleia,2,42,3,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1
pleia,2,42,6,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1
pleia,2,42,6,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1
pleia_energy,2,42,1,0.9,seasonal_naive,9907,0.5836277379630564,-0.3163722620369436,0.3163722620369436,0.109375,2.813602440193803,0.1694477389724437,0.3433314193501882,1678.71875,1167.8021240234375,1083.578125,27874.359375000007,5782,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2
pleia_energy,2,42,1,0.95,seasonal_naive,9907,0.6729585141818916,-0.2770414858181084,0.2770414858181084,0.203125,4.911002006157259,0.1694477389724437,0.3433314193501882,1678.71875,1167.8021240234375,2012.359375,48653.29687499996,6667,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2
pleia_energy,2,42,3,0.9,seasonal_naive,9907,0.5836277379630564,-0.3163722620369436,0.3163722620369436,0.109375,2.813602440193803,0.1694477389724437,0.3433314193501882,1678.71875,1167.8021240234375,1083.578125,27874.359375000007,5782,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2
pleia_energy,2,42,3,0.95,seasonal_naive,9907,0.6729585141818916,-0.2770414858181084,0.2770414858181084,0.203125,4.911002006157259,0.1694477389724437,0.3433314193501882,1678.71875,1167.8021240234375,2012.359375,48653.29687499996,6667,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2
pleia_energy,2,42,6,0.9,seasonal_naive,9907,0.5836277379630564,-0.3163722620369436,0.3163722620369436,0.109375,2.813602440193803,0.1694477389724437,0.3433314193501882,1678.71875,1167.8021240234375,1083.578125,27874.359375000007,5782,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2
pleia_energy,2,42,6,0.95,seasonal_naive,9907,0.6729585141818916,-0.2770414858181084,0.2770414858181084,0.203125,4.911002006157259,0.1694477389724437,0.3433314193501882,1678.71875,1167.8021240234375,2012.359375,48653.29687499996,6667,9907,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2
pleia,0,42,1,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1
pleia,0,42,1,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1
pleia,0,42,3,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1
pleia,0,42,3,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1
pleia,0,42,6,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1
pleia,0,42,6,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1
pleia,0,43,1,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1
pleia,0,43,1,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1
pleia,0,43,3,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1
pleia,0,43,3,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1
pleia,0,43,6,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1
pleia,0,43,6,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1
pleia,0,44,1,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1
pleia,0,44,1,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1
pleia,0,44,3,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1
pleia,0,44,3,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1
pleia,0,44,6,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1
pleia,0,44,6,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1
pleia,0,45,1,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1
pleia,0,45,1,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1
pleia,0,45,3,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1
pleia,0,45,3,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1
pleia,0,45,6,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1
pleia,0,45,6,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1
pleia,0,46,1,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1
pleia,0,46,1,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1
pleia,0,46,3,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1
pleia,0,46,3,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1
pleia,0,46,6,0.9,seasonal_naive,9907,0.7472494196023014,-0.1527505803976986,0.1527505803976986,3.800000000000004,13.587624911678606,1.4927223175532454,2.215873618190731,14788.4,48644.32,37646.60000000004,134612.59999999995,7403,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1
pleia,0,46,6,0.95,seasonal_naive,9907,0.8146764913697385,-0.1353235086302614,0.1353235086302614,5.0,19.246088624205097,1.4927223175532454,2.215873618190731,14788.4,48644.32,49535.0,190670.99999999988,8071,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1
pleia,1,42,1,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1
pleia,1,42,1,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1
pleia,1,42,3,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1
pleia,1,42,3,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1
pleia,1,42,6,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1
pleia,1,42,6,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1
pleia,1,43,1,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1
pleia,1,43,1,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1
pleia,1,43,3,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1
pleia,1,43,3,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1
