dataset,outer_fold,model_seed,horizon,level,method,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status,provenance,run
pleia,1,43,6,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1
pleia,1,43,6,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1
pleia,1,44,1,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1
pleia,1,44,1,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1
pleia,1,44,3,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1
pleia,1,44,3,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1
pleia,1,44,6,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1
pleia,1,44,6,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1
pleia,1,45,1,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1
pleia,1,45,1,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1
pleia,1,45,3,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1
pleia,1,45,3,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1
pleia,1,45,6,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1
pleia,1,45,6,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1
pleia,1,46,1,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s46_method_completion_v1
pleia,1,46,1,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s46_method_completion_v1
pleia,1,46,3,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s46_method_completion_v1
pleia,1,46,3,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s46_method_completion_v1
pleia,1,46,6,0.9,seasonal_naive,9907,0.8785707075804986,-0.0214292924195014,0.0214292924195014,3.399999999999999,5.662440698496013,0.8271727061673564,1.18472325608116,8194.8,13905.16,33683.79999999999,56097.8,8704,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s46_method_completion_v1
pleia,1,46,6,0.95,seasonal_naive,9907,0.9236903199757748,-0.0263096800242252,0.0263096800242252,4.200000000000003,7.10542040981124,0.8271727061673564,1.18472325608116,8194.8,13905.16,41609.40000000003,70393.39999999995,9151,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s46_method_completion_v1
pleia,2,43,1,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s43_method_completion_v1
pleia,2,43,1,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s43_method_completion_v1
pleia,2,43,3,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s43_method_completion_v1
pleia,2,43,3,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s43_method_completion_v1
pleia,2,43,6,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s43_method_completion_v1
pleia,2,43,6,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s43_method_completion_v1
pleia,2,44,1,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s44_method_completion_v1
pleia,2,44,1,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s44_method_completion_v1
pleia,2,44,3,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s44_method_completion_v1
pleia,2,44,3,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s44_method_completion_v1
pleia,2,44,6,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s44_method_completion_v1
pleia,2,44,6,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s44_method_completion_v1
pleia,2,45,1,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s45_method_completion_v1
pleia,2,45,1,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s45_method_completion_v1
pleia,2,45,3,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s45_method_completion_v1
pleia,2,45,3,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s45_method_completion_v1
pleia,2,45,6,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s45_method_completion_v1
pleia,2,45,6,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s45_method_completion_v1
pleia,2,46,1,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s46_method_completion_v1
pleia,2,46,1,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s46_method_completion_v1
pleia,2,46,3,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s46_method_completion_v1
pleia,2,46,3,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s46_method_completion_v1
pleia,2,46,6,0.9,seasonal_naive,9907,0.9635611184011306,0.0635611184011305,0.0635611184011305,5.0,5.465933178560614,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,49535.0,54151.0,9546,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s46_method_completion_v1
pleia,2,46,6,0.95,seasonal_naive,9907,0.9834460482487132,0.0334460482487131,0.0334460482487131,6.0,6.3734733017058645,0.8172201473705462,1.102752642038349,8096.200000000001,12047.54,59442.0,63142.0,9743,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s46_method_completion_v1
pleia_energy,0,42,1,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s42_method_completion_v1
pleia_energy,0,42,1,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s42_method_completion_v1
pleia_energy,0,42,3,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s42_method_completion_v1
pleia_energy,0,42,3,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s42_method_completion_v1
pleia_energy,0,42,6,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s42_method_completion_v1
pleia_energy,0,42,6,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s42_method_completion_v1
pleia_energy,0,43,1,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s43_method_completion_v1
pleia_energy,0,43,1,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s43_method_completion_v1
pleia_energy,0,43,3,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s43_method_completion_v1
pleia_energy,0,43,3,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s43_method_completion_v1
pleia_energy,0,43,6,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s43_method_completion_v1
pleia_energy,0,43,6,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s43_method_completion_v1
pleia_energy,0,44,1,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s44_method_completion_v1
pleia_energy,0,44,1,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s44_method_completion_v1
pleia_energy,0,44,3,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s44_method_completion_v1
pleia_energy,0,44,3,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s44_method_completion_v1
pleia_energy,0,44,6,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s44_method_completion_v1
pleia_energy,0,44,6,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s44_method_completion_v1
pleia_energy,0,45,1,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s45_method_completion_v1
pleia_energy,0,45,1,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s45_method_completion_v1
pleia_energy,0,45,3,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s45_method_completion_v1
pleia_energy,0,45,3,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s45_method_completion_v1
pleia_energy,0,45,6,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s45_method_completion_v1
pleia_energy,0,45,6,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s45_method_completion_v1
pleia_energy,0,46,1,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s46_method_completion_v1
pleia_energy,0,46,1,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s46_method_completion_v1
pleia_energy,0,46,3,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s46_method_completion_v1
pleia_energy,0,46,3,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s46_method_completion_v1
pleia_energy,0,46,6,0.9,seasonal_naive,9909,0.941770107982642,0.041770107982642,0.041770107982642,1.28125,2.580952290846705,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,12695.90625,25574.65625,9332,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s46_method_completion_v1
pleia_energy,0,46,6,0.95,seasonal_naive,9909,0.9720456150973862,0.0220456150973862,0.0220456150973862,1.6875,3.9393985265919857,0.2013541982036532,3.5025728947911654,1995.21875,121563.779296875,16721.4375,39035.49999999999,9632,9909,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f0_s46_method_completion_v1
pleia_energy,1,42,1,0.9,seasonal_naive,9907,0.8893711517109115,-0.0106288482890885,0.0106288482890885,1.21875,3.211296305642475,0.3179309768345614,4.652434074249984,3149.7421875,214438.42987060547,12074.15625,31814.3125,8811,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f1_s42_method_completion_v1
pleia_energy,1,42,1,0.95,seasonal_naive,9907,0.9554860199858686,0.0054860199858686,0.0054860199858686,1.75,4.951240284647216,0.3179309768345614,4.652434074249984,3149.7421875,214438.42987060547,17337.25,49051.93749999997,9466,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f1_s42_method_completion_v1
pleia_energy,1,42,3,0.9,seasonal_naive,9907,0.8893711517109115,-0.0106288482890885,0.0106288482890885,1.21875,3.211296305642475,0.3179309768345614,4.652434074249984,3149.7421875,214438.42987060547,12074.15625,31814.3125,8811,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f1_s42_method_completion_v1
pleia_energy,1,42,3,0.95,seasonal_naive,9907,0.9554860199858686,0.0054860199858686,0.0054860199858686,1.75,4.951240284647216,0.3179309768345614,4.652434074249984,3149.7421875,214438.42987060547,17337.25,49051.93749999997,9466,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f1_s42_method_completion_v1
pleia_energy,1,42,6,0.9,seasonal_naive,9907,0.8893711517109115,-0.0106288482890885,0.0106288482890885,1.21875,3.211296305642475,0.3179309768345614,4.652434074249984,3149.7421875,214438.42987060547,12074.15625,31814.3125,8811,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f1_s42_method_completion_v1
pleia_energy,1,42,6,0.95,seasonal_naive,9907,0.9554860199858686,0.0054860199858686,0.0054860199858686,1.75,4.951240284647216,0.3179309768345614,4.652434074249984,3149.7421875,214438.42987060547,17337.25,49051.93749999997,9466,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f1_s42_method_completion_v1
pleia_energy,1,43,1,0.9,seasonal_naive,9907,0.8893711517109115,-0.0106288482890885,0.0106288482890885,1.21875,3.211296305642475,0.3179309768345614,4.652434074249984,3149.7421875,214438.42987060547,12074.15625,31814.3125,8811,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f1_s43_method_completion_v1
pleia_energy,1,43,1,0.95,seasonal_naive,9907,0.9554860199858686,0.0054860199858686,0.0054860199858686,1.75,4.951240284647216,0.3179309768345614,4.652434074249984,3149.7421875,214438.42987060547,17337.25,49051.93749999997,9466,9907,0,0,complete,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f1_s43_method_completion_v1
