dataset,outer_fold,model_seed,horizon,level,method,support,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status,provenance,run
bdg2,2,42,1,0.9,quantile_uncalibrated,native,34640,0.8303983833718245,-0.0696016166281755,0.0696016166281755,68.40780649762743,118.77035950684112,17.236070101515587,35.65807404737909,597057.4683165,44044699.198776335,2369646.417077814,4114205.253316976,28765,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.9,cqr,native,34640,0.8800519630484989,-0.0199480369515011,0.0199480369515011,72.92709919918369,117.5730852586254,17.236070101515587,35.65807404737909,597057.4683165,44044699.198776335,2526194.716259723,4072731.673358784,30485,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.9,recentred_enbpi_static,native,34640,0.8993937644341802,-0.0006062355658198,0.0006062355658198,100.45161294555696,183.8271766662668,23.02073854486143,38.36174965067229,797438.383194,50977049.68807602,3479643.8724340927,6367773.399719482,31155,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.9,recentred_enbpi_updated,native,34640,0.901876443418014,0.0018764434180138,0.0018764434180138,85.19773082575058,133.69196856709007,23.02073854486143,38.36174965067229,797438.383194,50977049.68807602,2951249.395804,4631089.7911640005,31241,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.9,dscp,native,34590,0.8995952587453021,-0.0004047412546979,0.0004047412546979,82.46142362635659,151.65588317403416,17.76137686400313,34.975072596378595,614366.0257258682,42312414.77098835,2852340.6432356746,5245776.998989842,31117,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.95,quantile_uncalibrated,native,34640,0.8859122401847576,-0.0640877598152424,0.0640877598152424,89.43211765678386,154.49298918572387,17.236070101515587,35.65807404737909,597057.4683165,44044699.198776335,3097928.555630993,5351637.145393475,30688,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.95,cqr,native,34640,0.9499711316397228,-2.886836027704565e-05,2.886836027704565e-05,97.79585723633735,152.40461679698993,17.236070101515587,35.65807404737909,597057.4683165,44044699.198776335,3387648.4946667263,5279295.925847731,32907,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.95,recentred_enbpi_static,native,34640,0.9461027713625866,-0.0038972286374133,0.0038972286374133,143.6022724609375,246.7841961625871,23.02073854486143,38.36174965067229,797438.383194,50977049.68807602,4974382.718046876,8548604.555072017,32773,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.95,recentred_enbpi_updated,native,34640,0.9506928406466512,0.0006928406466513,0.0006928406466513,117.0208515092956,168.7970443730369,23.02073854486143,38.36174965067229,797438.383194,50977049.68807602,4053602.296282,5847129.617081998,32932,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,1,0.95,dscp,native,34590,0.9462850534836658,-0.0037149465163341,0.0037149465163341,116.16013309522435,202.5198842297609,17.76137686400313,34.975072596378595,614366.0257258682,42312414.77098835,4017979.0037638103,7005162.79550743,32732,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,quantile_uncalibrated,native,34640,0.8165127020785219,-0.0834872979214781,0.0834872979214781,99.32715026998044,173.43336066755558,26.318115876911925,54.52201114758608,911659.5339762293,102972585.59336464,3440692.485352122,6007731.613524125,28284,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,cqr,native,34640,0.8694284064665126,-0.0305715935334873,0.0305715935334873,105.9555304668147,170.93912882046916,26.318115876911925,54.52201114758608,911659.5339762293,102972585.59336464,3670299.575370461,5921331.422341052,30117,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,recentred_enbpi_static,native,34640,0.9051963048498846,0.0051963048498845,0.0051963048498845,153.85374300130206,271.71325546129793,32.01713174249423,55.98668976163914,1109073.44356,108579406.67134324,5329493.657565104,9412147.16917936,31356,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,recentred_enbpi_updated,native,34640,0.9086027713625866,0.0086027713625865,0.0086027713625865,131.7493709507217,195.75577356908195,32.01713174249423,55.98668976163914,1109073.44356,108579406.67134324,4563798.209733,6780979.996432999,31474,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.9,dscp,native,34590,0.8959814975426423,-0.0040185024573576,0.0040185024573576,120.91777487298654,227.72092818543135,26.96804148888706,52.11602673177434,932824.5551006034,93949215.58139974,4182545.832856605,7876866.905934071,30992,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,quantile_uncalibrated,native,34640,0.8697459584295612,-0.0802540415704388,0.0802540415704388,123.1674355028013,223.09393651030229,26.318115876911925,54.52201114758608,911659.5339762293,102972585.59336464,4266519.965817037,7727973.960716872,30128,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,cqr,native,34640,0.9513568129330254,0.0013568129330254,0.0013568129330254,137.8391489197424,217.7454737867179,26.318115876911925,54.52201114758608,911659.5339762293,102972585.59336464,4774748.118579877,7542703.211971908,32955,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,recentred_enbpi_static,native,34640,0.9493071593533488,-0.0006928406466512,0.0006928406466512,217.7197636718749,365.230632515697,32.01713174249423,55.98668976163914,1109073.44356,108579406.67134324,7541812.613593746,12651589.110343743,32884,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,recentred_enbpi_updated,native,34640,0.9532909930715936,0.0032909930715935,0.0032909930715935,172.3818281454677,244.78518210389717,32.01713174249423,55.98668976163914,1109073.44356,108579406.67134324,5971306.526959,8479358.708078997,33022,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,3,0.95,dscp,native,34590,0.9492338826250362,-0.0007661173749637,0.0007661173749637,175.96209224556137,306.39889852226946,26.96804148888706,52.11602673177434,932824.5551006034,93949215.58139974,6086528.770773968,10598337.8998853,32834,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,quantile_uncalibrated,native,34640,0.8041281755196305,-0.0958718244803695,0.0958718244803695,116.98175418959006,214.5441138128849,32.14721245294421,69.10074735324555,1113579.4393699877,165402996.18467778,4052247.9651274,7431808.102478332,27855,34640,0,4,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,cqr,native,34640,0.8880773672055428,-0.0119226327944572,0.0119226327944572,128.67355741977045,210.77321913536548,32.14721245294421,69.10074735324555,1113579.4393699877,165402996.18467778,4457252.029020849,7301184.31084906,30763,34640,0,4,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,recentred_enbpi_static,native,34640,0.9065242494226328,0.0065242494226327,0.0065242494226327,186.57001865641269,331.6084238246352,37.86991633724018,69.06326895258717,1311813.901922,165223624.5019784,6462785.446258135,11486915.801285362,31402,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,recentred_enbpi_updated,native,34640,0.896622401847575,-0.0033775981524249,0.0033775981524249,158.4411661482679,240.33020362863743,37.86991633724018,69.06326895258717,1311813.901922,165223624.5019784,5488401.995376,8325038.253696001,31059,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.9,dscp,native,34590,0.8886961549580804,-0.0113038450419196,0.0113038450419196,145.90802334064776,291.21971959033186,34.15249071639632,66.7861956998188,1181334.653880149,154285095.42812502,5046958.527353006,10073290.10062958,30740,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,quantile_uncalibrated,native,34640,0.8687644341801386,-0.0812355658198613,0.0812355658198613,146.42967712473376,273.6909657424948,32.14721245294421,69.10074735324555,1113579.4393699877,165402996.18467778,5072324.015600777,9480655.05332002,30094,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,cqr,native,34640,0.9568129330254042,0.0068129330254042,0.0068129330254042,173.0405771926884,268.23517240595737,32.14721245294421,69.10074735324555,1113579.4393699877,165402996.18467778,5994125.593954726,9291666.372142363,33144,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,recentred_enbpi_static,native,34640,0.9512124711316398,0.0012124711316398,0.0012124711316398,272.98175463867176,448.884942071533,37.86991633724018,69.06326895258717,1311813.901922,165223624.5019784,9456087.98068359,15549374.393357905,32950,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,recentred_enbpi_updated,native,34640,0.9480080831408776,-0.0019919168591223,0.0019919168591223,210.1358110775404,299.21236845860267,37.86991633724018,69.06326895258717,1311813.901922,165223624.5019784,7279104.495725999,10364716.443405995,32839,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,42,6,0.95,dscp,native,34590,0.9454466608846488,-0.0045533391153511,0.0045533391153511,220.1338100717217,393.7834894726829,34.15249071639632,66.7861956998188,1181334.653880149,154285095.42812502,7614428.490380854,13620970.9008601,32703,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1
bdg2,2,43,1,0.9,quantile_uncalibrated,native,34640,0.8234411085450346,-0.0765588914549654,0.0765588914549654,67.6590300315405,119.36266865343552,17.31034117727246,35.84409853949581,599630.218380718,44505451.21977872,2343708.8002925627,4134722.842155007,28524,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.9,cqr,native,34640,0.8854792147806004,-0.0145207852193995,0.0145207852193995,71.94896198302813,118.16901112415852,17.31034117727246,35.84409853949581,599630.218380718,44505451.21977872,2492312.0430920944,4093374.545340851,30673,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.9,recentred_enbpi_static,native,34640,0.8970554272517322,-0.0029445727482678,0.0029445727482678,99.65842154947924,185.11256871041408,23.103170808342963,38.55200056759206,800293.8368010002,51483933.74253175,3452167.722473961,6412299.380128744,31074,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.9,recentred_enbpi_updated,native,34640,0.9022517321016166,0.0022517321016165,0.0022517321016165,85.67112256590646,134.3468783788395,23.103170808342963,38.55200056759206,800293.8368010002,51483933.74253175,2967647.685683,4653775.867043001,31254,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.9,dscp,native,34590,0.9014165943914426,0.0014165943914425,0.0014165943914425,82.70935642572194,151.70324705510222,17.757091956644476,34.95374732587911,614217.8107803324,42260832.39887925,2860916.6387657216,5247415.315635986,31180,34590,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,quantile_uncalibrated,native,34640,0.8834295612009238,-0.0665704387990762,0.0665704387990762,89.31265795223725,156.484394846319,17.31034117727246,35.84409853949581,599630.218380718,44505451.21977872,3093790.471465498,5420619.43747649,30602,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,cqr,native,34640,0.95040415704388,0.0004041570438799,0.0004041570438799,98.408643094416,154.37015639768177,17.31034117727246,35.84409853949581,599630.218380718,44505451.21977872,3408875.3967905706,5347382.217615697,32922,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,recentred_enbpi_static,native,34640,0.9448903002309468,-0.005109699769053,0.005109699769053,142.4620081380212,248.56832005452424,23.103170808342963,38.55200056759206,800293.8368010002,51483933.74253175,4934883.961901054,8610406.60668872,32731,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
bdg2,2,43,1,0.95,recentred_enbpi_updated,native,34640,0.9510392609699768,0.0010392609699769,0.0010392609699769,117.59731240418591,169.34748376677248,23.103170808342963,38.55200056759206,800293.8368010002,51483933.74253175,4073570.901681,5866196.837680999,32944,34640,0,0,complete,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2
