dataset,outer_fold,model_seed,horizon,model,n,mae,rmse,learned_fits,deterministic_seed_alias,provenance,run,source_model_seed
bdg2,2,42,1,seasonal_naive,34640,42.55805887413395,93.14333563540713,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1,
bdg2,2,42,3,seasonal_naive,34640,42.554705811200925,93.14043516407884,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1,
bdg2,2,42,6,seasonal_naive,34640,42.54180525404157,93.13294106096956,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s42_v1,
bdg2,2,43,1,seasonal_naive,34640,42.55805887413395,93.14333563540713,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2,42.0
bdg2,2,43,3,seasonal_naive,34640,42.554705811200925,93.14043516407884,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2,42.0
bdg2,2,43,6,seasonal_naive,34640,42.54180525404157,93.13294106096956,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s43_v2,42.0
bdg2,2,44,1,seasonal_naive,34640,42.55805887413395,93.14333563540713,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2,42.0
bdg2,2,44,3,seasonal_naive,34640,42.554705811200925,93.14043516407884,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2,42.0
bdg2,2,44,6,seasonal_naive,34640,42.54180525404157,93.13294106096956,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s44_v2,42.0
bdg2,2,45,1,seasonal_naive,34640,42.55805887413395,93.14333563540713,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s45_v2,42.0
bdg2,2,45,3,seasonal_naive,34640,42.554705811200925,93.14043516407884,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s45_v2,42.0
bdg2,2,45,6,seasonal_naive,34640,42.54180525404157,93.13294106096956,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s45_v2,42.0
bdg2,2,46,1,seasonal_naive,34640,42.55805887413395,93.14333563540713,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s46_v2,42.0
bdg2,2,46,3,seasonal_naive,34640,42.554705811200925,93.14043516407884,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s46_v2,42.0
bdg2,2,46,6,seasonal_naive,34640,42.54180525404157,93.13294106096956,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/bdg2_f2_s46_v2,42.0
pleia,2,42,1,seasonal_naive,9907,0.8172201473705462,1.102752642038349,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1,
pleia,2,42,3,seasonal_naive,9907,0.8172201473705462,1.102752642038349,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1,
pleia,2,42,6,seasonal_naive,9907,0.8172201473705462,1.102752642038349,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_f2_s42_v1,
pleia_energy,2,42,1,seasonal_naive,9907,0.1694477389724437,0.3433314193501882,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2,
pleia_energy,2,42,3,seasonal_naive,9907,0.1694477389724437,0.3433314193501882,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2,
pleia_energy,2,42,6,seasonal_naive,9907,0.1694477389724437,0.3433314193501882,0,True,accepted_prior,smart_building_conformal/outputs/matched_intervals005/pleia_energy_f2_s42_v2,
pleia,0,42,1,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1,
pleia,0,42,3,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1,
pleia,0,42,6,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s42_method_completion_v1,
pleia,0,43,1,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1,
pleia,0,43,3,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1,
pleia,0,43,6,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s43_method_completion_v1,
pleia,0,44,1,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1,
pleia,0,44,3,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1,
pleia,0,44,6,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s44_method_completion_v1,
pleia,0,45,1,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1,
pleia,0,45,3,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1,
pleia,0,45,6,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s45_method_completion_v1,
pleia,0,46,1,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1,
pleia,0,46,3,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1,
pleia,0,46,6,seasonal_naive,9907,1.4927223175532454,2.215873618190731,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f0_s46_method_completion_v1,
pleia,1,42,1,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1,
pleia,1,42,3,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1,
pleia,1,42,6,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s42_method_completion_v1,
pleia,1,43,1,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1,
pleia,1,43,3,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1,
pleia,1,43,6,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s43_method_completion_v1,
pleia,1,44,1,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1,
pleia,1,44,3,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1,
pleia,1,44,6,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s44_method_completion_v1,
pleia,1,45,1,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1,
pleia,1,45,3,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1,
pleia,1,45,6,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s45_method_completion_v1,
pleia,1,46,1,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s46_method_completion_v1,
pleia,1,46,3,seasonal_naive,9907,0.8271727061673564,1.18472325608116,0,True,new_validated,smart_building_conformal/outputs/matched_intervals005/pleia_f1_s46_method_completion_v1,
