dataset,outer_fold,model_seed,horizon,level,support,left_method,right_method,n,coverage_difference,mpiw_difference,winkler_difference,mae_difference,rmse_difference
bdg2,2,42,1,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.002482678983833808,-15.253882119806377,-50.13520809917674,0.0,0.0
bdg2,2,42,1,0.95,native,cqr,quantile_uncalibrated,34640,0.06405889145496524,8.363739579553496,-2.0883723887339443,0.0,0.0
bdg2,2,42,1,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.00459006928406458,-26.581420951641917,-77.98715178955021,0.0,0.0
bdg2,2,42,3,0.9,native,cqr,quantile_uncalibrated,34640,0.05291570438799076,6.628380196834257,-2.494231847086411,0.0,0.0
bdg2,2,42,3,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.0034064665127020444,-22.104372050580366,-75.95748189221598,0.0,0.0
bdg2,2,42,3,0.95,native,cqr,quantile_uncalibrated,34640,0.08161085450346428,14.671713416941103,-5.34846272358439,0.0,0.0
bdg2,2,42,3,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.003983833718244845,-45.33793552640719,-120.44545041179981,0.0,0.0
bdg2,2,42,6,0.9,native,cqr,quantile_uncalibrated,34640,0.0839491916859123,11.691803230180383,-3.770894677519408,0.0,0.0
bdg2,2,42,6,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.009901847575057743,-28.128852508144774,-91.27822019599779,0.0,0.0
bdg2,2,42,6,0.95,native,cqr,quantile_uncalibrated,34640,0.08804849884526555,26.610900067954645,-5.455793336537454,0.0,0.0
bdg2,2,42,6,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.0032043879907621697,-62.84594356113135,-149.6725736129303,0.0,0.0
bdg2,2,43,1,0.9,native,cqr,quantile_uncalibrated,34640,0.062038106235565826,4.289931951487631,-1.1936575292770044,0.0,0.0
bdg2,2,43,1,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.0051963048498844255,-13.987298983572785,-50.765690331574575,0.0,0.0
bdg2,2,43,1,0.95,native,cqr,quantile_uncalibrated,34640,0.06697459584295629,9.095985142178762,-2.1142384486372237,0.0,0.0
bdg2,2,43,1,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.0061489607390300405,-24.864695733835276,-79.22083628775175,0.0,0.0
bdg2,2,43,3,0.9,native,cqr,quantile_uncalibrated,34640,0.054330254041570436,6.498541754638524,-2.3735404644712617,0.0,0.0
bdg2,2,43,3,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.00222286374133962,-20.874497900855772,-76.74850412890908,0.0,0.0
bdg2,2,43,3,0.95,native,cqr,quantile_uncalibrated,34640,0.08409353348729798,18.16170576315743,-6.63889961892238,0.0,0.0
bdg2,2,43,3,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.004907621247113192,-42.249599925106395,-123.02750955239779,0.0,0.0
bdg2,2,43,6,0.9,native,cqr,quantile_uncalibrated,34640,0.06824480369515018,10.928659361064078,-4.199432076102937,0.0,0.0
bdg2,2,43,6,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.004676674364895939,-26.192042095594132,-93.2748705749888,0.0,0.0
bdg2,2,43,6,0.95,native,cqr,quantile_uncalibrated,34640,0.0873267898383373,26.82980827194382,-6.2480305769299775,0.0,0.0
bdg2,2,43,6,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.002482678983833586,-55.040442263311974,-150.5988564476919,0.0,0.0
bdg2,2,44,1,0.9,native,cqr,quantile_uncalibrated,34640,0.042580831408776,4.485623113456882,-1.631058759285878,0.0,0.0
bdg2,2,44,1,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.000346420323325658,-17.26631447983516,-50.18617576223551,0.0,0.0
bdg2,2,44,1,0.95,native,cqr,quantile_uncalibrated,34640,0.06639722863741349,9.472823470048823,-3.275608502179722,0.0,0.0
bdg2,2,44,1,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.0029734411085450274,-29.128649010472145,-77.51102186432558,0.0,0.0
bdg2,2,44,3,0.9,native,cqr,quantile_uncalibrated,34640,0.0556870669745958,6.411317050490908,-2.4439509224719984,0.0,0.0
bdg2,2,44,3,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.005051963048498864,-27.670854290844403,-75.82004884828001,0.0,0.0
bdg2,2,44,3,0.95,native,cqr,quantile_uncalibrated,34640,0.08028290993071585,15.198423360952063,-5.6487775915337295,0.0,0.0
bdg2,2,44,3,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,8.660508083169205e-05,-52.430563472261554,-120.59884098719297,0.0,0.0
bdg2,2,44,6,0.9,native,cqr,quantile_uncalibrated,34640,0.08337182448036962,10.15188430368785,-4.20320179919122,0.0,0.0
bdg2,2,44,6,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.01042147806004634,-36.32335483500461,-93.2664862781968,0.0,0.0
bdg2,2,44,6,0.95,native,cqr,quantile_uncalibrated,34640,0.0873845265588914,28.732363926223798,-6.481800563384695,0.0,0.0
bdg2,2,44,6,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.001125866050808333,-70.17470402453245,-151.3557844805846,0.0,0.0
bdg2,2,45,1,0.9,native,cqr,quantile_uncalibrated,34640,0.05946882217090066,4.324602824995779,-1.263106405423187,0.0,0.0
bdg2,2,45,1,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.00046189376443428465,-17.939703821137513,-51.04648921594381,0.0,0.0
bdg2,2,45,1,0.95,native,cqr,quantile_uncalibrated,34640,0.06668591224018472,9.14424351785253,-2.392276936314346,0.0,0.0
bdg2,2,45,1,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.0033775981524247767,-31.36935865662268,-79.67204536064463,0.0,0.0
bdg2,2,45,3,0.9,native,cqr,quantile_uncalibrated,34640,0.05767898383371828,7.244404336535055,-2.8565936053960286,0.0,0.0
bdg2,2,45,3,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.0011547344110853786,-26.084477840320545,-77.37551842298578,0.0,0.0
bdg2,2,45,3,0.95,native,cqr,quantile_uncalibrated,34640,0.08495958429561201,16.42512462663977,-6.657176398037166,0.0,0.0
bdg2,2,45,3,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.002915704387990936,-50.565994397591936,-121.80976218362255,0.0,0.0
bdg2,2,45,6,0.9,native,cqr,quantile_uncalibrated,34640,0.07855080831408778,10.453847923418095,-3.3336016631311054,0.0,0.0
bdg2,2,45,6,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.010392609699769184,-33.02527017300261,-92.7120233375812,0.0,0.0
bdg2,2,45,6,0.95,native,cqr,quantile_uncalibrated,34640,0.08868360277136256,26.082593525493138,-6.762427749312565,0.0,0.0
bdg2,2,45,6,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.00023094688221725335,-64.12840911939526,-149.87559617035322,0.0,0.0
bdg2,2,46,1,0.9,native,cqr,quantile_uncalibrated,34640,0.051212471131639736,4.256671582584502,-1.3432237342911435,0.0,0.0
bdg2,2,46,1,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.0007794457274825639,-18.04403776934548,-50.71380947541408,0.0,0.0
bdg2,2,46,1,0.95,native,cqr,quantile_uncalibrated,34640,0.0655023094688223,8.88296568953561,-2.277705657271298,0.0,0.0
bdg2,2,46,1,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.00023094688221725335,-31.79162884996512,-78.52706967374141,0.0,0.0
bdg2,2,46,3,0.9,native,cqr,quantile_uncalibrated,34640,0.05193418013856821,6.215362422191788,-2.511229833854287,0.0,0.0
bdg2,2,46,3,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.0037528868360275913,-29.706875798598787,-77.36441063203515,0.0,0.0
bdg2,2,46,3,0.95,native,cqr,quantile_uncalibrated,34640,0.0839491916859123,15.98875552393497,-5.89653183888592,0.0,0.0
bdg2,2,46,3,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,0.0009526558891453929,-55.98378237158926,-123.37205885681303,0.0,0.0
bdg2,2,46,6,0.9,native,cqr,quantile_uncalibrated,34640,0.08042725173210163,11.555711026451206,-4.009770659929359,0.0,0.0
bdg2,2,46,6,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.01065242494226315,-36.94692487136794,-93.43469572788194,0.0,0.0
bdg2,2,46,6,0.95,native,cqr,quantile_uncalibrated,34640,0.09292725173210159,29.020357564998363,-7.2294445612106415,0.0,0.0
bdg2,2,46,6,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,34640,-0.0010392609699767519,-68.29162135604133,-152.37760886020578,0.0,0.0
pleia,0,42,1,0.9,native,cqr,quantile_uncalibrated,9907,0.03250227112142923,0.08369416364750393,0.003688085652997719,0.0,0.0
pleia,0,42,1,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,9907,0.0027253457151509286,0.06258468980010568,0.1305198481743528,0.0,0.0
pleia,0,42,1,0.95,native,cqr,quantile_uncalibrated,9907,0.023922479055213386,0.15822625010016722,-0.017575986339298133,0.0,0.0
pleia,0,42,1,0.95,native,recentred_enbpi_updated,recentred_enbpi_static,9907,0.001413142222670749,0.03450795179646504,0.09405422502592531,0.0,0.0
pleia,0,42,3,0.9,native,cqr,quantile_uncalibrated,9907,0.07126274351468664,0.31595900169312685,-0.09615851785061968,0.0,0.0
pleia,0,42,3,0.9,native,recentred_enbpi_updated,recentred_enbpi_static,9907,0.047844958110426994,0.14679724938190875,0.04341900452653347,0.0,0.0
pleia,0,42,3,0.95,native,cqr,quantile_uncalibrated,9907,0.0517815685878672,0.46198968654044426,-0.2410242942419143,0.0,0.0
