dataset,horizon,outer_fold,model_seed,role,frequency,n,membership_hash,row_id_hash,origin_min,origin_max,target_min,target_max
pleia,3,2,43,inner1_validation,0 days 00:10:00,4952,4439d1e24df439cf5dbec4b37090c9521460fad2488d498a7c821cf963a6daa2,e567401ae33f835a2879ba5be9304ca8129f612468e33f9ab19c6e25dd3b1e5c,2021-03-17 18:10:00,2021-04-21 03:20:00,2021-03-17 18:40:00,2021-04-21 03:50:00
pleia,6,2,43,fit,0 days 00:10:00,14850,ef9d6a6abac88bf6870ca419233277f25ca38ffcec8d2e50ef36e5a7ae619400,1a376d5a8a154a77f83f187423efb4d9fc845968a0043a1454205c7b56a18c46,2021-01-07 23:10:00,2021-04-21 02:00:00,2021-01-08 00:10:00,2021-04-21 03:00:00
pleia,6,2,43,calibration,0 days 00:10:00,4951,9247b241a0fa2d22e3929a301f0ff3511dbadd5e2e8ec374799c5c7abceab76d,2d7a6ad1c542e4d2f60a787f5e43892e1e19f63a3d75ff6e0accd70b674462a7,2021-04-21 03:20:00,2021-05-25 12:20:00,2021-04-21 04:20:00,2021-05-25 13:20:00
pleia,6,2,43,test,0 days 00:10:00,9907,c6974f8d3bde0930d9d56239e658a56ee8f6554aea2606844b45a070315571f1,ac5e21416b994368c2c6ea779989080df106bc5896da0483b1f5982a7af732fa,2021-05-25 13:30:00,2021-08-02 08:30:00,2021-05-25 14:30:00,2021-08-02 09:30:00
pleia,6,2,43,inner0_train,0 days 00:10:00,4944,7e1d872fdae249702364dcedccb8344e6e44d13dde4694244d1d8af8576495fb,8f691537f61aeaf3b6b2bce9234e1f3f2fce1fa89f579c6620a77d4e9430bbe6,2021-01-07 23:10:00,2021-02-11 07:00:00,2021-01-08 00:10:00,2021-02-11 08:00:00
pleia,6,2,43,inner0_validation,0 days 00:10:00,4944,2984744e642beefa7ce03314b45942af4ef6594d8939fdf4b62e61c263f6bdb8,2d75f8c14ab352752c56668098b1a13d6f545d051d41b03dbb9af51140add5f3,2021-02-11 08:10:00,2021-03-17 16:00:00,2021-02-11 09:10:00,2021-03-17 17:00:00
pleia,6,2,43,inner1_train,0 days 00:10:00,9888,b302ee02c2b16f2a988275f6ff329f6f03774c4c85d10d37902b32b54795d4e0,2330831bef316a2f27daff3f18c8507290a36952db81e8e9e7594e746f48686e,2021-01-07 23:10:00,2021-03-17 16:00:00,2021-01-08 00:10:00,2021-03-17 17:00:00
pleia,6,2,43,inner1_validation,0 days 00:10:00,4950,94c11b73e5e68059ca8334f73f6dc70805df5c01f5112cc20d147b640c4f52fd,30c0df9856e41df5c927bceaf854572d24fb209861c6708cc43afdf2762d6890,2021-03-17 17:10:00,2021-04-21 02:00:00,2021-03-17 18:10:00,2021-04-21 03:00:00
pleia_energy,1,2,44,fit,0 days 00:10:00,14858,44caea14eb9235d38ecc221b7d59fdc2f8f54bff0f52fbbd9e0bb1b805ca2387,24ce73785501ff4786fb0ae996364f8e145b4b21700a3a571554a5938dd70ade,2021-01-07 23:50:00,2021-04-21 04:00:00,2021-01-08 00:00:00,2021-04-21 04:10:00
pleia_energy,1,2,44,calibration,0 days 00:10:00,4953,05d6c30f8c3813efdcab97c9bdab0eee81ce669af9af5b8b70b88518c07f2ca8,f15ad2a2ec27d37ae1857a3e23c7c43a238d7f5a9db3b667111c380b16382500,2021-04-21 04:30:00,2021-05-25 13:50:00,2021-04-21 04:40:00,2021-05-25 14:00:00
pleia_energy,1,2,44,test,0 days 00:10:00,9907,b6bdcea0efeca5c07185bc1f75980e8a2570387a5c08e31f9cd301cf38cb60bd,99d72f4e202d73a2f0741156b0869793469cfbd9485f853689fa883bce87daa3,2021-05-25 14:10:00,2021-08-02 09:10:00,2021-05-25 14:20:00,2021-08-02 09:20:00
pleia_energy,1,2,44,inner0_train,0 days 00:10:00,4951,0388e109290a61d05fa9d59bbd9c237bab2a32267e29b1fb8a9d86b58d147f6d,70cade1f008e511232829b472a3b7c67bc84c109140470714270e792d5c7e97b,2021-01-07 23:50:00,2021-02-11 08:50:00,2021-01-08 00:00:00,2021-02-11 09:00:00
pleia_energy,1,2,44,inner0_validation,0 days 00:10:00,4952,d9b8de7f361f4bdbe04542b9c243a2685ce657a01202469acaf8acd43c1c7106,9381f3eb0d221051813de2df0d6f8b60e2bc3ec108c925e0eb875f7a6e607493,2021-02-11 09:10:00,2021-03-17 18:20:00,2021-02-11 09:20:00,2021-03-17 18:30:00
pleia_energy,1,2,44,inner1_train,0 days 00:10:00,9903,ce74106a5bae27e1e344fdc38942436bf694eabfb98ddbe63b832a5414090828,98d395a3458442f6b33b72140be4827f7cc87caf92ea1fa3046b332b25d90001,2021-01-07 23:50:00,2021-03-17 18:20:00,2021-01-08 00:00:00,2021-03-17 18:30:00
pleia_energy,1,2,44,inner1_validation,0 days 00:10:00,4953,36a56bf1ec8357c98060da403a08ce064b57ba57997bc7c82896591862424bbd,ff9099d61e16e3b26aa2737196df355bb32d37e67b948e5e9e55852fa0e92a33,2021-03-17 18:40:00,2021-04-21 04:00:00,2021-03-17 18:50:00,2021-04-21 04:10:00
pleia_energy,3,2,44,fit,0 days 00:10:00,14855,9fc9e18746429e574996b5d318c420366de84a249898bc72faa113826ebf5288,558cff0744ce974849383acc7967f940020b64bfac9013ed4a208009b2708bf5,2021-01-07 23:30:00,2021-04-21 03:10:00,2021-01-08 00:00:00,2021-04-21 03:40:00
pleia_energy,3,2,44,calibration,0 days 00:10:00,4952,314903ce4f8c8409c5417c2d6b829e4549971bebc3d6a0dc881d54aa3c565364,4229dfd898ed95c9f9693260d3cb9bb25c08cf354ea18d6e850f1422de1405f1,2021-04-21 04:00:00,2021-05-25 13:10:00,2021-04-21 04:30:00,2021-05-25 13:40:00
pleia_energy,3,2,44,test,0 days 00:10:00,9907,f7a8b2ab436b98d9e3c4127b8c0c687d2944e7cc7512d2ddf6c76666e097c7ea,c2d53e2fc20a6e6e5143df383f37e38aeb9e86b2de67c63088da1d4583d4b1dd,2021-05-25 13:50:00,2021-08-02 08:50:00,2021-05-25 14:20:00,2021-08-02 09:20:00
pleia_energy,3,2,44,inner0_train,0 days 00:10:00,4948,ebf7520964f58026cc222578bba1f1d2a33b67198299f1c5bba1566bd6784377,894b35f84e79ef291432eb4ec2ea7a1f5f02cfd69a67e241ecae730eafa5e89a,2021-01-07 23:30:00,2021-02-11 08:00:00,2021-01-08 00:00:00,2021-02-11 08:30:00
pleia_energy,3,2,44,inner0_validation,0 days 00:10:00,4949,2aa22d1ba1125056fdd68d6b2027eacd834f9664eaae2b53cff2a9faa7ddf126,41af3db740ef555be369e15e8e0eabcc34559abc88a624a17301e8eed7414656,2021-02-11 08:40:00,2021-03-17 17:20:00,2021-02-11 09:10:00,2021-03-17 17:50:00
pleia_energy,3,2,44,inner1_train,0 days 00:10:00,9897,78a72344eb383f72004edb224f83c552a272dfeaffbb94ff79fcbecf0505fce1,581506cccfe66c620c944cd60584ec2109d04279aca39b38d38f40d6b80f9d9a,2021-01-07 23:30:00,2021-03-17 17:20:00,2021-01-08 00:00:00,2021-03-17 17:50:00
pleia_energy,3,2,44,inner1_validation,0 days 00:10:00,4952,5e7ec7b15735ad3fbb7d39223dba2b0d10397023ec6e05681ca69c5b3cfa1106,72c8599283ed3e772db63a8669d21aa9c29578597a29d0cc7558d3f93476d419,2021-03-17 18:00:00,2021-04-21 03:10:00,2021-03-17 18:30:00,2021-04-21 03:40:00
pleia_energy,6,2,44,fit,0 days 00:10:00,14850,c21c125ed8b2b56ebab6814a8c4c6928ac9b4775caaa9582d3c5ea87dcb4ad99,81ae297f2155a20502ed6b8c4f4e4ee7495737057e22b71392aeb2aa2ddc47a5,2021-01-07 23:00:00,2021-04-21 01:50:00,2021-01-08 00:00:00,2021-04-21 02:50:00
pleia_energy,6,2,44,calibration,0 days 00:10:00,4951,1b95885bd959657f0d1505f6455c91dfcaf78fa9649478e989853104b5d655ff,0ee87531d3a77d326c99ffdf39a8bb6058827ab4d41014255a2219c6f898c125,2021-04-21 03:10:00,2021-05-25 12:10:00,2021-04-21 04:10:00,2021-05-25 13:10:00
pleia_energy,6,2,44,test,0 days 00:10:00,9907,061c08c3374dc0f9d45dfa8547f11e8a31a823c67efe645c11e25597c6f32a22,de4207e52d512c374af24bbef6311e23f19f23ecb4445280cc7d8e7442dfa6fc,2021-05-25 13:20:00,2021-08-02 08:20:00,2021-05-25 14:20:00,2021-08-02 09:20:00
pleia_energy,6,2,44,inner0_train,0 days 00:10:00,4944,ef4c97630e1a30ed5ea78b5d3220a444b45a45deea3db4bc05921facedfefdd0,328842348301366ce8fe85db3fa1025816d1385a1911ecdf0085057400431be3,2021-01-07 23:00:00,2021-02-11 06:50:00,2021-01-08 00:00:00,2021-02-11 07:50:00
pleia_energy,6,2,44,inner0_validation,0 days 00:10:00,4944,987b5f86df7c4ef83440458fc6052673b666f7afaa8cafe432b957312a7baf1a,3fca8ca2b13c38ef70b28003e66e17aaa36980997b69268ed2b7829d5d5eaec1,2021-02-11 08:00:00,2021-03-17 15:50:00,2021-02-11 09:00:00,2021-03-17 16:50:00
pleia_energy,6,2,44,inner1_train,0 days 00:10:00,9888,2dc694d5d8c75613f988358567fc902a59612824bf4fe52e48f329877f9414ae,2827d1ac25edee475ef3b63d536bcbb06ff0c60d11e75fbecbab90adb8c43ffc,2021-01-07 23:00:00,2021-03-17 15:50:00,2021-01-08 00:00:00,2021-03-17 16:50:00
pleia_energy,6,2,44,inner1_validation,0 days 00:10:00,4950,572dcac44c6e1158610a08b78ecb5c1149b22c6d871aff27ae12237385d67cc1,ad6053be09fd9bdb574b94eeacd9604602b0c455963142350f227dfa3ec50447,2021-03-17 17:00:00,2021-04-21 01:50:00,2021-03-17 18:00:00,2021-04-21 02:50:00
rico,5,2,44,fit,0 days 00:01:00,12932,3658387a50ac69383d169c4cd64e0f10af6cb1173d670d23cd36cc41340234e7,c755dd01ece762dbd51ba428c055e8553cdf95dcc026a35d8a864ea2dda9baaa,2023-07-26 15:24:00,2023-08-07 22:55:00,2023-07-26 15:29:00,2023-08-07 23:00:00
rico,5,2,44,calibration,0 days 00:01:00,4452,5d80e479d7f2d8194826bd75f476bb30f29d341ebeb04f975816feb43ded72c5,95fbd3e9e78192059585691a00d55cc264e607ec334a8f3a3988fe57e1814fdc,2023-08-07 23:24:00,2023-08-12 02:55:00,2023-08-07 23:29:00,2023-08-12 03:00:00
rico,5,2,44,test,0 days 00:01:00,8692,0083f660ce00ba82b7680ac8a176432167c878e986a4911db7dc1df20306108f,7d1aee54ebd66b5f6541f1af4efedc077913db45c4fb7ea01f732b52411d52d0,2023-08-12 07:24:00,2024-02-04 10:55:00,2023-08-12 07:29:00,2024-02-04 11:00:00
rico,5,2,44,inner0_train,0 days 00:01:00,4240,c1a4e771c1a038bd72f692838b5d8582f89cb22ed86367cf0f4b67f5ee82d04c,d0fae55550952c749ca4cb3c93ec3f59e8b3a9f62c2bdde723c9cc80c6bf88de,2023-07-26 15:24:00,2023-07-30 22:55:00,2023-07-26 15:29:00,2023-07-30 23:00:00
rico,5,2,44,inner0_validation,0 days 00:01:00,4240,e3a07ebc686275bff2d1dc7d8558595990613af830655e24b8a205e8d43a0609,28e29d294b80eeb6a5f8994b0744951494a3e4717e07f370f158f948a33d0e48,2023-07-30 23:24:00,2023-08-03 22:55:00,2023-07-30 23:29:00,2023-08-03 23:00:00
rico,5,2,44,inner1_train,0 days 00:01:00,8480,6e488b9c421d5b5bde8e49d51a5acc9fd405fbdec90e71ed8be66f739b614b6e,2208aa8747a405f6e07db0aca45f47b897d2142c3d45af5770fdc650c204e411,2023-07-26 15:24:00,2023-08-03 22:55:00,2023-07-26 15:29:00,2023-08-03 23:00:00
rico,5,2,44,inner1_validation,0 days 00:01:00,4452,4ed20a262cd2134ba3c9e63f62e81a4e9e1ba38dc0ab4bbcbffcb4b038b50f0f,f610fdc1f2fd8e841130d8948f2add6ece5b3ea6a1cb4ee8babd9615dfaf6e16,2023-08-03 23:24:00,2023-08-07 22:55:00,2023-08-03 23:29:00,2023-08-07 23:00:00
rico,15,2,44,fit,0 days 00:01:00,12322,43b916ba9404ba05674434bee730459042f5429db85147bf7480e4994566518e,78091d5eff830e5cec75e981f2374fa92a1411659cefc3dbe1f2a66d39d9d20a,2023-07-26 15:24:00,2023-08-07 22:45:00,2023-07-26 15:39:00,2023-08-07 23:00:00
rico,15,2,44,calibration,0 days 00:01:00,4242,33982386d1966661ed68b05d6d47cf1b0655579aae4145632efa839b722621cd,b24b1ffac74ec3618d19e253737eb069d0f486f2215540f259dccc4a7533bdc7,2023-08-07 23:24:00,2023-08-12 02:45:00,2023-08-07 23:39:00,2023-08-12 03:00:00
rico,15,2,44,test,0 days 00:01:00,8282,94377b43ba0ad98a55be4a3e803052ff54825de93fe43932bd54dd5a5999210f,70ee9d673d19e218dbcf71db42bc92f130090496931b95a3f5272b32330ac9ff,2023-08-12 07:24:00,2024-02-04 10:45:00,2023-08-12 07:39:00,2024-02-04 11:00:00
rico,15,2,44,inner0_train,0 days 00:01:00,4040,5829454b8cc8ac6982c945339d4310a9a179cdd14bcd461b9599ce0e6d31a025,8b5377dedc5eef41e49d14b9d7048a8d4b20a24cc3f0213b3b402a19a9daf73e,2023-07-26 15:24:00,2023-07-30 22:45:00,2023-07-26 15:39:00,2023-07-30 23:00:00
rico,15,2,44,inner0_validation,0 days 00:01:00,4040,6649edb21bb9388ae4121dd285b20bb3005dcbe0c29f1f6f44aeabe295515229,e40b4a7e2ed7d0eff6a01bcacf6dd491fd4801938e5c53b8aeade8bf81122560,2023-07-30 23:24:00,2023-08-03 22:45:00,2023-07-30 23:39:00,2023-08-03 23:00:00
rico,15,2,44,inner1_train,0 days 00:01:00,8080,f9a21800560e18a5ee7609e4a2a91977dcc135238791f272cd6cd8c2fe8fb273,9180db22b831fe0e7ca58b24616399502cd01d6e796e73eda4fa4cf2184cfcec,2023-07-26 15:24:00,2023-08-03 22:45:00,2023-07-26 15:39:00,2023-08-03 23:00:00
rico,15,2,44,inner1_validation,0 days 00:01:00,4242,869e32a55876afd5037cfa569780a029ba6195f2b33156bd33c1e987f35d2fdc,57e398b6b31b811e1694aff2168883e9bc8e05d8adeeda9dcf5e072c177a184c,2023-08-03 23:24:00,2023-08-07 22:45:00,2023-08-03 23:39:00,2023-08-07 23:00:00
rico,30,2,44,fit,0 days 00:01:00,11407,3d3d4fbb4d8f672ec67c556a83ae19646d5a6de50b7cef115aeeb5cfb30d6489,6694a63ad907e314cbbc07e2400b311ddd6b4f95f7a83bc06ccbfbeb0182f11d,2023-07-26 15:24:00,2023-08-07 22:30:00,2023-07-26 15:54:00,2023-08-07 23:00:00
rico,30,2,44,calibration,0 days 00:01:00,3927,1342cd8dc9aab44620a5efca7a56fe3be333047033313391a9fdd3a20a8b7ca6,f9b289627840a6d96ddd5e6badfd891669d409792d950a9f947a49ad9da2cce1,2023-08-07 23:24:00,2023-08-12 02:30:00,2023-08-07 23:54:00,2023-08-12 03:00:00
rico,30,2,44,test,0 days 00:01:00,7667,4290f7193c9add8034e3beb246e9dc5ec1c5c7bc64043a75f4aef0370f2da91a,c55446a7da7e2c214397a68556bddc7f23f1100285beae4d6b6b40dd40de0584,2023-08-12 07:24:00,2024-02-04 10:30:00,2023-08-12 07:54:00,2024-02-04 11:00:00
rico,30,2,44,inner0_train,0 days 00:01:00,3740,198603de0d21c28b727a91bb36f1d71531516714d0ef322aad814988637b63aa,9d917672abf8233ef65c066aade1c65e97bc2f98f30ac865e3880f9148611e97,2023-07-26 15:24:00,2023-07-30 22:30:00,2023-07-26 15:54:00,2023-07-30 23:00:00
rico,30,2,44,inner0_validation,0 days 00:01:00,3740,1587766cd9a1b662669f11a62c95e7d2fd19b24001ef93ceaa6cfb25ca8059b0,0097da66de91d3a060f37562847bdc9aac7b47a0108c449f7bb67c62b7b490ce,2023-07-30 23:24:00,2023-08-03 22:30:00,2023-07-30 23:54:00,2023-08-03 23:00:00
rico,30,2,44,inner1_train,0 days 00:01:00,7480,e8aa89ac449919910789c941c06679a8faba7d42a3be6a5e7d1c598619b933ac,39428fb6ae40555288f096d7afd6fd9eb71c9e5d48b714de4c1f38d81aebc06c,2023-07-26 15:24:00,2023-08-03 22:30:00,2023-07-26 15:54:00,2023-08-03 23:00:00
rico,30,2,44,inner1_validation,0 days 00:01:00,3927,0c1086ba100d4a63d10c3054ddcf3d1803ca6464fc6960b4acbf90b625f25618,776e68499bf8cfa868629e2b39477d8a3b6a9656f0f716467b99404358cfdea4,2023-08-03 23:24:00,2023-08-07 22:30:00,2023-08-03 23:54:00,2023-08-07 23:00:00
rico,60,2,44,fit,0 days 00:01:00,9577,3b2ee7b2aa12c1ffb1d92fa0d145bb40ec7eda5553d5aea200e775ff319f45fe,917983dc467388ac885978e9b74c0f5ae88208d9e772efb9a39ac7017ffda1e5,2023-07-26 15:24:00,2023-08-07 22:00:00,2023-07-26 16:24:00,2023-08-07 23:00:00
rico,60,2,44,calibration,0 days 00:01:00,3297,19a46d1f1e763d33d1e2c9dbf5a850710435131d3255b74cb7409a8b19d08a11,4a3e49a4d097af747bc134411c84fb6696c6a47b21c1662b14e547fb2301bda0,2023-08-07 23:24:00,2023-08-12 02:00:00,2023-08-08 00:24:00,2023-08-12 03:00:00
rico,60,2,44,test,0 days 00:01:00,6437,96e3e48ce62ca523eaae571b05e9ad301988a1f12a3ac66ae726426480decd2d,11822b6b9a8ddf1e52a552fb0d6807f186a45a3e449b33787f74c1ab55098a86,2023-08-12 07:24:00,2024-02-04 10:00:00,2023-08-12 08:24:00,2024-02-04 11:00:00
rico,60,2,44,inner0_train,0 days 00:01:00,3140,e1a9b7343d9985a4ced316edb7ca5ace194bf2d2e7e084f168c35f13e080aa6d,906ab9a1ce19f9094aefe6e85d3d493ca1b0ddbbfc4ec199202eb446fe8e10a3,2023-07-26 15:24:00,2023-07-30 22:00:00,2023-07-26 16:24:00,2023-07-30 23:00:00
rico,60,2,44,inner0_validation,0 days 00:01:00,3140,39d39957ce206e9dc8190020883a07fd168cf109f8d1fef65ca5b15ba45f3e7b,406473e2a41452b02d46fde11295f5af4f59560a02cff20d21cc7edb15b284d6,2023-07-30 23:24:00,2023-08-03 22:00:00,2023-07-31 00:24:00,2023-08-03 23:00:00
rico,60,2,44,inner1_train,0 days 00:01:00,6280,c3047313f13abd432da4994930a13dcfbc9e03a7b7b859795cb091b4566b1a2c,1291fe31555aec90de912a6b974688464079c6c237fe80da5387b28dbf887b01,2023-07-26 15:24:00,2023-08-03 22:00:00,2023-07-26 16:24:00,2023-08-03 23:00:00
rico,60,2,44,inner1_validation,0 days 00:01:00,3297,a6ae4c6f274995caa3ad0f21a8955eef12dc85407e9117f47e34988102374fe8,b2de499abb1d5fd66ddd772d071f835e97be3afc0f2f49bebe556b036ece718e,2023-08-03 23:24:00,2023-08-07 22:00:00,2023-08-04 00:24:00,2023-08-07 23:00:00
bdg2,1,2,44,fit,0 days 01:00:00,51664,6e0d45c48d3a4b44d9f76f6b73bcfa544059c044e4fcb2bb043113a3ea0c98b3,a768c33faacf5ee1c4dc438e25212bf45d7ea78dfea5619e155deb5319db6fde,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00
bdg2,1,2,44,calibration,0 days 01:00:00,17370,6a3ee02d97428f6ac606609430e38532655800cc84db58c3aa6ea5cd92b5b046,26c6b13b52297d2afd3247d44c89c4f19830685e9ff40c4c6362776af4a4537a,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00
bdg2,1,2,44,test,0 days 01:00:00,34640,c0a9c62ab5c2c19e2bcda261042739e825c4525966fbd8708bf07bb1a963c3a3,b57c00d734ecf2193bf555669b2e5662f0e8634317096680bd62d91bca9d41b9,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00
bdg2,1,2,44,inner0_train,0 days 01:00:00,17103,3b0ce3c40fb104a4f9776689f902c2ebe24fb8f34c3c1dee00a43f065304be50,39798ad61dbc450c98f123d94ad9dd68d17987e19b2eba92912c07cd4315061a,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00
bdg2,1,2,44,inner0_validation,0 days 01:00:00,17225,5107d05697add3596888e9689d63abf9f53717168f4d4e2512a41f0ed22456bf,7f1a703b31df6c2e9b0965dafe1ac65d9043ef8e91b79743ba2c5671dd174389,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00
bdg2,1,2,44,inner1_train,0 days 01:00:00,34328,e84068cb2e5bb9ddf91d2e95c8970ef283ab8f0917ce39666fca328339caea80,2a9ec624a426e36fb1aa25c4c6154cd94037384dc1380aca8518429489b22811,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00
bdg2,1,2,44,inner1_validation,0 days 01:00:00,17316,69372493d379fab7967b2ee8f30590cb6c7908fa72c8046b7992da14d71184e0,870d2f28235a81b4591b8c3e267d4762572c5b01721d5748e2c50872ca667b5a,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00
bdg2,3,2,44,fit,0 days 01:00:00,51634,24548642307cad42aa249770e9c2f9976be06ca00a3344af4cc76eb72d8340b5,ffa384f38312c9dc3d731360d923fcf346a931431bf149fc831c4adea813d691,2016-01-07 21:00:00,2016-08-11 19:00:00,2016-01-08 00:00:00,2016-08-11 22:00:00
bdg2,3,2,44,calibration,0 days 01:00:00,17360,d0abd97ca8d625e40fb2a1cb4a703de04db6f055eefe3ab56cd15b66319b5aba,863c0af90269298b0e6f5a2f56b55eaff6d6133311914cf4e057fa69feec07d4,2016-08-12 00:00:00,2016-10-23 07:00:00,2016-08-12 03:00:00,2016-10-23 10:00:00
bdg2,3,2,44,test,0 days 01:00:00,34640,ac209fd38c4629ceb7d8ca27dc61c0e078efffe969b14c5a757d27aa8ff1b6c5,c96bb83824e1a9ba2a796cae7018992bad567e577c67a2840e377bec1990828c,2016-10-23 11:00:00,2017-03-17 05:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00
bdg2,3,2,44,inner0_train,0 days 01:00:00,17073,8e295ef626f371c07b1ec49afd7f2693659cd6afde4f22be484735f11239b065,e1dc0b63558312fca058d40b4bfa82e47e74c4313fcadb1123b077c3d0c819f3,2016-01-07 21:00:00,2016-03-20 00:00:00,2016-01-08 00:00:00,2016-03-20 03:00:00
bdg2,3,2,44,inner0_validation,0 days 01:00:00,17195,c1889776e05fcec42d92ea64731f69999ff88e2a223554807aa3617934c1addb,3e1e48c2f2fee5c8f54852c9b499600ff5daf14d9974942119e4e5e818d41013,2016-03-20 04:00:00,2016-05-31 08:00:00,2016-03-20 07:00:00,2016-05-31 11:00:00
bdg2,3,2,44,inner1_train,0 days 01:00:00,34268,95b32a00537cd05f86880ccdef0381bf1831d69289c8361feb735b598d2d9ff1,6a6104fa7e43733847fe9b10a19040ca38296c59a9f9056b38739bc2e0aab954,2016-01-07 21:00:00,2016-05-31 08:00:00,2016-01-08 00:00:00,2016-05-31 11:00:00
bdg2,3,2,44,inner1_validation,0 days 01:00:00,17306,5974dd749dae94b806e58e7445c48c198e82f3cba50cd0d6c54572d87fcd2191,ce214c17538c51e016a687e3548b8d719a95205251378923f0db0f3b4a862fb9,2016-05-31 12:00:00,2016-08-11 19:00:00,2016-05-31 15:00:00,2016-08-11 22:00:00
bdg2,6,2,44,fit,0 days 01:00:00,51584,ee0d65d4d8fd886cddd0836feb6cc554b3a0668bb8646e26ad368612e89933cf,2238d76a4dbf3773688730ddc491de3cefe37795d6a581e2848ae721c331e6bf,2016-01-07 18:00:00,2016-08-11 11:00:00,2016-01-08 00:00:00,2016-08-11 17:00:00
bdg2,6,2,44,calibration,0 days 01:00:00,17350,cb99d3f6083f8add3d0568883b9be9ed322386b154e74837371f8bb0570068e3,aa683503ff148880151cae8fc08bfc24515ae8c36edb5767a336c52e0cdd96ed,2016-08-11 19:00:00,2016-10-23 01:00:00,2016-08-12 01:00:00,2016-10-23 07:00:00
bdg2,6,2,44,test,0 days 01:00:00,34640,d2c8963470de5f63c6abdd989a9a7e8e9784ee1b533d376fa55278f758ab13ef,37fd04542c9ea0f00adda74f2d1670855cd47ee8d91e3a242b6c76c5ce0d762f,2016-10-23 08:00:00,2017-03-17 02:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00
bdg2,6,2,44,inner0_train,0 days 01:00:00,17033,f02c7d71705a3d16569d09c94aa6c7fb805b688993dc198b089dcc5412c536ac,8ca497a9ec0ddfa4978eff0e12b817bc3d8788f0c11d3e52e52fc002b3b19c38,2016-01-07 18:00:00,2016-03-19 17:00:00,2016-01-08 00:00:00,2016-03-19 23:00:00
bdg2,6,2,44,inner0_validation,0 days 01:00:00,17145,6ddab6cde7fed95f1e35d8f0d2de163d9dfa7e49b74cc1fe856e19a448cc3e0d,a8bce31b5505b65db6595bffdb69845940891da0b8f2b8d6250d99ce20b5dfdd,2016-03-20 00:00:00,2016-05-30 23:00:00,2016-03-20 06:00:00,2016-05-31 05:00:00
bdg2,6,2,44,inner1_train,0 days 01:00:00,34178,c721e4717a3a7db386cdb7de77770e79babb33f799d974a9fc843c6e093156f0,e68a0b396351fba557fbf54a0dece8e1c5545ebb7b8a096a7e1cd6d0fc3eb0dc,2016-01-07 18:00:00,2016-05-30 23:00:00,2016-01-08 00:00:00,2016-05-31 05:00:00
bdg2,6,2,44,inner1_validation,0 days 01:00:00,17286,d9afb522d74237fbcb0085a235ee27867d8cc18c0b883edd9a4606f91b4382ee,decf7a3acf92420ae63e05af24db95ff28729fcdf67cd117b4ecbe0ba825a85f,2016-05-31 06:00:00,2016-08-11 11:00:00,2016-05-31 12:00:00,2016-08-11 17:00:00
pleia,1,2,44,fit,0 days 00:10:00,14858,082d3c719093d84e13379d5a2c367aacae289407ac707cb64d266f759ebb787b,a5da64445ac5f1af2fd4c56cb88650223d7690fede620e9a6758367516928aca,2021-01-08 00:00:00,2021-04-21 04:10:00,2021-01-08 00:10:00,2021-04-21 04:20:00
pleia,1,2,44,calibration,0 days 00:10:00,4953,9eb8650e22c2484bd09a282820451387cd0610e0cf55aa2ec428816a260b5143,7794c3f938f5b39a6b7c298611ca6e5d91de32415f98091ff059cd97e6946b01,2021-04-21 04:40:00,2021-05-25 14:00:00,2021-04-21 04:50:00,2021-05-25 14:10:00
pleia,1,2,44,test,0 days 00:10:00,9907,9873f938ec58b7643a4b9bb6625e3522fa47921a83ef136da20c6e62a17a410f,ca2d8ac2f6c4a85d87a0b3e689792f73277921d41eae2f48c6b4eb1e307d2a61,2021-05-25 14:20:00,2021-08-02 09:20:00,2021-05-25 14:30:00,2021-08-02 09:30:00
pleia,1,2,44,inner0_train,0 days 00:10:00,4951,772e37103d6ec8c04ebb7c7e034fb82e77efacdfb42740094dd62aba1cdcbb46,9ff5cf13265f7071fd9c0761e23cbdb0a3b06a17108fe4c9e29d7b526dbb16f6,2021-01-08 00:00:00,2021-02-11 09:00:00,2021-01-08 00:10:00,2021-02-11 09:10:00
pleia,1,2,44,inner0_validation,0 days 00:10:00,4952,3ee052b31b48d8aee119b1a1a23488da243b59b1055ebe21d22b810798c26df1,94101a1db88057481d0b93b3f6f6f8a0ba0768c95d5d786cc94219111fc8b01a,2021-02-11 09:20:00,2021-03-17 18:30:00,2021-02-11 09:30:00,2021-03-17 18:40:00
