dataset,horizon,outer_fold,model_seed,role,frequency,n,membership_hash,row_id_hash,origin_min,origin_max,target_min,target_max
rico,30,2,43,fit,0 days 00:01:00,11407,3d3d4fbb4d8f672ec67c556a83ae19646d5a6de50b7cef115aeeb5cfb30d6489,6694a63ad907e314cbbc07e2400b311ddd6b4f95f7a83bc06ccbfbeb0182f11d,2023-07-26 15:24:00,2023-08-07 22:30:00,2023-07-26 15:54:00,2023-08-07 23:00:00
rico,30,2,43,calibration,0 days 00:01:00,3927,1342cd8dc9aab44620a5efca7a56fe3be333047033313391a9fdd3a20a8b7ca6,f9b289627840a6d96ddd5e6badfd891669d409792d950a9f947a49ad9da2cce1,2023-08-07 23:24:00,2023-08-12 02:30:00,2023-08-07 23:54:00,2023-08-12 03:00:00
rico,30,2,43,test,0 days 00:01:00,7667,4290f7193c9add8034e3beb246e9dc5ec1c5c7bc64043a75f4aef0370f2da91a,c55446a7da7e2c214397a68556bddc7f23f1100285beae4d6b6b40dd40de0584,2023-08-12 07:24:00,2024-02-04 10:30:00,2023-08-12 07:54:00,2024-02-04 11:00:00
rico,30,2,43,inner0_train,0 days 00:01:00,3740,198603de0d21c28b727a91bb36f1d71531516714d0ef322aad814988637b63aa,9d917672abf8233ef65c066aade1c65e97bc2f98f30ac865e3880f9148611e97,2023-07-26 15:24:00,2023-07-30 22:30:00,2023-07-26 15:54:00,2023-07-30 23:00:00
rico,30,2,43,inner0_validation,0 days 00:01:00,3740,1587766cd9a1b662669f11a62c95e7d2fd19b24001ef93ceaa6cfb25ca8059b0,0097da66de91d3a060f37562847bdc9aac7b47a0108c449f7bb67c62b7b490ce,2023-07-30 23:24:00,2023-08-03 22:30:00,2023-07-30 23:54:00,2023-08-03 23:00:00
rico,30,2,43,inner1_train,0 days 00:01:00,7480,e8aa89ac449919910789c941c06679a8faba7d42a3be6a5e7d1c598619b933ac,39428fb6ae40555288f096d7afd6fd9eb71c9e5d48b714de4c1f38d81aebc06c,2023-07-26 15:24:00,2023-08-03 22:30:00,2023-07-26 15:54:00,2023-08-03 23:00:00
rico,30,2,43,inner1_validation,0 days 00:01:00,3927,0c1086ba100d4a63d10c3054ddcf3d1803ca6464fc6960b4acbf90b625f25618,776e68499bf8cfa868629e2b39477d8a3b6a9656f0f716467b99404358cfdea4,2023-08-03 23:24:00,2023-08-07 22:30:00,2023-08-03 23:54:00,2023-08-07 23:00:00
rico,60,2,43,fit,0 days 00:01:00,9577,3b2ee7b2aa12c1ffb1d92fa0d145bb40ec7eda5553d5aea200e775ff319f45fe,917983dc467388ac885978e9b74c0f5ae88208d9e772efb9a39ac7017ffda1e5,2023-07-26 15:24:00,2023-08-07 22:00:00,2023-07-26 16:24:00,2023-08-07 23:00:00
rico,60,2,43,calibration,0 days 00:01:00,3297,19a46d1f1e763d33d1e2c9dbf5a850710435131d3255b74cb7409a8b19d08a11,4a3e49a4d097af747bc134411c84fb6696c6a47b21c1662b14e547fb2301bda0,2023-08-07 23:24:00,2023-08-12 02:00:00,2023-08-08 00:24:00,2023-08-12 03:00:00
rico,60,2,43,test,0 days 00:01:00,6437,96e3e48ce62ca523eaae571b05e9ad301988a1f12a3ac66ae726426480decd2d,11822b6b9a8ddf1e52a552fb0d6807f186a45a3e449b33787f74c1ab55098a86,2023-08-12 07:24:00,2024-02-04 10:00:00,2023-08-12 08:24:00,2024-02-04 11:00:00
rico,60,2,43,inner0_train,0 days 00:01:00,3140,e1a9b7343d9985a4ced316edb7ca5ace194bf2d2e7e084f168c35f13e080aa6d,906ab9a1ce19f9094aefe6e85d3d493ca1b0ddbbfc4ec199202eb446fe8e10a3,2023-07-26 15:24:00,2023-07-30 22:00:00,2023-07-26 16:24:00,2023-07-30 23:00:00
rico,60,2,43,inner0_validation,0 days 00:01:00,3140,39d39957ce206e9dc8190020883a07fd168cf109f8d1fef65ca5b15ba45f3e7b,406473e2a41452b02d46fde11295f5af4f59560a02cff20d21cc7edb15b284d6,2023-07-30 23:24:00,2023-08-03 22:00:00,2023-07-31 00:24:00,2023-08-03 23:00:00
rico,60,2,43,inner1_train,0 days 00:01:00,6280,c3047313f13abd432da4994930a13dcfbc9e03a7b7b859795cb091b4566b1a2c,1291fe31555aec90de912a6b974688464079c6c237fe80da5387b28dbf887b01,2023-07-26 15:24:00,2023-08-03 22:00:00,2023-07-26 16:24:00,2023-08-03 23:00:00
rico,60,2,43,inner1_validation,0 days 00:01:00,3297,a6ae4c6f274995caa3ad0f21a8955eef12dc85407e9117f47e34988102374fe8,b2de499abb1d5fd66ddd772d071f835e97be3afc0f2f49bebe556b036ece718e,2023-08-03 23:24:00,2023-08-07 22:00:00,2023-08-04 00:24:00,2023-08-07 23:00:00
bdg2,1,2,43,fit,0 days 01:00:00,51664,6e0d45c48d3a4b44d9f76f6b73bcfa544059c044e4fcb2bb043113a3ea0c98b3,a768c33faacf5ee1c4dc438e25212bf45d7ea78dfea5619e155deb5319db6fde,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00
bdg2,1,2,43,calibration,0 days 01:00:00,17370,6a3ee02d97428f6ac606609430e38532655800cc84db58c3aa6ea5cd92b5b046,26c6b13b52297d2afd3247d44c89c4f19830685e9ff40c4c6362776af4a4537a,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00
bdg2,1,2,43,test,0 days 01:00:00,34640,c0a9c62ab5c2c19e2bcda261042739e825c4525966fbd8708bf07bb1a963c3a3,b57c00d734ecf2193bf555669b2e5662f0e8634317096680bd62d91bca9d41b9,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00
bdg2,1,2,43,inner0_train,0 days 01:00:00,17103,3b0ce3c40fb104a4f9776689f902c2ebe24fb8f34c3c1dee00a43f065304be50,39798ad61dbc450c98f123d94ad9dd68d17987e19b2eba92912c07cd4315061a,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00
bdg2,1,2,43,inner0_validation,0 days 01:00:00,17225,5107d05697add3596888e9689d63abf9f53717168f4d4e2512a41f0ed22456bf,7f1a703b31df6c2e9b0965dafe1ac65d9043ef8e91b79743ba2c5671dd174389,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00
bdg2,1,2,43,inner1_train,0 days 01:00:00,34328,e84068cb2e5bb9ddf91d2e95c8970ef283ab8f0917ce39666fca328339caea80,2a9ec624a426e36fb1aa25c4c6154cd94037384dc1380aca8518429489b22811,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00
bdg2,1,2,43,inner1_validation,0 days 01:00:00,17316,69372493d379fab7967b2ee8f30590cb6c7908fa72c8046b7992da14d71184e0,870d2f28235a81b4591b8c3e267d4762572c5b01721d5748e2c50872ca667b5a,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00
bdg2,3,2,43,fit,0 days 01:00:00,51634,24548642307cad42aa249770e9c2f9976be06ca00a3344af4cc76eb72d8340b5,ffa384f38312c9dc3d731360d923fcf346a931431bf149fc831c4adea813d691,2016-01-07 21:00:00,2016-08-11 19:00:00,2016-01-08 00:00:00,2016-08-11 22:00:00
bdg2,3,2,43,calibration,0 days 01:00:00,17360,d0abd97ca8d625e40fb2a1cb4a703de04db6f055eefe3ab56cd15b66319b5aba,863c0af90269298b0e6f5a2f56b55eaff6d6133311914cf4e057fa69feec07d4,2016-08-12 00:00:00,2016-10-23 07:00:00,2016-08-12 03:00:00,2016-10-23 10:00:00
bdg2,3,2,43,test,0 days 01:00:00,34640,ac209fd38c4629ceb7d8ca27dc61c0e078efffe969b14c5a757d27aa8ff1b6c5,c96bb83824e1a9ba2a796cae7018992bad567e577c67a2840e377bec1990828c,2016-10-23 11:00:00,2017-03-17 05:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00
bdg2,3,2,43,inner0_train,0 days 01:00:00,17073,8e295ef626f371c07b1ec49afd7f2693659cd6afde4f22be484735f11239b065,e1dc0b63558312fca058d40b4bfa82e47e74c4313fcadb1123b077c3d0c819f3,2016-01-07 21:00:00,2016-03-20 00:00:00,2016-01-08 00:00:00,2016-03-20 03:00:00
bdg2,3,2,43,inner0_validation,0 days 01:00:00,17195,c1889776e05fcec42d92ea64731f69999ff88e2a223554807aa3617934c1addb,3e1e48c2f2fee5c8f54852c9b499600ff5daf14d9974942119e4e5e818d41013,2016-03-20 04:00:00,2016-05-31 08:00:00,2016-03-20 07:00:00,2016-05-31 11:00:00
bdg2,3,2,43,inner1_train,0 days 01:00:00,34268,95b32a00537cd05f86880ccdef0381bf1831d69289c8361feb735b598d2d9ff1,6a6104fa7e43733847fe9b10a19040ca38296c59a9f9056b38739bc2e0aab954,2016-01-07 21:00:00,2016-05-31 08:00:00,2016-01-08 00:00:00,2016-05-31 11:00:00
bdg2,3,2,43,inner1_validation,0 days 01:00:00,17306,5974dd749dae94b806e58e7445c48c198e82f3cba50cd0d6c54572d87fcd2191,ce214c17538c51e016a687e3548b8d719a95205251378923f0db0f3b4a862fb9,2016-05-31 12:00:00,2016-08-11 19:00:00,2016-05-31 15:00:00,2016-08-11 22:00:00
bdg2,6,2,43,fit,0 days 01:00:00,51584,ee0d65d4d8fd886cddd0836feb6cc554b3a0668bb8646e26ad368612e89933cf,2238d76a4dbf3773688730ddc491de3cefe37795d6a581e2848ae721c331e6bf,2016-01-07 18:00:00,2016-08-11 11:00:00,2016-01-08 00:00:00,2016-08-11 17:00:00
bdg2,6,2,43,calibration,0 days 01:00:00,17350,cb99d3f6083f8add3d0568883b9be9ed322386b154e74837371f8bb0570068e3,aa683503ff148880151cae8fc08bfc24515ae8c36edb5767a336c52e0cdd96ed,2016-08-11 19:00:00,2016-10-23 01:00:00,2016-08-12 01:00:00,2016-10-23 07:00:00
bdg2,6,2,43,test,0 days 01:00:00,34640,d2c8963470de5f63c6abdd989a9a7e8e9784ee1b533d376fa55278f758ab13ef,37fd04542c9ea0f00adda74f2d1670855cd47ee8d91e3a242b6c76c5ce0d762f,2016-10-23 08:00:00,2017-03-17 02:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00
bdg2,6,2,43,inner0_train,0 days 01:00:00,17033,f02c7d71705a3d16569d09c94aa6c7fb805b688993dc198b089dcc5412c536ac,8ca497a9ec0ddfa4978eff0e12b817bc3d8788f0c11d3e52e52fc002b3b19c38,2016-01-07 18:00:00,2016-03-19 17:00:00,2016-01-08 00:00:00,2016-03-19 23:00:00
bdg2,6,2,43,inner0_validation,0 days 01:00:00,17145,6ddab6cde7fed95f1e35d8f0d2de163d9dfa7e49b74cc1fe856e19a448cc3e0d,a8bce31b5505b65db6595bffdb69845940891da0b8f2b8d6250d99ce20b5dfdd,2016-03-20 00:00:00,2016-05-30 23:00:00,2016-03-20 06:00:00,2016-05-31 05:00:00
bdg2,6,2,43,inner1_train,0 days 01:00:00,34178,c721e4717a3a7db386cdb7de77770e79babb33f799d974a9fc843c6e093156f0,e68a0b396351fba557fbf54a0dece8e1c5545ebb7b8a096a7e1cd6d0fc3eb0dc,2016-01-07 18:00:00,2016-05-30 23:00:00,2016-01-08 00:00:00,2016-05-31 05:00:00
bdg2,6,2,43,inner1_validation,0 days 01:00:00,17286,d9afb522d74237fbcb0085a235ee27867d8cc18c0b883edd9a4606f91b4382ee,decf7a3acf92420ae63e05af24db95ff28729fcdf67cd117b4ecbe0ba825a85f,2016-05-31 06:00:00,2016-08-11 11:00:00,2016-05-31 12:00:00,2016-08-11 17:00:00
pleia,1,2,43,fit,0 days 00:10:00,14858,082d3c719093d84e13379d5a2c367aacae289407ac707cb64d266f759ebb787b,a5da64445ac5f1af2fd4c56cb88650223d7690fede620e9a6758367516928aca,2021-01-08 00:00:00,2021-04-21 04:10:00,2021-01-08 00:10:00,2021-04-21 04:20:00
pleia,1,2,43,calibration,0 days 00:10:00,4953,9eb8650e22c2484bd09a282820451387cd0610e0cf55aa2ec428816a260b5143,7794c3f938f5b39a6b7c298611ca6e5d91de32415f98091ff059cd97e6946b01,2021-04-21 04:40:00,2021-05-25 14:00:00,2021-04-21 04:50:00,2021-05-25 14:10:00
pleia,1,2,43,test,0 days 00:10:00,9907,9873f938ec58b7643a4b9bb6625e3522fa47921a83ef136da20c6e62a17a410f,ca2d8ac2f6c4a85d87a0b3e689792f73277921d41eae2f48c6b4eb1e307d2a61,2021-05-25 14:20:00,2021-08-02 09:20:00,2021-05-25 14:30:00,2021-08-02 09:30:00
pleia,1,2,43,inner0_train,0 days 00:10:00,4951,772e37103d6ec8c04ebb7c7e034fb82e77efacdfb42740094dd62aba1cdcbb46,9ff5cf13265f7071fd9c0761e23cbdb0a3b06a17108fe4c9e29d7b526dbb16f6,2021-01-08 00:00:00,2021-02-11 09:00:00,2021-01-08 00:10:00,2021-02-11 09:10:00
pleia,1,2,43,inner0_validation,0 days 00:10:00,4952,3ee052b31b48d8aee119b1a1a23488da243b59b1055ebe21d22b810798c26df1,94101a1db88057481d0b93b3f6f6f8a0ba0768c95d5d786cc94219111fc8b01a,2021-02-11 09:20:00,2021-03-17 18:30:00,2021-02-11 09:30:00,2021-03-17 18:40:00
pleia,1,2,43,inner1_train,0 days 00:10:00,9903,bc9acab132bf77c6fdb966545b0c1c36c2d8d40c0debf6ad9879832e8eed3f18,5bb7052421dc4dc1014d0183a0a86dc9346860360b70733932af01792401ebea,2021-01-08 00:00:00,2021-03-17 18:30:00,2021-01-08 00:10:00,2021-03-17 18:40:00
pleia,1,2,43,inner1_validation,0 days 00:10:00,4953,af2dbfce54bc80c97b7250e3d85c70b3feb7714d2fb1b6436b4b00eeaec9ed9e,28760e0529920ab50fc08711863e3203a9e12a65c4321ba66c5ea2a7711920b5,2021-03-17 18:50:00,2021-04-21 04:10:00,2021-03-17 19:00:00,2021-04-21 04:20:00
pleia,3,2,43,fit,0 days 00:10:00,14855,227c29f26e08b12144a3144f7b4e485ceef61eeffddfb8383055cdb14249180b,4074dfa6f8e6042743030c8386a0f02bf142e81c22c53c260629dc0e31aea099,2021-01-07 23:40:00,2021-04-21 03:20:00,2021-01-08 00:10:00,2021-04-21 03:50:00
pleia,3,2,43,calibration,0 days 00:10:00,4952,7fa06de8c38dda4d17b6b0cf6e9ef56c1df4e74c93e4a91c0e4cc3ac109ef25d,e7a9e5a4d0f065e905f3b68d0ddcc8cfa81961e510bbeaa67844d8b295557883,2021-04-21 04:10:00,2021-05-25 13:20:00,2021-04-21 04:40:00,2021-05-25 13:50:00
pleia,3,2,43,test,0 days 00:10:00,9907,bac99d6be4cb79fe22304f53e75236e112bbd0869eb6fec15e881e232b076cc3,980af583f5f37c78a95e0b099badf318c309a782627933d4b65363f009fed507,2021-05-25 14:00:00,2021-08-02 09:00:00,2021-05-25 14:30:00,2021-08-02 09:30:00
pleia,3,2,43,inner0_train,0 days 00:10:00,4948,fdb3d26c48df5c39e6763480535e204d2594b8749ab6df0a1371c11c4991afd2,ddaf23d54fbb3a4e9b995b43253825c4ae6a3c46f5831e9bc1bc774c65ae348c,2021-01-07 23:40:00,2021-02-11 08:10:00,2021-01-08 00:10:00,2021-02-11 08:40:00
pleia,3,2,43,inner0_validation,0 days 00:10:00,4949,249bb3d7f2b16be8c15ebb503c1a33019c0aed25686b3ca72cf4bf16dc16264d,1046774ecf67bd5d7b3cda329101e3229f1720d1f12b59feb24732dffedd21a3,2021-02-11 08:50:00,2021-03-17 17:30:00,2021-02-11 09:20:00,2021-03-17 18:00:00
pleia,3,2,43,inner1_train,0 days 00:10:00,9897,e4a2af2e86062f34ecc2da38f038c54771899f808d45a3482679b08ab9163cba,50e5f199066eca1e0f35e3294dda145841773b547bab055401b3e8d8067ed3c0,2021-01-07 23:40:00,2021-03-17 17:30:00,2021-01-08 00:10:00,2021-03-17 18:00:00
