model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.12745259999792324,491843584,492179456,447700992,447750144,335872,1032622080,5193940992,0.05,0.140625
persistence,tuning,False,0.0007036999959382229,451317760,451334144,406765568,406798336,16384,1032368128,5185859584,0.05,0.015625
persistence,final_fit,False,0.000374399998690933,451334144,451334144,406798336,406798336,0,1032368128,5185863680,0.05,0.0
persistence,calibration,False,0.007192099998064805,451334144,451637248,406798336,407060480,303104,1032368128,5185851392,0.05,0.0
persistence,inference,False,0.012553699998534285,451637248,452169728,407060480,407445504,532480,1032368128,5185851392,0.05,0.015625
persistence,artifact_serialization,False,0.0006672999952570535,455647232,455663616,411004928,411037696,16384,1032368128,5183795200,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.131163000005472,531107840,626245632,490582016,651341824,95137792,1032622080,5051064320,0.05,1.125
xgboost,tuning,False,6.633458999996947,452489216,570331136,409088000,591958016,117841920,1032368128,5006438400,0.05,6.484375
xgboost,final_fit,False,2.1575358000045526,563372032,576892928,584867840,598032384,13520896,1032368128,5005312000,0.05,2.0625
xgboost,calibration,False,0.15511800000240328,559796224,559886336,581353472,581390336,90112,1032368128,5015289856,0.05,0.125
xgboost,inference,False,0.31819980000000214,559886336,559890432,581373952,581390336,4096,1032368128,5015371776,0.05,0.328125
xgboost,artifact_serialization,False,0.005534099997021258,570089472,571969536,592121856,593711104,1880064,1032368128,5022670848,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,2.2344515999939176,633958400,650682368,657330176,694042624,16723968,1032622080,5018255360,0.05,2.171875
attention_lstm,tuning,False,299.6534281999993,561377280,681115648,582787072,722853888,119738368,1032368128,4880748544,0.05,291.8125
attention_lstm,final_fit,False,96.53754679999838,671215616,677412864,721149952,729444352,6197248,1032368128,5018574848,0.05,94.109375
attention_lstm,calibration,False,0.6994163999988814,675995648,676208640,727834624,727851008,212992,1032368128,5082382336,0.05,0.6875
attention_lstm,inference,False,1.3371962000019266,653287424,654327808,697597952,698486784,1040384,1032368128,5097799680,0.05,1.28125
attention_lstm,artifact_serialization,False,0.0048364000031142496,648912896,649072640,698007552,698040320,159744,1032368128,5103575040,0.05,0.0
