model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,3297,6437,2969,1.8000000000000007,0.924188286468852,3.6000000000000014,5.100388379679974,0,True
persistence,0.95,3297,6437,3134,2.5,0.9608513282585055,5.0,6.397545440422556,0,True
xgboost,0.9,3297,6437,2969,1.5091793060302727,0.6872766816840143,3.0183586120605463,10.606001338037222,0,True
xgboost,0.95,3297,6437,3134,2.477356719970704,0.870281186888302,4.954713439941407,11.72217643776905,0,True
attention_lstm,0.9,3297,6437,2969,0.8536415100097656,0.1132515146807519,1.7072830200195312,48.98195249715428,0,True
attention_lstm,0.95,3297,6437,3134,1.054261398315429,0.13733105483921082,2.108522796630858,89.65355773885477,0,True
