model,mae,rmse,n,negative_predictions,verified
persistence,0.7156750038837967,1.041377894828978,6437,0,True
xgboost,1.2461093089512756,1.8670279524605418,6437,0,True
attention_lstm,3.1682401743923374,3.6269567967429404,6437,0,True
