candidate_id,feasible,reasons,equal_fold_custom_synthetic_f1,equal_fold_workload,equal_fold_detected_delay
c0000_f5146f1247fa,True,,0.3001562878505283,1.812037590326256,60.0
c0001_ee0570e08213,False,fold0:recall_below_floor;fold1:recall_below_floor,0.27653830137343305,0.16678821646376557,120.0
c0002_fa76e087b17d,False,fold0:recall_below_floor;fold1:recall_below_floor,0.23400576076135937,0.1492805880956703,180.0
c0012_23099bed3753,False,fold0:recall_below_floor,0.38305081230507976,0.9113047490600864,60.0
c0013_a21278d4e492,False,fold0:recall_below_floor;fold1:recall_below_floor,0.20012499136215361,0.04054584719037185,120.0
c0014_54a0e1ef5720,False,fold0:recall_below_floor;fold1:recall_below_floor,0.15206351385316252,0.04146701084575452,180.0
c0024_ba16b82adffd,True,,0.44139301386416563,0.9601405738615847,60.0
c0025_63dd1cc1601e,False,fold0:recall_below_floor;fold1:recall_below_floor,0.20343212946680583,0.06864929865429022,120.0
c0026_47d9fe7d15ba,False,fold0:recall_below_floor;fold1:recall_below_floor,0.1394386032904141,0.04699498335268571,180.0
