role,candidate_id,group_id,asset_days,clean_episodes,episodes_per_asset_day,event_recall_micro,n_events,n_detected
inner1_selection,c0013_a21278d4e492,Fox_education_Henrietta,108.58333333333334,0.0,0.0,0.09615384615384616,260,25
inner1_selection,c0013_a21278d4e492,Hog_assembly_Colette,108.58333333333334,2.0,0.018419033000767457,0.2204724409448819,254,56
inner1_selection,c0013_a21278d4e492,Hog_assembly_Dona,108.58333333333334,0.0,0.0,0.13793103448275862,261,36
inner1_selection,c0013_a21278d4e492,Lamb_assembly_Bertie,108.58333333333334,2.0,0.018419033000767457,0.1557377049180328,244,38
inner1_selection,c0013_a21278d4e492,Lamb_assembly_Cesar,108.58333333333334,0.0,0.0,0.08097165991902834,247,20
inner1_selection,c0013_a21278d4e492,Moose_education_Ricardo,108.08333333333334,0.0,0.0,0.1245136186770428,257,32
inner1_selection,c0013_a21278d4e492,Mouse_health_Estela,108.58333333333334,2.0,0.018419033000767457,0.18875502008032127,249,47
inner1_selection,c0013_a21278d4e492,Mouse_health_Justin,108.58333333333334,5.0,0.04604758250191864,0.26640926640926643,259,69
inner1_selection,c0014_54a0e1ef5720,Eagle_assembly_Benny,108.58333333333334,1.0,0.009209516500383728,0.0648854961832061,262,17
inner1_selection,c0014_54a0e1ef5720,Eagle_assembly_Ian,108.58333333333334,5.0,0.04604758250191864,0.16470588235294117,255,42
inner1_selection,c0014_54a0e1ef5720,Fox_education_Henrietta,108.58333333333334,0.0,0.0,0.07692307692307693,260,20
inner1_selection,c0014_54a0e1ef5720,Hog_assembly_Colette,108.58333333333334,7.0,0.0644666155026861,0.21653543307086615,254,55
inner1_selection,c0014_54a0e1ef5720,Hog_assembly_Dona,108.58333333333334,0.0,0.0,0.09195402298850575,261,24
inner1_selection,c0014_54a0e1ef5720,Lamb_assembly_Bertie,108.58333333333334,2.0,0.018419033000767457,0.13114754098360656,244,32
inner1_selection,c0014_54a0e1ef5720,Lamb_assembly_Cesar,108.58333333333334,0.0,0.0,0.07692307692307693,247,19
inner1_selection,c0014_54a0e1ef5720,Moose_education_Ricardo,108.08333333333334,0.0,0.0,0.07782101167315175,257,20
inner1_selection,c0014_54a0e1ef5720,Mouse_health_Estela,108.58333333333334,1.0,0.009209516500383728,0.12048192771084337,249,30
inner1_selection,c0014_54a0e1ef5720,Mouse_health_Justin,108.58333333333334,2.0,0.018419033000767457,0.15057915057915058,259,39
inner1_selection,c0024_ba16b82adffd,Eagle_assembly_Benny,108.58333333333334,122.0,1.123561013046815,0.7595419847328244,262,199
inner1_selection,c0024_ba16b82adffd,Eagle_assembly_Ian,108.58333333333334,118.0,1.08672294704528,0.6941176470588235,255,177
inner1_selection,c0024_ba16b82adffd,Fox_education_Henrietta,108.58333333333334,118.0,1.08672294704528,0.8423076923076923,260,219
inner1_selection,c0024_ba16b82adffd,Hog_assembly_Colette,108.58333333333334,122.0,1.123561013046815,0.7795275590551181,254,198
inner1_selection,c0024_ba16b82adffd,Hog_assembly_Dona,108.58333333333334,133.0,1.2248656945510359,0.7854406130268199,261,205
inner1_selection,c0024_ba16b82adffd,Lamb_assembly_Bertie,108.58333333333334,99.0,0.9117421335379892,0.7950819672131147,244,194
inner1_selection,c0024_ba16b82adffd,Lamb_assembly_Cesar,108.58333333333334,100.0,0.9209516500383729,0.7530364372469636,247,186
inner1_selection,c0024_ba16b82adffd,Moose_education_Ricardo,108.08333333333334,108.0,0.9992289899768696,0.8015564202334631,257,206
inner1_selection,c0024_ba16b82adffd,Mouse_health_Estela,108.58333333333334,114.0,1.049884881043745,0.7951807228915663,249,198
inner1_selection,c0024_ba16b82adffd,Mouse_health_Justin,108.58333333333334,105.0,0.9669992325402915,0.8108108108108109,259,210
inner1_selection,c0025_63dd1cc1601e,Eagle_assembly_Benny,108.58333333333334,4.0,0.036838066001534914,0.13740458015267176,262,36
inner1_selection,c0025_63dd1cc1601e,Eagle_assembly_Ian,108.58333333333334,0.0,0.0,0.10980392156862745,255,28
inner1_selection,c0025_63dd1cc1601e,Fox_education_Henrietta,108.58333333333334,2.0,0.018419033000767457,0.15384615384615385,260,40
inner1_selection,c0025_63dd1cc1601e,Hog_assembly_Colette,108.58333333333334,0.0,0.0,0.15354330708661418,254,39
inner1_selection,c0025_63dd1cc1601e,Hog_assembly_Dona,108.58333333333334,0.0,0.0,0.11494252873563218,261,30
inner1_selection,c0025_63dd1cc1601e,Lamb_assembly_Bertie,108.58333333333334,8.0,0.07367613200306983,0.13524590163934427,244,33
inner1_selection,c0025_63dd1cc1601e,Lamb_assembly_Cesar,108.58333333333334,15.0,0.13814274750575595,0.18218623481781376,247,45
inner1_selection,c0025_63dd1cc1601e,Moose_education_Ricardo,108.08333333333334,6.0,0.05551272166538165,0.1867704280155642,257,48
inner1_selection,c0025_63dd1cc1601e,Mouse_health_Estela,108.58333333333334,12.0,0.11051419800460476,0.23694779116465864,249,59
inner1_selection,c0025_63dd1cc1601e,Mouse_health_Justin,108.58333333333334,6.0,0.05525709900230238,0.1776061776061776,259,46
inner1_selection,c0026_47d9fe7d15ba,Eagle_assembly_Benny,108.58333333333334,4.0,0.036838066001534914,0.0916030534351145,262,24
inner1_selection,c0026_47d9fe7d15ba,Eagle_assembly_Ian,108.58333333333334,1.0,0.009209516500383728,0.08627450980392157,255,22
inner1_selection,c0026_47d9fe7d15ba,Fox_education_Henrietta,108.58333333333334,3.0,0.02762854950115119,0.1,260,26
inner1_selection,c0026_47d9fe7d15ba,Hog_assembly_Colette,108.58333333333334,0.0,0.0,0.10236220472440945,254,26
inner1_selection,c0026_47d9fe7d15ba,Hog_assembly_Dona,108.58333333333334,0.0,0.0,0.06896551724137931,261,18
inner1_selection,c0026_47d9fe7d15ba,Lamb_assembly_Bertie,108.58333333333334,4.0,0.036838066001534914,0.12295081967213115,244,30
inner1_selection,c0026_47d9fe7d15ba,Lamb_assembly_Cesar,108.58333333333334,9.0,0.08288564850345356,0.1417004048582996,247,35
inner1_selection,c0026_47d9fe7d15ba,Moose_education_Ricardo,108.08333333333334,4.0,0.03700848111025443,0.11673151750972763,257,30
inner1_selection,c0026_47d9fe7d15ba,Mouse_health_Estela,108.58333333333334,7.0,0.0644666155026861,0.1285140562248996,249,32
inner1_selection,c0026_47d9fe7d15ba,Mouse_health_Justin,108.58333333333334,2.0,0.018419033000767457,0.10810810810810811,259,28
outer_test,c0000_f5146f1247fa,Eagle_assembly_Benny,144.83333333333331,272.0,1.8780207134637517,0.7906976744186046,344,272
outer_test,c0000_f5146f1247fa,Eagle_assembly_Ian,144.83333333333331,233.0,1.608745684695052,0.8270893371757925,347,287
outer_test,c0000_f5146f1247fa,Fox_education_Henrietta,144.83333333333331,377.0,2.602991944764097,0.7958579881656804,338,269
outer_test,c0000_f5146f1247fa,Hog_assembly_Colette,144.83333333333331,363.0,2.506329113924051,0.8852941176470588,340,301
outer_test,c0000_f5146f1247fa,Hog_assembly_Dona,144.83333333333331,218.0,1.5051783659378597,0.817910447761194,335,274
outer_test,c0000_f5146f1247fa,Lamb_assembly_Bertie,144.83333333333331,392.0,2.706559263521289,0.8994082840236687,338,304
outer_test,c0000_f5146f1247fa,Lamb_assembly_Cesar,144.83333333333331,35.0,0.2416570771001151,0.8766666666666667,300,263
outer_test,c0000_f5146f1247fa,Moose_education_Ricardo,134.83333333333331,83.0,0.61557478368356,0.8328173374613003,323,269
outer_test,c0000_f5146f1247fa,Mouse_health_Estela,144.83333333333331,67.0,0.46260069044879176,0.6185567010309279,291,180
outer_test,c0000_f5146f1247fa,Mouse_health_Justin,144.83333333333331,103.0,0.711162255466053,0.6815068493150684,292,199
outer_test,c0012_23099bed3753,Eagle_assembly_Benny,144.83333333333331,166.0,1.1461449942462603,0.752906976744186,344,259
outer_test,c0012_23099bed3753,Eagle_assembly_Ian,144.83333333333331,212.0,1.463751438434983,0.8184438040345822,347,284
outer_test,c0012_23099bed3753,Fox_education_Henrietta,144.83333333333331,289.0,1.9953970080552361,0.7248520710059172,338,245
outer_test,c0012_23099bed3753,Hog_assembly_Colette,144.83333333333331,334.0,2.3060989643268126,0.8705882352941177,340,296
outer_test,c0012_23099bed3753,Hog_assembly_Dona,144.83333333333331,183.0,1.2635212888377447,0.8059701492537313,335,270
outer_test,c0012_23099bed3753,Lamb_assembly_Bertie,144.83333333333331,298.0,2.0575373993095516,0.8816568047337278,338,298
outer_test,c0012_23099bed3753,Lamb_assembly_Cesar,144.83333333333331,6.0,0.041426927502876874,0.7266666666666667,300,218
outer_test,c0012_23099bed3753,Moose_education_Ricardo,134.83333333333331,48.0,0.3559950556242275,0.8111455108359134,323,262
outer_test,c0012_23099bed3753,Mouse_health_Estela,144.83333333333331,37.0,0.2554660529344074,0.8900343642611683,291,259
outer_test,c0012_23099bed3753,Mouse_health_Justin,144.83333333333331,81.0,0.5592635212888378,0.9383561643835616,292,274
outer_test,c0013_a21278d4e492,Eagle_assembly_Benny,144.83333333333331,0.0,0.0,0.09883720930232558,344,34
outer_test,c0013_a21278d4e492,Eagle_assembly_Ian,144.83333333333331,4.0,0.027617951668584585,0.12968299711815562,347,45
outer_test,c0013_a21278d4e492,Fox_education_Henrietta,144.83333333333331,1.0,0.006904487917146146,0.09763313609467456,338,33
outer_test,c0013_a21278d4e492,Hog_assembly_Colette,144.83333333333331,2.0,0.013808975834292293,0.1411764705882353,340,48
outer_test,c0013_a21278d4e492,Hog_assembly_Dona,144.83333333333331,2.0,0.013808975834292293,0.14328358208955225,335,48
outer_test,c0013_a21278d4e492,Lamb_assembly_Bertie,144.83333333333331,15.0,0.10356731875719219,0.20414201183431951,338,69
outer_test,c0013_a21278d4e492,Lamb_assembly_Cesar,144.83333333333331,0.0,0.0,0.15666666666666668,300,47
outer_test,c0013_a21278d4e492,Moose_education_Ricardo,134.83333333333331,1.0,0.007416563658838073,0.13312693498452013,323,43
outer_test,c0013_a21278d4e492,Mouse_health_Estela,144.83333333333331,6.0,0.041426927502876874,0.20618556701030927,291,60
outer_test,c0013_a21278d4e492,Mouse_health_Justin,144.83333333333331,3.0,0.020713463751438437,0.3253424657534247,292,95
outer_test,c0024_ba16b82adffd,Eagle_assembly_Benny,144.83333333333331,163.0,1.1254315304948217,0.7325581395348837,344,252
outer_test,c0024_ba16b82adffd,Eagle_assembly_Ian,144.83333333333331,160.0,1.1047180667433834,0.7348703170028819,347,255
outer_test,c0024_ba16b82adffd,Fox_education_Henrietta,144.83333333333331,149.0,1.0287686996547758,0.6449704142011834,338,218
outer_test,c0024_ba16b82adffd,Hog_assembly_Colette,144.83333333333331,175.0,1.2082853855005755,0.7794117647058824,340,265
