role,candidate_id,group_id,asset_days,clean_episodes,episodes_per_asset_day,event_recall_micro,n_events,n_detected
inner0_selection,c0000_f5146f1247fa,Eagle_assembly_Benny,108.54166666666667,219.0,2.0176583493282148,0.8160919540229885,261,213
inner0_selection,c0000_f5146f1247fa,Eagle_assembly_Ian,108.54166666666667,327.0,3.0126679462571975,0.8949416342412452,257,230
inner0_selection,c0000_f5146f1247fa,Fox_education_Henrietta,108.54166666666667,76.0,0.7001919385796544,0.5984848484848485,264,158
inner0_selection,c0000_f5146f1247fa,Hog_assembly_Colette,108.54166666666667,387.0,3.565451055662188,0.873015873015873,252,220
inner0_selection,c0000_f5146f1247fa,Hog_assembly_Dona,108.54166666666667,278.0,2.561228406909789,0.890625,256,228
inner0_selection,c0000_f5146f1247fa,Lamb_assembly_Bertie,108.54166666666667,256.0,2.3585412667946257,0.8509803921568627,255,217
inner0_selection,c0000_f5146f1247fa,Lamb_assembly_Cesar,108.54166666666667,166.0,1.52936660268714,0.7349397590361446,249,183
inner0_selection,c0000_f5146f1247fa,Moose_education_Ricardo,108.29166666666666,37.0,0.34166987302808777,0.75390625,256,193
inner0_selection,c0000_f5146f1247fa,Mouse_health_Estela,108.54166666666667,127.0,1.1700575815738963,0.8278688524590164,244,202
inner0_selection,c0000_f5146f1247fa,Mouse_health_Justin,108.54166666666667,273.0,2.5151631477927063,0.7747035573122529,253,196
inner0_selection,c0001_ee0570e08213,Eagle_assembly_Benny,108.54166666666667,20.0,0.1842610364683301,0.20306513409961685,261,53
inner0_selection,c0001_ee0570e08213,Eagle_assembly_Ian,108.54166666666667,23.0,0.21190019193857965,0.33073929961089493,257,85
inner0_selection,c0001_ee0570e08213,Fox_education_Henrietta,108.54166666666667,15.0,0.1381957773512476,0.12878787878787878,264,34
inner0_selection,c0001_ee0570e08213,Hog_assembly_Colette,108.54166666666667,36.0,0.3316698656429942,0.34523809523809523,252,87
inner0_selection,c0001_ee0570e08213,Hog_assembly_Dona,108.54166666666667,8.0,0.07370441458733205,0.26953125,256,69
inner0_selection,c0001_ee0570e08213,Lamb_assembly_Bertie,108.54166666666667,72.0,0.6633397312859884,0.36470588235294116,255,93
inner0_selection,c0001_ee0570e08213,Lamb_assembly_Cesar,108.54166666666667,24.0,0.22111324376199615,0.20080321285140562,249,50
inner0_selection,c0001_ee0570e08213,Moose_education_Ricardo,108.29166666666666,5.0,0.0461716044632551,0.23828125,256,61
inner0_selection,c0001_ee0570e08213,Mouse_health_Estela,108.54166666666667,20.0,0.1842610364683301,0.319672131147541,244,78
inner0_selection,c0001_ee0570e08213,Mouse_health_Justin,108.54166666666667,48.0,0.4422264875239923,0.32806324110671936,253,83
inner0_selection,c0002_fa76e087b17d,Eagle_assembly_Benny,108.54166666666667,25.0,0.23032629558541265,0.21839080459770116,261,57
inner0_selection,c0002_fa76e087b17d,Eagle_assembly_Ian,108.54166666666667,19.0,0.1750479846449136,0.311284046692607,257,80
inner0_selection,c0002_fa76e087b17d,Fox_education_Henrietta,108.54166666666667,15.0,0.1381957773512476,0.125,264,33
inner0_selection,c0002_fa76e087b17d,Hog_assembly_Colette,108.54166666666667,43.0,0.39616122840690976,0.32936507936507936,252,83
inner0_selection,c0002_fa76e087b17d,Hog_assembly_Dona,108.54166666666667,7.0,0.06449136276391554,0.24609375,256,63
inner0_selection,c0002_fa76e087b17d,Lamb_assembly_Bertie,108.54166666666667,57.0,0.5251439539347409,0.2980392156862745,255,76
inner0_selection,c0002_fa76e087b17d,Lamb_assembly_Cesar,108.54166666666667,14.0,0.12898272552783108,0.1686746987951807,249,42
inner0_selection,c0002_fa76e087b17d,Moose_education_Ricardo,108.29166666666666,2.0,0.01846864178530204,0.1640625,256,42
inner0_selection,c0002_fa76e087b17d,Mouse_health_Estela,108.54166666666667,15.0,0.1381957773512476,0.2336065573770492,244,57
inner0_selection,c0002_fa76e087b17d,Mouse_health_Justin,108.54166666666667,53.0,0.48829174664107483,0.2964426877470356,253,75
inner0_selection,c0012_23099bed3753,Eagle_assembly_Benny,108.54166666666667,11.0,0.10134357005758157,0.5440613026819924,261,142
inner0_selection,c0012_23099bed3753,Eagle_assembly_Ian,108.54166666666667,190.0,1.7504798464491362,0.8249027237354085,257,212
inner0_selection,c0012_23099bed3753,Fox_education_Henrietta,108.54166666666667,0.0,0.0,0.3068181818181818,264,81
inner0_selection,c0012_23099bed3753,Hog_assembly_Colette,108.54166666666667,273.0,2.5151631477927063,0.8174603174603174,252,206
inner0_selection,c0012_23099bed3753,Hog_assembly_Dona,108.54166666666667,130.0,1.1976967370441458,0.8046875,256,206
inner0_selection,c0012_23099bed3753,Lamb_assembly_Bertie,108.54166666666667,96.0,0.8844529750479846,0.7490196078431373,255,191
inner0_selection,c0012_23099bed3753,Lamb_assembly_Cesar,108.54166666666667,0.0,0.0,0.2971887550200803,249,74
inner0_selection,c0012_23099bed3753,Moose_education_Ricardo,108.29166666666666,2.0,0.01846864178530204,0.56640625,256,145
inner0_selection,c0012_23099bed3753,Mouse_health_Estela,108.54166666666667,40.0,0.3685220729366602,0.6926229508196722,244,169
inner0_selection,c0012_23099bed3753,Mouse_health_Justin,108.54166666666667,162.0,1.492514395393474,0.7233201581027668,253,183
inner0_selection,c0013_a21278d4e492,Eagle_assembly_Benny,108.54166666666667,0.0,0.0,0.07662835249042145,261,20
inner0_selection,c0013_a21278d4e492,Eagle_assembly_Ian,108.54166666666667,6.0,0.05527831094049904,0.24124513618677043,257,62
inner0_selection,c0013_a21278d4e492,Fox_education_Henrietta,108.54166666666667,0.0,0.0,0.04924242424242424,264,13
inner0_selection,c0013_a21278d4e492,Hog_assembly_Colette,108.54166666666667,10.0,0.09213051823416506,0.21825396825396826,252,55
inner0_selection,c0013_a21278d4e492,Hog_assembly_Dona,108.54166666666667,1.0,0.009213051823416507,0.14453125,256,37
inner0_selection,c0013_a21278d4e492,Lamb_assembly_Bertie,108.54166666666667,17.0,0.1566218809980806,0.16862745098039217,255,43
inner0_selection,c0013_a21278d4e492,Lamb_assembly_Cesar,108.54166666666667,0.0,0.0,0.05220883534136546,249,13
inner0_selection,c0013_a21278d4e492,Moose_education_Ricardo,108.29166666666666,0.0,0.0,0.09375,256,24
inner0_selection,c0013_a21278d4e492,Mouse_health_Estela,108.54166666666667,8.0,0.07370441458733205,0.21311475409836064,244,52
inner0_selection,c0013_a21278d4e492,Mouse_health_Justin,108.54166666666667,33.0,0.3040307101727447,0.24110671936758893,253,61
inner0_selection,c0014_54a0e1ef5720,Eagle_assembly_Benny,108.54166666666667,0.0,0.0,0.06130268199233716,261,16
inner0_selection,c0014_54a0e1ef5720,Eagle_assembly_Ian,108.54166666666667,5.0,0.04606525911708253,0.21011673151750973,257,54
inner0_selection,c0014_54a0e1ef5720,Fox_education_Henrietta,108.54166666666667,0.0,0.0,0.045454545454545456,264,12
inner0_selection,c0014_54a0e1ef5720,Hog_assembly_Colette,108.54166666666667,10.0,0.09213051823416506,0.17063492063492064,252,43
inner0_selection,c0014_54a0e1ef5720,Hog_assembly_Dona,108.54166666666667,1.0,0.009213051823416507,0.109375,256,28
inner0_selection,c0014_54a0e1ef5720,Lamb_assembly_Bertie,108.54166666666667,20.0,0.1842610364683301,0.12941176470588237,255,33
inner0_selection,c0014_54a0e1ef5720,Lamb_assembly_Cesar,108.54166666666667,0.0,0.0,0.04819277108433735,249,12
inner0_selection,c0014_54a0e1ef5720,Moose_education_Ricardo,108.29166666666666,0.0,0.0,0.06640625,256,17
inner0_selection,c0014_54a0e1ef5720,Mouse_health_Estela,108.54166666666667,3.0,0.02763915547024952,0.13934426229508196,244,34
inner0_selection,c0014_54a0e1ef5720,Mouse_health_Justin,108.54166666666667,33.0,0.3040307101727447,0.20553359683794467,253,52
inner0_selection,c0024_ba16b82adffd,Eagle_assembly_Benny,108.54166666666667,114.0,1.0502879078694818,0.7126436781609196,261,186
inner0_selection,c0024_ba16b82adffd,Eagle_assembly_Ian,108.54166666666667,119.0,1.0963531669865643,0.7198443579766537,257,185
inner0_selection,c0024_ba16b82adffd,Fox_education_Henrietta,108.54166666666667,68.0,0.6264875239923224,0.6098484848484849,264,161
inner0_selection,c0024_ba16b82adffd,Hog_assembly_Colette,108.54166666666667,100.0,0.9213051823416506,0.6944444444444444,252,175
inner0_selection,c0024_ba16b82adffd,Hog_assembly_Dona,108.54166666666667,116.0,1.0687140115163147,0.75390625,256,193
inner0_selection,c0024_ba16b82adffd,Lamb_assembly_Bertie,108.54166666666667,86.0,0.7923224568138195,0.6823529411764706,255,174
inner0_selection,c0024_ba16b82adffd,Lamb_assembly_Cesar,108.54166666666667,84.0,0.7738963531669866,0.6265060240963856,249,156
inner0_selection,c0024_ba16b82adffd,Moose_education_Ricardo,108.29166666666666,96.0,0.886494805694498,0.7421875,256,190
inner0_selection,c0024_ba16b82adffd,Mouse_health_Estela,108.54166666666667,93.0,0.8568138195777351,0.7622950819672131,244,186
inner0_selection,c0024_ba16b82adffd,Mouse_health_Justin,108.54166666666667,69.0,0.6357005758157389,0.541501976284585,253,137
inner0_selection,c0025_63dd1cc1601e,Eagle_assembly_Benny,108.54166666666667,4.0,0.03685220729366603,0.11877394636015326,261,31
inner0_selection,c0025_63dd1cc1601e,Eagle_assembly_Ian,108.54166666666667,2.0,0.018426103646833013,0.12840466926070038,257,33
inner0_selection,c0025_63dd1cc1601e,Fox_education_Henrietta,108.54166666666667,24.0,0.22111324376199615,0.15151515151515152,264,40
inner0_selection,c0025_63dd1cc1601e,Hog_assembly_Colette,108.54166666666667,2.0,0.018426103646833013,0.12301587301587301,252,31
inner0_selection,c0025_63dd1cc1601e,Hog_assembly_Dona,108.54166666666667,0.0,0.0,0.1015625,256,26
inner0_selection,c0025_63dd1cc1601e,Lamb_assembly_Bertie,108.54166666666667,9.0,0.08291746641074856,0.1450980392156863,255,37
inner0_selection,c0025_63dd1cc1601e,Lamb_assembly_Cesar,108.54166666666667,8.0,0.07370441458733205,0.0963855421686747,249,24
inner0_selection,c0025_63dd1cc1601e,Moose_education_Ricardo,108.29166666666666,25.0,0.2308580223162755,0.25,256,64
inner0_selection,c0025_63dd1cc1601e,Mouse_health_Estela,108.54166666666667,12.0,0.11055662188099807,0.27049180327868855,244,66
inner0_selection,c0025_63dd1cc1601e,Mouse_health_Justin,108.54166666666667,10.0,0.09213051823416506,0.11857707509881422,253,30
inner0_selection,c0026_47d9fe7d15ba,Eagle_assembly_Benny,108.54166666666667,3.0,0.02763915547024952,0.09195402298850575,261,24
inner0_selection,c0026_47d9fe7d15ba,Eagle_assembly_Ian,108.54166666666667,2.0,0.018426103646833013,0.0933852140077821,257,24
inner0_selection,c0026_47d9fe7d15ba,Fox_education_Henrietta,108.54166666666667,19.0,0.1750479846449136,0.12878787878787878,264,34
inner0_selection,c0026_47d9fe7d15ba,Hog_assembly_Colette,108.54166666666667,2.0,0.018426103646833013,0.07936507936507936,252,20
inner0_selection,c0026_47d9fe7d15ba,Hog_assembly_Dona,108.54166666666667,0.0,0.0,0.078125,256,20
inner0_selection,c0026_47d9fe7d15ba,Lamb_assembly_Bertie,108.54166666666667,7.0,0.06449136276391554,0.11764705882352941,255,30
inner0_selection,c0026_47d9fe7d15ba,Lamb_assembly_Cesar,108.54166666666667,2.0,0.018426103646833013,0.06827309236947791,249,17
inner0_selection,c0026_47d9fe7d15ba,Moose_education_Ricardo,108.29166666666666,17.0,0.15698345517506734,0.1640625,256,42
inner0_selection,c0026_47d9fe7d15ba,Mouse_health_Estela,108.54166666666667,5.0,0.04606525911708253,0.1557377049180328,244,38
inner0_selection,c0026_47d9fe7d15ba,Mouse_health_Justin,108.54166666666667,11.0,0.10134357005758157,0.09090909090909091,253,23
inner1_selection,c0000_f5146f1247fa,Eagle_assembly_Benny,108.58333333333334,149.0,1.3722179585571757,0.8015267175572519,262,210
inner1_selection,c0000_f5146f1247fa,Eagle_assembly_Ian,108.58333333333334,273.0,2.514198004604758,0.8784313725490196,255,224
inner1_selection,c0000_f5146f1247fa,Fox_education_Henrietta,108.58333333333334,133.0,1.2248656945510359,0.8615384615384616,260,224
inner1_selection,c0000_f5146f1247fa,Hog_assembly_Colette,108.58333333333334,370.0,3.4075211051419796,0.9173228346456693,254,233
inner1_selection,c0000_f5146f1247fa,Hog_assembly_Dona,108.58333333333334,226.0,2.0813507290867226,0.8773946360153256,261,229
inner1_selection,c0000_f5146f1247fa,Lamb_assembly_Bertie,108.58333333333334,191.0,1.7590176515732923,0.819672131147541,244,200
inner1_selection,c0000_f5146f1247fa,Lamb_assembly_Cesar,108.58333333333334,122.0,1.123561013046815,0.7327935222672065,247,181
inner1_selection,c0000_f5146f1247fa,Moose_education_Ricardo,108.08333333333334,75.0,0.6939090208172706,0.8054474708171206,257,207
inner1_selection,c0000_f5146f1247fa,Mouse_health_Estela,108.58333333333334,70.0,0.6446661550268611,0.8232931726907631,249,205
inner1_selection,c0000_f5146f1247fa,Mouse_health_Justin,108.58333333333334,178.0,1.6392939370683037,0.8957528957528957,259,232
inner1_selection,c0001_ee0570e08213,Eagle_assembly_Benny,108.58333333333334,2.0,0.018419033000767457,0.14885496183206107,262,39
inner1_selection,c0001_ee0570e08213,Eagle_assembly_Ian,108.58333333333334,5.0,0.04604758250191864,0.20784313725490197,255,53
inner1_selection,c0001_ee0570e08213,Fox_education_Henrietta,108.58333333333334,3.0,0.02762854950115119,0.23461538461538461,260,61
inner1_selection,c0001_ee0570e08213,Hog_assembly_Colette,108.58333333333334,7.0,0.0644666155026861,0.25984251968503935,254,66
inner1_selection,c0001_ee0570e08213,Hog_assembly_Dona,108.58333333333334,0.0,0.0,0.1724137931034483,261,45
inner1_selection,c0001_ee0570e08213,Lamb_assembly_Bertie,108.58333333333334,33.0,0.3039140445126631,0.26639344262295084,244,65
inner1_selection,c0001_ee0570e08213,Lamb_assembly_Cesar,108.58333333333334,26.0,0.23944742900997695,0.22267206477732793,247,55
inner1_selection,c0001_ee0570e08213,Moose_education_Ricardo,108.08333333333334,3.0,0.027756360832690823,0.17509727626459143,257,45
inner1_selection,c0001_ee0570e08213,Mouse_health_Estela,108.58333333333334,7.0,0.0644666155026861,0.23694779116465864,249,59
inner1_selection,c0001_ee0570e08213,Mouse_health_Justin,108.58333333333334,5.0,0.04604758250191864,0.277992277992278,259,72
inner1_selection,c0002_fa76e087b17d,Eagle_assembly_Benny,108.58333333333334,3.0,0.02762854950115119,0.09923664122137404,262,26
inner1_selection,c0002_fa76e087b17d,Eagle_assembly_Ian,108.58333333333334,6.0,0.05525709900230238,0.18823529411764706,255,48
inner1_selection,c0002_fa76e087b17d,Fox_education_Henrietta,108.58333333333334,1.0,0.009209516500383728,0.16923076923076924,260,44
inner1_selection,c0002_fa76e087b17d,Hog_assembly_Colette,108.58333333333334,10.0,0.09209516500383728,0.2637795275590551,254,67
inner1_selection,c0002_fa76e087b17d,Hog_assembly_Dona,108.58333333333334,0.0,0.0,0.12643678160919541,261,33
inner1_selection,c0002_fa76e087b17d,Lamb_assembly_Bertie,108.58333333333334,27.0,0.2486569455103607,0.21721311475409835,244,53
inner1_selection,c0002_fa76e087b17d,Lamb_assembly_Cesar,108.58333333333334,20.0,0.18419033000767457,0.145748987854251,247,36
inner1_selection,c0002_fa76e087b17d,Moose_education_Ricardo,108.08333333333334,1.0,0.009252120277563608,0.10894941634241245,257,28
inner1_selection,c0002_fa76e087b17d,Mouse_health_Estela,108.58333333333334,4.0,0.036838066001534914,0.14457831325301204,249,36
inner1_selection,c0002_fa76e087b17d,Mouse_health_Justin,108.58333333333334,2.0,0.018419033000767457,0.1891891891891892,259,49
inner1_selection,c0012_23099bed3753,Eagle_assembly_Benny,108.58333333333334,61.0,0.5617805065234075,0.7175572519083969,262,188
inner1_selection,c0012_23099bed3753,Eagle_assembly_Ian,108.58333333333334,241.0,2.2194934765924788,0.8588235294117647,255,219
inner1_selection,c0012_23099bed3753,Fox_education_Henrietta,108.58333333333334,6.0,0.05525709900230238,0.6615384615384615,260,172
inner1_selection,c0012_23099bed3753,Hog_assembly_Colette,108.58333333333334,315.0,2.9009976976208747,0.9094488188976378,254,231
inner1_selection,c0012_23099bed3753,Hog_assembly_Dona,108.58333333333334,166.0,1.528779739063699,0.8697318007662835,261,227
inner1_selection,c0012_23099bed3753,Lamb_assembly_Bertie,108.58333333333334,87.0,0.8012279355333844,0.8319672131147541,244,203
inner1_selection,c0012_23099bed3753,Lamb_assembly_Cesar,108.58333333333334,5.0,0.04604758250191864,0.44534412955465585,247,110
inner1_selection,c0012_23099bed3753,Moose_education_Ricardo,108.08333333333334,38.0,0.3515805705474171,0.7626459143968871,257,196
inner1_selection,c0012_23099bed3753,Mouse_health_Estela,108.58333333333334,33.0,0.3039140445126631,0.8072289156626506,249,201
inner1_selection,c0012_23099bed3753,Mouse_health_Justin,108.58333333333334,122.0,1.123561013046815,0.8803088803088803,259,228
inner1_selection,c0013_a21278d4e492,Eagle_assembly_Benny,108.58333333333334,0.0,0.0,0.0916030534351145,262,24
inner1_selection,c0013_a21278d4e492,Eagle_assembly_Ian,108.58333333333334,2.0,0.018419033000767457,0.17254901960784313,255,44
