dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,conformal_method,nominal_coverage,mode,scenario,kind,severity,severity_label,alert_rule,seed,n_test,mae_vs_clean_truth,rmse_vs_clean_truth,empirical_coverage_vs_clean_truth,coverage_deviation_vs_clean_truth,mae,rmse,empirical_coverage,coverage_deviation,mean_interval_width,median_interval_width,winkler_score,n_valid,alert_rate,n_alert_clusters,false_alert_events_per_day,n_violation_steps,n_rows_rebuilt,n_contaminated
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,clean,none,0.0,none,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,1.647553824422792,1.573963416990308,2.5099514567698447,10108,0.014246141669964385,29.0,0.41313810842896714,634.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,clean,none,0.0,none,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,1.647553824422792,1.573963416990308,2.5099514567698447,10108,0.014246141669964385,29.0,0.41313810842896714,634.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,random_missing_5pct,random_missing,0.05,5%,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,0.3124356284788814,0.47377479558095714,0.9375741986545311,0.01242580134546889,1.647553824422792,1.573963416990308,2.488589776150842,10108,0.013652552433715869,27.0,0.3846458250890384,631.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,random_missing_5pct,random_missing,0.05,5%,4-of-7,42,10108.0,0.31290093519241063,0.4735066747297211,0.9370795409576573,0.012920459042342625,0.31075932835475834,0.4699996860029435,0.9372774040364068,0.012722595963593153,1.6415556430161158,1.569590142745751,2.4655928841791788,10108,0.012564305500593589,26.0,0.37039968341907403,634.0,10108.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,random_missing_10pct,random_missing,0.1,10%,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,0.31051691819699345,0.47142412532343125,0.9386624455876533,0.011337554412346629,1.647553824422792,1.573963416990308,2.4756568306302,10108,0.013553620894341116,27.0,0.3846458250890384,620.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,random_missing_10pct,random_missing,0.1,10%,4-of-7,42,10108.0,0.3124318678642224,0.4722607743319468,0.9361891571032845,0.013810842896715414,0.30735695819349235,0.46511104498208505,0.9388603086664028,0.011139691333597157,1.6341509481960004,1.5608128635619334,2.448396338981056,10108,0.01226751088246933,25.0,0.3561535417491096,618.0,10108.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,random_missing_20pct,random_missing,0.2,20%,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,0.3051288631110319,0.4616081911273201,0.9408559540320983,0.009144045967901637,1.647553824422792,1.573963416990308,2.4205963042020473,10094,0.014740799366838147,29.0,0.41313810842896714,597.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,random_missing_20pct,random_missing,0.2,20%,4-of-7,42,10029.0,0.30925681825199686,0.46574043805821874,0.9352876657692691,0.014712334230730817,0.3004857478377445,0.45382117333390615,0.9395752318276996,0.010424768172300314,1.6192347468014414,1.5486261105524441,2.399441964436694,10029,0.01395951739954133,28.0,0.40203410110679033,606.0,10029.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,block_missing_5pct,block_missing,0.05,5%,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,0.3129557180992345,0.4760658246219582,0.9377052545155994,0.012294745484400571,1.647553824422792,1.573963416990308,2.5048519641400686,9744,0.013454689354966362,28.0,0.3988919667590028,607.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,block_missing_5pct,block_missing,0.05,5%,4-of-7,42,8596.0,0.31497295970598926,0.4816074500081065,0.9372964169381107,0.012703583061889234,0.31418045240791,0.4808544651774153,0.9377617496510005,0.012238250348999502,1.64849544304729,1.5675299633485533,2.5304225033800654,8596,0.014890646812470917,26.0,0.4355514192647743,535.0,8596.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,block_missing_10pct,block_missing,0.1,10%,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,0.3128701783355535,0.47580919856811127,0.9381135296628255,0.011886470337174493,1.647553824422792,1.573963416990308,2.4952922432887497,9372,0.01226751088246933,26.0,0.37039968341907403,580.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,block_missing_10pct,block_missing,0.1,10%,4-of-7,42,7307.0,0.31489385827272237,0.4800416976592226,0.9385520733543178,0.011447926645682172,0.310741633952469,0.470506140116112,0.9401943342000821,0.009805665799917818,1.6439153494436622,1.5682802460268128,2.422332678772728,7307,0.01163268099083071,19.0,0.3744354728342685,437.0,7307.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,bias_0.5sd,bias,0.5,0.5 sigma,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,2.2744537124573885,2.318211451951195,0.022556390977443608,0.9274436090225564,1.647553824422792,1.573963416990308,58.618178434673794,10108,0.9873367629600317,23.0,0.32766125840918087,9880.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,bias_0.5sd,bias,0.5,0.5 sigma,4-of-7,42,10108.0,2.1037894099918684,2.156815388600319,0.023842500989315393,0.9261574990106846,0.3491299669701674,0.4969475663000526,0.8873169766521567,0.06268302334784326,1.584793685185481,1.5163662327001148,2.763839829573592,10108,0.05292837356549268,92.0,1.3106450336367235,1139.0,10108.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,bias_1.0sd,bias,1.0,1.0 sigma,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,4.504023604668429,4.528872994602422,0.0028690146418678276,0.9471309853581321,1.647553824422792,1.573963416990308,147.26806099414165,10108,0.9974277799762564,5.0,0.07123070834982193,10079.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,bias_1.0sd,bias,1.0,1.0 sigma,4-of-7,42,10108.0,4.284251679055515,4.313075032629959,0.0028690146418678276,0.9471309853581321,0.38326661790387373,0.531227538346719,0.8316185199841709,0.11838148001582904,1.6878883299130374,1.554942905408117,3.3281656935295927,10108,0.11159477641472101,147.0,2.0941828254847645,1702.0,10108.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,bias_2.0sd,bias,2.0,2.0 sigma,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,8.973623584137572,8.986182356059746,0.0,0.95,1.647553824422792,1.573963416990308,325.9621801181197,10108,0.9997032053818757,1.0,0.014246141669964385,10108.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,bias_2.0sd,bias,2.0,2.0 sigma,4-of-7,42,10108.0,7.360631219041359,7.500788666118538,0.000593589236248516,0.9494064107637514,1.6546247843703552,2.1390612074242146,0.258013454689355,0.691986545310645,2.761173611522419,2.9493720591321715,47.75363986496395,10108,0.7314998021369212,159.0,2.2651365255243374,7500.0,10108.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,level_shift_1.0sd,level_shift,1.0,1.0 sigma,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,2.4281524751995196,3.2170101608313764,0.4584487534626039,0.49155124653739607,1.647553824422792,1.573963416990308,77.01814527376042,10108,0.510387811634349,26.0,0.37039968341907403,5474.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,level_shift_1.0sd,level_shift,1.0,1.0 sigma,4-of-7,42,10108.0,2.3182504714704737,3.065664626628846,0.4596359319351009,0.4903640680648991,0.3543554580363984,0.5120568990946951,0.8759398496240601,0.07406015037593983,1.6307839835826186,1.5585890307932573,2.931569827686229,10108,0.06390977443609022,90.0,1.2821527502967947,1254.0,10108.0,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,legacy_fixed_intervals,level_shift_2.0sd,level_shift,2.0,2.0 sigma,4-of-7,42,10108.0,0.3141687335520178,0.4761527824084955,0.9372774040364068,0.012722595963593153,4.663013030303479,6.360030981105956,0.45696478037198257,0.4930352196280174,1.647553824422792,1.573963416990308,166.3737945260502,10108,0.511574990106846,24.0,0.3419074000791452,5489.0,,
pleia,B-room11-V2,temperature,degC,0 days 00:10:00,1,10.0,cqr,0.95,closed_loop,level_shift_2.0sd,level_shift,2.0,2.0 sigma,4-of-7,42,10108.0,4.110491773801163,5.6303445907825775,0.4575583696082311,0.49244163039176886,0.7553030691141553,1.1693738987639992,0.6147605856747131,0.3352394143252868,2.1605340374293553,1.9363701172022942,16.967655393081717,10108,0.3461614562722596,123.0,1.7522754254056194,3894.0,10108.0,
