dataset,recalibration_strategy,block_start,block_index,n,empirical_coverage,coverage_deviation,mean_interval_width,post_shift
pleia,static,14,-35,144,0.9930555555555556,0.043055555555555625,1.7073753306231758,False
pleia,static,158,-34,144,0.9861111111111112,0.036111111111111205,1.7073753306231758,False
pleia,static,302,-33,144,0.9583333333333334,0.008333333333333415,1.7073753306231758,False
pleia,static,446,-32,144,0.9444444444444444,0.005555555555555536,1.7073753306231758,False
pleia,static,590,-31,144,0.9166666666666666,0.033333333333333326,1.7073753306231758,False
pleia,static,734,-30,144,0.9305555555555556,0.019444444444444375,1.7073753306231758,False
pleia,static,878,-29,144,0.9305555555555556,0.019444444444444375,1.7073753306231758,False
pleia,static,1022,-28,144,0.9583333333333334,0.008333333333333415,1.7073753306231758,False
pleia,static,1166,-27,144,0.9236111111111112,0.026388888888888795,1.7073753306231758,False
pleia,static,1310,-26,144,1.0,0.050000000000000044,1.7073753306231758,False
pleia,static,1454,-25,144,0.9722222222222222,0.022222222222222254,1.7073753306231758,False
pleia,static,1598,-24,144,0.9097222222222222,0.040277777777777746,1.7073753306231758,False
pleia,static,1742,-23,144,0.9444444444444444,0.005555555555555536,1.7073753306231758,False
pleia,static,1886,-22,144,0.9027777777777778,0.047222222222222165,1.7073753306231758,False
pleia,static,2030,-21,144,0.9305555555555556,0.019444444444444375,1.7073753306231758,False
pleia,static,2174,-20,144,0.9652777777777778,0.015277777777777835,1.7073753306231758,False
pleia,static,2318,-19,144,0.9375,0.012499999999999956,1.7073753306231758,False
pleia,static,2462,-18,144,0.8958333333333334,0.054166666666666585,1.7073753306231758,False
pleia,static,2606,-17,144,0.8680555555555556,0.08194444444444438,1.7073753306231758,False
pleia,static,2750,-16,144,0.9375,0.012499999999999956,1.7073753306231758,False
pleia,static,2894,-15,144,0.9513888888888888,0.001388888888888884,1.7073753306231758,False
pleia,static,3038,-14,144,0.9444444444444444,0.005555555555555536,1.7073753306231758,False
pleia,static,3182,-13,144,0.8680555555555556,0.08194444444444438,1.7073753306231758,False
pleia,static,3326,-12,144,0.9166666666666666,0.033333333333333326,1.7073753306231758,False
pleia,static,3470,-11,144,0.8958333333333334,0.054166666666666585,1.7073753306231758,False
pleia,static,3614,-10,144,0.8055555555555556,0.14444444444444438,1.7073753306231758,False
pleia,static,3758,-9,144,0.875,0.07499999999999996,1.7073753306231758,False
pleia,static,3902,-8,144,0.8472222222222222,0.10277777777777775,1.7073753306231758,False
pleia,static,4046,-7,144,0.9305555555555556,0.019444444444444375,1.7073753306231758,False
pleia,static,4190,-6,144,0.8055555555555556,0.14444444444444438,1.7073753306231754,False
pleia,static,4334,-5,144,0.9513888888888888,0.001388888888888884,1.7073753306231758,False
pleia,static,4478,-4,144,0.9305555555555556,0.019444444444444375,1.7073753306231758,False
pleia,static,4622,-3,144,0.9444444444444444,0.005555555555555536,1.7073753306231758,False
pleia,static,4766,-2,144,0.8611111111111112,0.0888888888888888,1.7073753306231758,False
pleia,static,4910,-1,144,0.8472222222222222,0.10277777777777775,1.7073753306231758,False
pleia,static,5054,0,144,0.9930555555555556,0.043055555555555625,1.7073753306231758,True
pleia,static,5198,1,144,1.0,0.050000000000000044,1.7073753306231758,True
pleia,static,5342,2,144,0.8819444444444444,0.06805555555555554,1.7073753306231758,True
pleia,static,5486,3,144,0.9583333333333334,0.008333333333333415,1.7073753306231758,True
pleia,static,5630,4,144,0.9097222222222222,0.040277777777777746,1.7073753306231758,True
pleia,static,5774,5,144,0.9444444444444444,0.005555555555555536,1.7073753306231758,True
pleia,static,5918,6,144,0.9722222222222222,0.022222222222222254,1.7073753306231758,True
pleia,static,6062,7,144,1.0,0.050000000000000044,1.7073753306231758,True
pleia,static,6206,8,144,0.9930555555555556,0.043055555555555625,1.7073753306231758,True
pleia,static,6350,9,144,0.8472222222222222,0.10277777777777775,1.7073753306231758,True
pleia,static,6494,10,144,0.8472222222222222,0.10277777777777775,1.7073753306231758,True
pleia,static,6638,11,144,0.9791666666666666,0.029166666666666674,1.7073753306231758,True
pleia,static,6782,12,144,0.9305555555555556,0.019444444444444375,1.7073753306231758,True
