model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09525050000229385,399417344,399663104,354381824,354430976,245760,1242353664,4732010496,0.05,0.09375
persistence,tuning,False,0.0009105999924940988,391585792,391602176,346853376,346886144,16384,1244688384,5281148928,0.05,0.0
persistence,final_fit,False,0.00047110000741668046,391602176,391602176,346886144,346886144,0,1244688384,5281153024,0.05,0.0
persistence,calibration,False,0.0031773999944562092,391602176,391680000,346886144,346886144,77824,1244688384,5281132544,0.05,0.0
persistence,inference,False,0.004129000008106232,391680000,391680000,346886144,346886144,0,1244688384,5281087488,0.05,0.015625
persistence,artifact_serialization,False,0.0008919999963836744,391663616,391680000,346853376,346886144,16384,1244688384,5281107968,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5502013000077568,414052352,519348224,369336320,542703616,105295872,1242353664,4604526592,0.05,0.515625
xgboost,tuning,False,2.8145858000061708,388919296,503635968,343838720,525631488,114716672,1244688384,5160157184,0.05,2.75
xgboost,final_fit,False,0.678116900002351,500346880,504643584,522313728,526630912,4296704,1244688384,5170696192,0.05,0.671875
xgboost,calibration,False,0.05015179999463726,501743616,501747712,523706368,523706368,4096,1244688384,5173579776,0.05,0.046875
xgboost,inference,False,0.10332220001146197,501747712,501751808,523706368,523722752,4096,1244688384,5155921920,0.05,0.109375
xgboost,artifact_serialization,False,0.00499600000330247,501755904,501755904,523673600,523706368,0,1244688384,5168607232,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.6935978999972576,523948032,547450880,547131392,593567744,23502848,1242353664,4573806592,0.05,0.640625
attention_lstm,tuning,False,83.6962807999953,501583872,632479744,525492224,668823552,130895872,1244688384,4907823104,0.05,80.796875
attention_lstm,final_fit,False,22.775334100006148,627900416,627900416,663752704,663818240,0,1244688384,4898344960,0.05,22.234375
attention_lstm,calibration,False,0.19097989999863785,617066496,617959424,654675968,655872000,892928,1244688384,4933132288,0.05,0.1875
attention_lstm,inference,False,0.3902444999985164,617959424,620294144,655872000,658472960,2334720,1244688384,4933132288,0.05,0.375
attention_lstm,artifact_serialization,False,0.004527400000370108,599801856,599957504,628453376,628486144,155648,1244688384,4949372928,0.05,0.0
