model,mae,rmse,n,negative_predictions,verified
persistence,0.5479458968406178,0.7817754844230004,9907,0,True
xgboost,4.414289251350425,4.77597967782788,9907,0,True
attention_lstm,4.626461496504282,4.956888648315604,9907,0,True
