model,mae,rmse,n,negative_predictions,verified
persistence,20.987969087759815,41.67140770234165,34640,0,True
xgboost,17.658105629844663,34.7969887491396,34640,1,True
attention_lstm,19.09463833441331,35.917441042667775,34640,679,True
