model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.12384100000781473,490811392,491499520,446922752,447053824,688128,1032822784,4457046016,0.05,0.109375
persistence,tuning,False,0.0006216999900061637,454410240,454426624,410595328,410628096,16384,1032974336,4386455552,0.05,0.0
persistence,final_fit,False,0.0005055999936303124,454426624,454426624,410628096,410628096,0,1032974336,4386459648,0.05,0.0
persistence,calibration,False,0.007012299989582971,454426624,454963200,410628096,411156480,536576,1032974336,4386455552,0.05,0.015625
persistence,inference,False,0.011606199986999854,454963200,455274496,411156480,411156480,311296,1032974336,4386455552,0.05,0.015625
persistence,artifact_serialization,False,0.0006671000010101125,458579968,458596352,414576640,414609408,16384,1032974336,4384137216,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.3522002999961842,529514496,625455104,487235584,646823936,95940608,1032822784,4322201600,0.05,1.296875
xgboost,tuning,False,6.267910799986566,454934528,573128704,411803648,593616896,118194176,1032974336,4245778432,0.05,6.09375
xgboost,final_fit,False,2.5021596000005957,566071296,579178496,586514432,599691264,13107200,1032974336,4254179328,0.05,2.453125
xgboost,calibration,False,0.20047180000983644,564105216,564154368,585809920,585846784,49152,1032974336,4290977792,0.05,0.203125
xgboost,inference,False,0.3952406000025803,564154368,564166656,585830400,585854976,12288,1032974336,4279140352,0.05,0.375
xgboost,artifact_serialization,False,0.007468499999959022,572583936,576512000,593895424,598315008,3928064,1032974336,4270833664,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,2.1427431000047363,634540032,650563584,655958016,692670464,16023552,1032822784,4292030464,0.05,2.140625
attention_lstm,tuning,False,533.4839202000003,567169024,683708416,588857344,719863808,116539392,1032974336,3169218560,0.05,521.765625
attention_lstm,final_fit,False,212.3277764999948,676384768,685416448,712904704,722616320,9031680,1032974336,3933495296,0.05,204.546875
attention_lstm,calibration,False,0.6631092999887187,660393984,665358336,709222400,720326656,4964352,1032974336,4310036480,0.05,0.671875
attention_lstm,inference,False,1.3678889000002528,665358336,666144768,720326656,721039360,786432,1032974336,4308762624,0.05,1.34375
attention_lstm,artifact_serialization,False,0.01993189999484457,675459072,675622912,732577792,732610560,163840,1032974336,4301266944,0.05,0.015625
