model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.12383059998683166,490086400,491323392,446513152,446562304,1236992,1033654272,4821782528,0.05,0.125
persistence,tuning,False,0.0006157999887363985,451477504,451493888,407859200,407891968,16384,1030795264,4455624704,0.05,0.0
persistence,final_fit,False,0.000502099996083416,451493888,451493888,407891968,407891968,0,1030795264,4455628800,0.05,0.0
persistence,calibration,False,0.006911799995577894,451493888,451575808,407891968,407891968,81920,1030795264,4455616512,0.05,0.0
persistence,inference,False,0.012592500002938323,451575808,451682304,407891968,407891968,106496,1030795264,4455616512,0.05,0.015625
persistence,artifact_serialization,False,0.0006528000085381791,457478144,457494528,413179904,413212672,16384,1030795264,4451856384,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.1173037000116892,530812928,625418240,489197568,648441856,94605312,1033654272,4679004160,0.05,1.09375
xgboost,tuning,False,6.362754799993127,452419584,570757120,409448448,593715200,118337536,1030795264,4278317056,0.05,6.25
xgboost,final_fit,False,2.0533869999926537,563707904,575561728,586625024,597925888,11853824,1030795264,4307910656,0.05,2.03125
xgboost,calibration,False,0.15012740000383928,560304128,560369664,584290304,584331264,65536,1030795264,4348383232,0.05,0.140625
xgboost,inference,False,0.3038068000023486,560369664,560373760,584314880,584331264,4096,1030795264,4348743680,0.05,0.3125
xgboost,artifact_serialization,False,0.006597200001124293,570732544,572624896,594116608,595705856,1892352,1030795264,4385759232,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,2.1996871999872383,634695680,651526144,656433152,676798464,16830464,1033654272,4666118144,0.05,2.140625
attention_lstm,tuning,False,233.59312190000492,562524160,688029696,587841536,727179264,125505536,1030795264,4453486592,0.05,229.546875
attention_lstm,final_fit,False,46.40475039999001,646262784,685215744,681779200,724291584,38952960,1030795264,4436901888,0.05,45.78125
attention_lstm,calibration,False,0.700533399998676,684326912,684331008,723308544,723324928,4096,1030795264,4542083072,0.05,0.65625
attention_lstm,inference,False,1.3392078000033507,671494144,677208064,715468800,721551360,5713920,1030795264,4539883520,0.05,1.3125
attention_lstm,artifact_serialization,False,0.004451599990716204,690987008,691146752,735322112,735354880,159744,1030795264,4530728960,0.05,0.0
