model,mae,rmse,n,negative_predictions,verified
persistence,73.28396772228638,119.92957137497905,34640,0,True
xgboost,34.29406362467318,67.0179040500667,34640,34,True
attention_lstm,41.223475507482654,76.50255493998989,34640,0,True
