context_id,ordinal,stage,canonical_stage,alias,realization_hash,family,severity,replicate,effective,null
3c2ed441cb78fe67ef35,14,context_3c2ed441cb78fe67ef35_v14,context_3c2ed441cb78fe67ef35_v13,True,27d02e66a33fadb099adf6085da8b4966de28479814e595729e7ba5238056f55,stuck,0.5,43,True,False
3c2ed441cb78fe67ef35,15,context_3c2ed441cb78fe67ef35_v15,context_3c2ed441cb78fe67ef35_v15,False,8c45caf0920c433f9c5772f03578ed741ca39a6e66c6a9b360e5bdc27a551174,stuck,1.0,42,True,False
3c2ed441cb78fe67ef35,16,context_3c2ed441cb78fe67ef35_v16,context_3c2ed441cb78fe67ef35_v15,True,8c45caf0920c433f9c5772f03578ed741ca39a6e66c6a9b360e5bdc27a551174,stuck,1.0,43,True,False
3c2ed441cb78fe67ef35,17,context_3c2ed441cb78fe67ef35_v17,context_3c2ed441cb78fe67ef35_v17,False,49916e91de897ad5ecf36443f6e822e0f03dce906705448b294723d1b82016de,stuck,2.0,42,True,False
3c2ed441cb78fe67ef35,18,context_3c2ed441cb78fe67ef35_v18,context_3c2ed441cb78fe67ef35_v17,True,49916e91de897ad5ecf36443f6e822e0f03dce906705448b294723d1b82016de,stuck,2.0,43,True,False
3c2ed441cb78fe67ef35,19,context_3c2ed441cb78fe67ef35_v19,context_3c2ed441cb78fe67ef35_v19,False,8e62bf031a70bfc5e43e65445e9f15aea6e02a16d84be3e55d2e95d206379867,dropout,0.5,42,True,False
3c2ed441cb78fe67ef35,20,context_3c2ed441cb78fe67ef35_v20,context_3c2ed441cb78fe67ef35_v19,True,8e62bf031a70bfc5e43e65445e9f15aea6e02a16d84be3e55d2e95d206379867,dropout,0.5,43,True,False
3c2ed441cb78fe67ef35,21,context_3c2ed441cb78fe67ef35_v21,context_3c2ed441cb78fe67ef35_v21,False,c86de0400d97eebfa37d8c5218280b3eff312adeedd6770089a2a21c5bf23aae,dropout,1.0,42,True,False
3c2ed441cb78fe67ef35,22,context_3c2ed441cb78fe67ef35_v22,context_3c2ed441cb78fe67ef35_v21,True,c86de0400d97eebfa37d8c5218280b3eff312adeedd6770089a2a21c5bf23aae,dropout,1.0,43,True,False
3c2ed441cb78fe67ef35,23,context_3c2ed441cb78fe67ef35_v23,context_3c2ed441cb78fe67ef35_v23,False,d403bd4be7ca5056b53a034f12eafe3f275fadc2e32755778145baa0c3a6b4fc,dropout,2.0,42,True,False
3c2ed441cb78fe67ef35,24,context_3c2ed441cb78fe67ef35_v24,context_3c2ed441cb78fe67ef35_v23,True,d403bd4be7ca5056b53a034f12eafe3f275fadc2e32755778145baa0c3a6b4fc,dropout,2.0,43,True,False
3c2ed441cb78fe67ef35,25,context_3c2ed441cb78fe67ef35_v25,context_3c2ed441cb78fe67ef35_v25,False,ce007d9a2f292aa0d079039cdc3eb5b68f984d1b7447c016815a22e73a49d5c1,bias,0.5,42,True,False
3c2ed441cb78fe67ef35,26,context_3c2ed441cb78fe67ef35_v26,context_3c2ed441cb78fe67ef35_v26,False,33efb72b33bad1c6f1136e15f3d9aed581a19359b3fa267b67f99768a7f40b49,bias,0.5,43,True,False
3c2ed441cb78fe67ef35,27,context_3c2ed441cb78fe67ef35_v27,context_3c2ed441cb78fe67ef35_v27,False,a34d26a3e4bb3bf21ce76181381269e46fc7d3350eb91c8c3bfe50767cdc237f,bias,1.0,42,True,False
3c2ed441cb78fe67ef35,28,context_3c2ed441cb78fe67ef35_v28,context_3c2ed441cb78fe67ef35_v28,False,a600056128ca14eab5f155f75ead625d585432e58a5e671356fb4b973fa4e10f,bias,1.0,43,True,False
3c2ed441cb78fe67ef35,29,context_3c2ed441cb78fe67ef35_v29,context_3c2ed441cb78fe67ef35_v29,False,9f4a4b106f2763b81584005fd96c0552cb542e04551d03251e8305f4d78e6521,bias,2.0,42,True,False
3c2ed441cb78fe67ef35,30,context_3c2ed441cb78fe67ef35_v30,context_3c2ed441cb78fe67ef35_v30,False,a7cd70a08c6178d0eab9a3f6e4ac75c175b42d12c02a9e3d911874d2ada242f4,bias,2.0,43,True,False
3c2ed441cb78fe67ef35,31,context_3c2ed441cb78fe67ef35_v31,context_3c2ed441cb78fe67ef35_v31,False,d73413feeb80a5d413a58d5022efb3270e4ded0d78ac1b0b3a15c63e0bbeeaa1,level_shift,0.5,42,True,False
3c2ed441cb78fe67ef35,32,context_3c2ed441cb78fe67ef35_v32,context_3c2ed441cb78fe67ef35_v32,False,e7faf37d0c913b0e2a48443b0b71bc97c40b718c20fe7850a362122757d7a08d,level_shift,0.5,43,True,False
3c2ed441cb78fe67ef35,33,context_3c2ed441cb78fe67ef35_v33,context_3c2ed441cb78fe67ef35_v33,False,b1db1aa25d2c241c75c6dc5422470bfe43d9b8b539b1d7c8316ce7a72f5f82e4,level_shift,1.0,42,True,False
3c2ed441cb78fe67ef35,34,context_3c2ed441cb78fe67ef35_v34,context_3c2ed441cb78fe67ef35_v34,False,b01b4cfe945b8768284952c4c4940a1c9bab963dcd41485d618ff30cf190ac0d,level_shift,1.0,43,True,False
3c2ed441cb78fe67ef35,35,context_3c2ed441cb78fe67ef35_v35,context_3c2ed441cb78fe67ef35_v35,False,6bead287010d281f9e154dae6bd066fb894386efedbd9667a9b59ad127ec020f,level_shift,2.0,42,True,False
3c2ed441cb78fe67ef35,36,context_3c2ed441cb78fe67ef35_v36,context_3c2ed441cb78fe67ef35_v36,False,5e3b6d11c9fda316057cd83d9bdbbe237f51f780964c14814992d16767819d93,level_shift,2.0,43,True,False
3c2ed441cb78fe67ef35,37,context_3c2ed441cb78fe67ef35_v37,context_3c2ed441cb78fe67ef35_v37,False,2917ee39f5a5948a510996835f9b0f75782dade5d3b795a5ae0920ea4c2819dd,drift,0.5,42,True,False
3c2ed441cb78fe67ef35,38,context_3c2ed441cb78fe67ef35_v38,context_3c2ed441cb78fe67ef35_v38,False,b363af6a43aef9e92f9309837b38a057b5ef7746645343615416a514c3f19ade,drift,0.5,43,True,False
3c2ed441cb78fe67ef35,39,context_3c2ed441cb78fe67ef35_v39,context_3c2ed441cb78fe67ef35_v39,False,0ad93fcae53fb3be487840dc8ee3797547286cefb139102a402a54356cbdc4d4,drift,1.0,42,True,False
3c2ed441cb78fe67ef35,40,context_3c2ed441cb78fe67ef35_v40,context_3c2ed441cb78fe67ef35_v40,False,07dd7179f229f442665d71d726c50480e5b93e09fdc0c3b5237675561b41c490,drift,1.0,43,True,False
3c2ed441cb78fe67ef35,41,context_3c2ed441cb78fe67ef35_v41,context_3c2ed441cb78fe67ef35_v41,False,f9b54b34a2d0f060a7d231214e0f5e67e82aaf22d9cfdf1024dc3f5ab7a26e7a,drift,2.0,42,True,False
3c2ed441cb78fe67ef35,42,context_3c2ed441cb78fe67ef35_v42,context_3c2ed441cb78fe67ef35_v42,False,dfd7b235bd7fbf5504fe78a38ba43331b03514d1462429a6043ef914b72c863b,drift,2.0,43,True,False
8b9681a4024d46b3e7ec,0,context_8b9681a4024d46b3e7ec_v0,context_8b9681a4024d46b3e7ec_v0,False,87c65fede48c4691fe716e47d3775c52489b4197afd634ebd6d29bb37c2823e4,identity,0.0,0,False,True
8b9681a4024d46b3e7ec,1,context_8b9681a4024d46b3e7ec_v1,context_8b9681a4024d46b3e7ec_v0,True,87c65fede48c4691fe716e47d3775c52489b4197afd634ebd6d29bb37c2823e4,random_missing,0.5,42,False,True
8b9681a4024d46b3e7ec,2,context_8b9681a4024d46b3e7ec_v2,context_8b9681a4024d46b3e7ec_v2,False,ac2f4e7bb533696ea798690800bf37c5cd09f2e42ac7964c5c124b8ec00be9a1,random_missing,0.5,43,True,False
