dataset,outer_fold,model_seed,horizon,level,method,support,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
pleia,2,42,1,0.9,quantile_uncalibrated,common,9902,0.14067865077762068,-0.7593213492223794,0.7593213492223794,1.9267738316581853,46.97549128817885,3.1612381709334825,3.5852603938869576,31302.580368583345,127281.21989473114,19078.91448107935,465151.314735547,1393,9902,0,0,complete
pleia,2,42,1,0.9,cqr,common,9902,0.2554029488992123,-0.6445970511007877,0.6445970511007877,2.724171529734598,34.59191000968152,3.1612381709334825,3.5852603938869576,31302.580368583345,127281.21989473114,26974.746487431992,342529.0929158664,2529,9902,0,0,complete
pleia,2,42,1,0.9,recentred_enbpi_static,common,9902,0.06635023227630782,-0.8336497677236923,0.8336497677236923,1.300728607177735,51.81320247885144,3.155056878105434,3.5492677465982965,31241.373207000004,124738.47981979928,12879.814668273933,513054.33094558696,657,9902,0,0,complete
pleia,2,42,1,0.9,recentred_enbpi_updated,common,9902,0.7547970107049081,-0.1452029892950919,0.1452029892950919,4.244292297111694,8.06268140638255,3.155056878105434,3.5492677465982965,31241.373207000004,124738.47981979928,42026.982326,79836.67128600001,7474,9902,0,0,complete
pleia,2,42,1,0.9,dscp,common,9902,0.39860634215310037,-0.5013936578468996,0.5013936578468996,1.8244002410489564,19.472121903591496,2.261522870149499,2.666206050561232,22393.59946022034,70389.89887949638,18065.211186866767,192812.951089363,3947,9902,0,0,complete
pleia,2,42,1,0.95,quantile_uncalibrated,common,9902,0.21460311048273076,-0.7353968895172692,0.7353968895172692,2.5084030449710286,74.50882428535017,3.1612381709334825,3.5852603938869576,31302.580368583345,127281.21989473114,24838.206951303124,737786.3780735374,2125,9902,0,0,complete
pleia,2,42,1,0.95,cqr,common,9902,0.3120581700666532,-0.6379418299333468,0.6379418299333468,3.252332776432808,55.43970560480194,3.1612381709334825,3.5852603938869576,31302.580368583345,127281.21989473114,32204.599152237664,548963.9648987488,3090,9902,0,0,complete
pleia,2,42,1,0.95,recentred_enbpi_static,common,9902,0.08796202787315693,-0.862037972126843,0.862037972126843,1.6944327354431152,97.25439581344196,3.155056878105434,3.5492677465982965,31241.373207000004,124738.47981979928,16778.272946357727,963013.0273447023,871,9902,0,0,complete
pleia,2,42,1,0.95,recentred_enbpi_updated,common,9902,0.8525550393859826,-0.0974449606140173,0.0974449606140173,4.8551154471823885,8.50549864249646,3.155056878105434,3.5492677465982965,31241.373207000004,124738.47981979928,48075.35315800001,84221.44755799996,8442,9902,0,0,complete
pleia,2,42,1,0.95,dscp,common,9902,0.46000807917592407,-0.4899919208240759,0.4899919208240759,2.2396618692486276,31.412197717663933,2.261522870149499,2.666206050561232,22393.59946022034,70389.89887949638,22177.13182929991,311043.58180030825,4555,9902,0,0,complete
pleia,2,42,3,0.9,quantile_uncalibrated,common,9902,0.063623510401939,-0.836376489598061,0.836376489598061,2.2104222179104505,58.24084376558457,4.042155615807386,4.463159929072038,40025.42490772474,197245.82546260068,21887.600801749282,576700.8349668185,630,9902,0,0,complete
pleia,2,42,3,0.9,cqr,common,9902,0.26964249646536054,-0.6303575035346395,0.6303575035346395,3.769686776816296,33.30817175239693,4.042155615807386,4.463159929072038,40025.42490772474,197245.82546260068,37327.43846403496,329817.5166922344,2670,9902,0,0,complete
pleia,2,42,3,0.9,recentred_enbpi_static,common,9902,0.03847707533831549,-0.8615229246616846,0.8615229246616846,1.9209087371826177,70.69791347609218,4.382388446778429,4.7757766937127695,43394.4104,225845.24206533615,19020.83831558228,700050.7392402648,381,9902,0,0,complete
pleia,2,42,3,0.9,recentred_enbpi_updated,common,9902,0.7539890931125025,-0.14601090688749752,0.14601090688749752,5.770359893253889,9.745346600989699,4.382388446778429,4.7757766937127695,43394.4104,225845.24206533615,57138.103663,96498.422043,7466,9902,0,0,complete
