operation_id,stage,synthetic,kind,module,call,estimator_class,pid,utc,n_rows,parameters,target_hash,event,wall_seconds,process_cpu_seconds,return_is_none
321456ca825e44deb17476c9d32d117a,owner_fit_h1_cqr_l90,False,cqr_wrapper_fit,mapie.regression.quantile_regression,fit,ConformalizedQuantileRegressor,22236,2026-09-14T14:02:00.016310+00:00,14858,{},d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,started,,,
c58a2ea3fdae491aa9547791df7ae11b,owner_fit_h1_cqr_l90,False,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,22236,2026-09-14T14:02:00.024832+00:00,14858,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.05, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,started,,,
c58a2ea3fdae491aa9547791df7ae11b,owner_fit_h1_cqr_l90,False,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,22236,2026-09-14T14:02:00.024832+00:00,14858,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.05, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,returned,3.485666399996262,3.390625,False
714dab4edd944d72bb3bfc49a34717c3,owner_fit_h1_cqr_l90,False,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,22236,2026-09-14T14:02:03.515930+00:00,14858,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.95, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,started,,,
714dab4edd944d72bb3bfc49a34717c3,owner_fit_h1_cqr_l90,False,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,22236,2026-09-14T14:02:03.515930+00:00,14858,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.95, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,returned,3.7841737999988254,3.515625,False
1c3657a0123b467fba56780646a11f1e,owner_fit_h1_cqr_l90,False,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,22236,2026-09-14T14:02:07.305277+00:00,14858,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.5, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,started,,,
1c3657a0123b467fba56780646a11f1e,owner_fit_h1_cqr_l90,False,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,22236,2026-09-14T14:02:07.305277+00:00,14858,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.5, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,returned,2.523060199993779,2.484375,False
321456ca825e44deb17476c9d32d117a,owner_fit_h1_cqr_l90,False,cqr_wrapper_fit,mapie.regression.quantile_regression,fit,ConformalizedQuantileRegressor,22236,2026-09-14T14:02:00.016310+00:00,14858,{},d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,returned,9.813300299996627,9.40625,False
6ddac8b601054de58df666ceeb5dc07d,owner_cal_h1_cqr_l90,False,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,ConformalizedQuantileRegressor,22236,2026-09-14T14:02:09.915709+00:00,4953,{},3d5c53a84203d060fa4a439936a97990673b9c0e0f5824db832cf324aea6b5f8,started,,,
d4d6fd5a0d4044aea16ad1c49535c224,owner_cal_h1_cqr_l90,False,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,_MapieQuantileRegressor,22236,2026-09-14T14:02:09.918721+00:00,4953,"{'alpha': 0.1, 'cv': 'split', 'estimator': ""HistGradientBoostingRegressor(learning_rate=0.05, loss='quantile', max_iter=300,\n                              min_samples_leaf=50, random_state=42)"", 'method': 'quantile'}",3d5c53a84203d060fa4a439936a97990673b9c0e0f5824db832cf324aea6b5f8,started,,,
d4d6fd5a0d4044aea16ad1c49535c224,owner_cal_h1_cqr_l90,False,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,_MapieQuantileRegressor,22236,2026-09-14T14:02:09.918721+00:00,4953,"{'alpha': 0.1, 'cv': 'split', 'estimator': ""HistGradientBoostingRegressor(learning_rate=0.05, loss='quantile', max_iter=300,\n                              min_samples_leaf=50, random_state=42)"", 'method': 'quantile'}",3d5c53a84203d060fa4a439936a97990673b9c0e0f5824db832cf324aea6b5f8,returned,0.5001862999924924,0.484375,False
6ddac8b601054de58df666ceeb5dc07d,owner_cal_h1_cqr_l90,False,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,ConformalizedQuantileRegressor,22236,2026-09-14T14:02:09.915709+00:00,4953,{},3d5c53a84203d060fa4a439936a97990673b9c0e0f5824db832cf324aea6b5f8,returned,0.506359800012433,0.5,False
ea49bd2dba9546d4918633cf1d461019,owner_fit_h1_cqr_l95,False,cqr_wrapper_fit,mapie.regression.quantile_regression,fit,ConformalizedQuantileRegressor,22236,2026-09-14T14:02:23.364509+00:00,14858,{},d2a280b8a39502b314b2745f32b37cc4cc7b6474da7b7367335c0e631f2525d2,started,,,
