dataset,outer_fold,model_seed,horizon,level,method,support,group_id,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
pleia,2,42,1,0.9,quantile_uncalibrated,native,,9907,0.14060765115574847,-0.7593923488442516,0.7593923488442516,1.9267205509873726,46.98098255533534,3.1616162804331154,3.585434208858776,31322.132490250875,127357.83818320447,19088.0204986319,465440.5941757072,1393,9907,0,0,complete
pleia,2,42,1,0.9,quantile_uncalibrated,common,,9902,0.14067865077762068,-0.7593213492223794,0.7593213492223794,1.9267738316581853,46.97549128817885,3.1612381709334825,3.5852603938869576,31302.580368583345,127281.21989473114,19078.91448107935,465151.314735547,1393,9902,0,0,complete
pleia,2,42,1,0.9,cqr,native,,9907,0.25527404865246794,-0.6447259513475321,0.6447259513475321,2.7241182490637854,34.59571001451225,3.1616162804331154,3.585434208858776,31322.132490250875,127357.83818320447,26987.839493474923,342739.69911377283,2529,9907,0,0,complete
pleia,2,42,1,0.9,cqr,common,,9902,0.2554029488992123,-0.6445970511007877,0.6445970511007877,2.724171529734598,34.59191000968152,3.1612381709334825,3.5852603938869576,31302.580368583345,127281.21989473114,26974.746487431992,342529.0929158664,2529,9902,0,0,complete
pleia,2,42,1,0.9,recentred_enbpi_static,native,,9907,0.06631674573533865,-0.8336832542646614,0.8336832542646614,1.300728607177735,51.819904625575816,3.1554016803270417,3.5494222572959884,31260.564447000004,124812.33255834681,12886.318311309822,513379.79512557964,657,9907,0,0,complete
pleia,2,42,1,0.9,recentred_enbpi_static,common,,9902,0.06635023227630782,-0.8336497677236923,0.8336497677236923,1.300728607177735,51.81320247885144,3.155056878105434,3.5492677465982965,31241.373207000004,124738.47981979928,12879.814668273933,513054.33094558696,657,9902,0,0,complete
pleia,2,42,1,0.9,recentred_enbpi_updated,native,,9907,0.7549207630968002,-0.1450792369031998,0.1450792369031998,4.244990763500555,8.061452756031091,3.1554016803270417,3.5494222572959884,31260.564447000004,124812.33255834681,42055.123494,79864.81245400001,7479,9907,0,0,complete
pleia,2,42,1,0.9,recentred_enbpi_updated,common,,9902,0.7547970107049081,-0.1452029892950919,0.1452029892950919,4.244292297111694,8.06268140638255,3.155056878105434,3.5492677465982965,31241.373207000004,124738.47981979928,42026.982326,79836.67128600001,7474,9902,0,0,complete
pleia,2,42,1,0.9,dscp,native,,9902,0.39860634215310037,-0.5013936578468996,0.5013936578468996,1.8244002410489564,19.472121903591496,2.261522870149499,2.666206050561232,22393.59946022034,70389.89887949638,18065.211186866767,192812.951089363,3947,9902,0,0,complete
pleia,2,42,1,0.9,dscp,common,,9902,0.39860634215310037,-0.5013936578468996,0.5013936578468996,1.8244002410489564,19.472121903591496,2.261522870149499,2.666206050561232,22393.59946022034,70389.89887949638,18065.211186866767,192812.951089363,3947,9902,0,0,complete
pleia,2,42,1,0.95,quantile_uncalibrated,native,,9907,0.21449480165539517,-0.7355051983446048,0.7355051983446048,2.508475138853692,74.51866704809585,3.1616162804331154,3.585434208858776,31322.132490250875,127357.83818320447,24851.463200623526,738256.4344454856,2125,9907,0,0,complete
pleia,2,42,1,0.95,quantile_uncalibrated,common,,9902,0.21460311048273076,-0.7353968895172692,0.7353968895172692,2.5084030449710286,74.50882428535017,3.1612381709334825,3.5852603938869576,31302.580368583345,127281.21989473114,24838.206951303124,737786.3780735374,2125,9902,0,0,complete
pleia,2,42,1,0.95,cqr,native,,9907,0.31190067628949225,-0.6380993237105077,0.6380993237105077,3.2524048703154715,55.44593002455783,3.1616162804331154,3.585434208858776,31322.132490250875,127357.83818320447,32221.57505021538,549302.8287532944,3090,9907,0,0,complete
