priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis
77,rico,30,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s44_v1""]",outputs/matched_forecasting005/rico_h30_f1_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,64.77097235286521,594.0150410031445,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
78,rico,60,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s44_v1""]",outputs/matched_forecasting005/rico_h60_f1_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,54.37990726951786,498.71851036092886,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
79,rico,5,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s44_v1""]",outputs/matched_forecasting005/rico_h5_f0_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,98.17297576571224,900.345048197977,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
80,rico,15,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s44_v1""]",outputs/matched_forecasting005/rico_h15_f0_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,93.54217502204656,857.8759421509026,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
81,rico,30,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s44_v1""]",outputs/matched_forecasting005/rico_h30_f0_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,86.59597390654807,794.1722830802911,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
82,rico,60,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s44_v1""]",outputs/matched_forecasting005/rico_h60_f0_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,72.70357167555105,666.7649649390679,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
83,rico,5,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s45_v1""]",outputs/matched_forecasting005/rico_h5_f2_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,48.68741074559713,446.5125848786715,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
84,rico,15,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s45_v1""]",outputs/matched_forecasting005/rico_h15_f2_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,46.39083476703122,425.4506704976021,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
85,rico,30,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s45_v1""]",outputs/matched_forecasting005/rico_h30_f2_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,42.94597079918237,393.857798925998,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
86,rico,60,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s45_v1""]",outputs/matched_forecasting005/rico_h60_f2_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,36.05624286348466,330.67205578278976,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
87,rico,5,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s45_v1""]",outputs/matched_forecasting005/rico_h5_f1_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,73.43019325565469,673.4288165383243,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
88,rico,15,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s45_v1""]",outputs/matched_forecasting005/rico_h15_f1_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,69.96650489453889,641.6633063242523,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
89,rico,30,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s45_v1""]",outputs/matched_forecasting005/rico_h30_f1_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,64.77097235286521,594.0150410031445,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
90,rico,60,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s45_v1""]",outputs/matched_forecasting005/rico_h60_f1_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,54.37990726951786,498.71851036092886,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
91,rico,5,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s45_v1""]",outputs/matched_forecasting005/rico_h5_f0_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,98.17297576571224,900.345048197977,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
92,rico,15,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s45_v1""]",outputs/matched_forecasting005/rico_h15_f0_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,93.54217502204656,857.8759421509026,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
93,rico,30,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s45_v1""]",outputs/matched_forecasting005/rico_h30_f0_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,86.59597390654807,794.1722830802911,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
94,rico,60,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s45_v1""]",outputs/matched_forecasting005/rico_h60_f0_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,72.70357167555105,666.7649649390679,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
95,rico,5,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s46_v1""]",outputs/matched_forecasting005/rico_h5_f2_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,48.68741074559713,446.5125848786715,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
96,rico,15,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s46_v1""]",outputs/matched_forecasting005/rico_h15_f2_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,46.39083476703122,425.4506704976021,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
97,rico,30,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s46_v1""]",outputs/matched_forecasting005/rico_h30_f2_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,42.94597079918237,393.857798925998,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
98,rico,60,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s46_v1""]",outputs/matched_forecasting005/rico_h60_f2_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,36.05624286348466,330.67205578278976,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
99,rico,5,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s46_v1""]",outputs/matched_forecasting005/rico_h5_f1_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,73.43019325565469,673.4288165383243,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
100,rico,15,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s46_v1""]",outputs/matched_forecasting005/rico_h15_f1_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,69.96650489453889,641.6633063242523,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
101,rico,30,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s46_v1""]",outputs/matched_forecasting005/rico_h30_f1_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,64.77097235286521,594.0150410031445,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
102,rico,60,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s46_v1""]",outputs/matched_forecasting005/rico_h60_f1_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,54.37990726951786,498.71851036092886,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
103,rico,5,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s46_v1""]",outputs/matched_forecasting005/rico_h5_f0_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,98.17297576571224,900.345048197977,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
104,rico,15,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s46_v1""]",outputs/matched_forecasting005/rico_h15_f0_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,93.54217502204656,857.8759421509026,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
105,rico,30,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s46_v1""]",outputs/matched_forecasting005/rico_h30_f0_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,86.59597390654807,794.1722830802911,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
106,rico,60,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s46_v1""]",outputs/matched_forecasting005/rico_h60_f0_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,72.70357167555105,666.7649649390679,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
107,bdg2,3,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,194.39574438897014,1782.8047330362917,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
108,bdg2,6,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,194.20750045630083,1781.078346611614,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
109,bdg2,1,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,292.4633035523875,2682.183004836449,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
110,bdg2,3,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,292.3127084062521,2680.801895696707,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
111,bdg2,6,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,292.1244644735828,2679.075509272029,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
112,bdg2,1,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,390.3576782977492,3579.973001125903,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
113,bdg2,3,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,390.2070831516137,3578.5918919861606,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
114,bdg2,6,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,390.0188392189444,3576.8655055614827,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
115,bdg2,1,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,194.50869074857175,1783.8405648910984,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
