model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,17360,34640,15625,125.0,0.8978348729792148,250.0,402.0599384526559,13003,True
persistence,0.95,17360,34640,16493,172.1,0.9459872979214781,344.19999999999993,504.7519927251731,14127,True
xgboost,0.9,17360,34640,15625,69.52521337890624,0.9060334872979214,139.05042675781255,256.0602868949838,11580,True
xgboost,0.95,17360,34640,16493,100.75449121093749,0.9501154734411086,201.50898242187492,349.48453975487536,12631,True
attention_lstm,0.9,17360,34640,15625,81.88770751953126,0.9043879907621247,163.77541503906247,316.76356132562995,12199,True
attention_lstm,0.95,17360,34640,16493,118.0266082763672,0.9497690531177829,236.0532165527343,441.1072609826629,12755,True
