model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.12392299999919487,492335104,493608960,449191936,449957888,1273856,1033035776,5114019840,0.05,0.09375
persistence,tuning,False,0.0009033999958774075,452763648,452780032,407973888,408006656,16384,1032384512,4958191616,0.05,0.015625
persistence,final_fit,False,0.0005478000020957552,452780032,452780032,408006656,408006656,0,1032384512,4958154752,0.05,0.0
persistence,calibration,False,0.009477799998421688,452780032,452911104,408006656,408006656,131072,1032384512,4958150656,0.05,0.0
persistence,inference,False,0.019390800000110175,452911104,452919296,408006656,408014848,8192,1032384512,4958220288,0.05,0.015625
persistence,artifact_serialization,False,0.0014418999999179505,457199616,457216000,413904896,413937664,16384,1032384512,4955824128,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.2462277000013273,531652608,626958336,491036672,650096640,95305728,1033035776,4989616128,0.05,1.203125
xgboost,tuning,False,6.705195300004561,455024640,572801024,411734016,594067456,117776384,1032384512,4890943488,0.05,6.5
xgboost,final_fit,False,2.632350800005952,564563968,581529600,585768960,603287552,16965632,1032384512,4891082752,0.05,2.609375
xgboost,calibration,False,0.19403389999934006,563507200,563597312,587018240,587063296,90112,1032384512,4938973184,0.05,0.203125
xgboost,inference,False,0.380966199998511,563597312,563613696,587046912,587063296,16384,1032384512,4939333632,0.05,0.3125
xgboost,artifact_serialization,False,0.006561900001543108,572227584,576614400,593858560,597897216,4386816,1032384512,4929728512,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,2.2614111000002595,636219392,652296192,657203200,693915648,16076800,1033035776,4977528832,0.05,2.203125
attention_lstm,tuning,False,379.97902780000004,564060160,681316352,584867840,719998976,117256192,1032384512,4624986112,0.05,372.015625
attention_lstm,final_fit,False,147.19403139999486,671719424,682201088,712282112,720183296,10481664,1032384512,4927242240,0.05,144.65625
attention_lstm,calibration,False,0.8058994000020903,672575488,674418688,709414912,713175040,1843200,1032384512,4985880576,0.05,0.765625
attention_lstm,inference,False,1.5626174999997602,670560256,673079296,713011200,715825152,2519040,1032384512,4968644608,0.05,1.5
attention_lstm,artifact_serialization,False,0.0059592999969027005,684318720,684490752,724799488,724832256,172032,1032384512,4968476672,0.05,0.015625
