model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.12389669999538455,490053632,491282432,445931520,446590976,1228800,1033191424,4407705600,0.05,0.125
persistence,tuning,False,0.000636199998552911,450580480,450596864,406609920,406642688,16384,1031712768,4468486144,0.05,0.015625
persistence,final_fit,False,0.00038860000495333225,450580480,450596864,406609920,406642688,16384,1031712768,4468383744,0.05,0.0
persistence,calibration,False,0.006797399997594766,450596864,450699264,406642688,406712320,102400,1031712768,4468084736,0.05,0.0
persistence,inference,False,0.01217000000178814,450699264,450748416,406712320,406712320,49152,1031712768,4468084736,0.05,0.015625
persistence,artifact_serialization,False,0.0008191999950213358,455663616,455680000,411213824,411246592,16384,1031712768,4464668672,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,1.1122354000108317,529367040,624283648,487886848,647999488,94916608,1033191424,4263882752,0.05,1.078125
xgboost,tuning,False,6.326060299994424,453283840,571191296,409411584,593190912,117907456,1031712768,4332142592,0.05,6.140625
xgboost,final_fit,False,2.065454800002044,562946048,582844416,584896512,605356032,19898368,1031712768,4324962304,0.05,2.015625
xgboost,calibration,False,0.16146439999283757,560685056,560754688,586149888,586166272,69632,1031712768,4350844928,0.05,0.171875
xgboost,inference,False,0.3162692000041716,560754688,560762880,586149888,586166272,8192,1031712768,4355149824,0.05,0.296875
xgboost,artifact_serialization,False,0.004769500010297634,570011648,571621376,593432576,595021824,1609728,1031712768,4345081856,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,2.1938278000016,633118720,649383936,654929920,691646464,16265216,1033191424,4240433152,0.05,2.109375
attention_lstm,tuning,False,326.4265493999992,560779264,680943616,582979584,720928768,120164352,1031712768,4180037632,0.05,320.140625
attention_lstm,final_fit,False,106.58459459998994,674164736,682987520,713379840,721469440,8822784,1031712768,4261326848,0.05,105.328125
attention_lstm,calibration,False,0.662775300006615,672129024,672129024,710139904,715313152,0,1031712768,4266704896,0.05,0.640625
attention_lstm,inference,False,1.2893418000021484,671232000,673017856,715313152,718835712,1785856,1031712768,4265005056,0.05,1.328125
attention_lstm,artifact_serialization,False,0.004936600002110936,686821376,686981120,732598272,732631040,159744,1031712768,4260356096,0.05,0.0
