model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09355170000344515,394350592,394375168,349319168,349368320,24576,412164096,4222124032,0.05,0.09375
persistence,tuning,False,0.0006024000031175092,383930368,383946752,339124224,339156992,16384,406085632,4008366080,0.05,0.0
persistence,final_fit,False,0.0004659999976865947,383946752,383946752,339156992,339156992,0,406085632,4008366080,0.05,0.0
persistence,calibration,False,0.0025408999936189502,383946752,384020480,339156992,339156992,73728,406085632,4008296448,0.05,0.0
persistence,inference,False,0.003745199996046722,384020480,384020480,339156992,339156992,0,406085632,4008296448,0.05,0.0
persistence,artifact_serialization,False,0.0005923999997321516,384004096,384020480,339124224,339156992,16384,406085632,4008296448,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.49379760000738315,411377664,516689920,366669824,539492352,105312256,516689920,4111122432,0.05,0.453125
xgboost,tuning,False,3.0026864999963436,381775872,499564544,338358272,522641408,117788672,500535296,3855228928,0.05,2.9375
xgboost,final_fit,False,0.6830870000121649,496582656,499843072,519663616,522956800,3260416,500535296,3887153152,0.05,0.671875
xgboost,calibration,False,0.08257660000526812,497512448,497532928,520622080,520638464,20480,500535296,3967258624,0.05,0.078125
xgboost,inference,False,0.10680769999453332,497532928,497549312,520622080,520650752,16384,500535296,3984592896,0.05,0.109375
xgboost,artifact_serialization,False,0.005177800005185418,497545216,497565696,520601600,520634368,20480,500535296,3998822400,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.7031769000022905,518066176,537563136,540778496,585871360,19496960,537563136,4066168832,0.05,0.6875
attention_lstm,tuning,False,86.31568709999556,496832512,618479616,521678848,658673664,121647104,619200512,3789119488,0.05,83.9375
attention_lstm,final_fit,False,17.626809800000046,605175808,616554496,649420800,657793024,11378688,619200512,3920494592,0.05,17.171875
attention_lstm,calibration,False,0.19752539999899454,609357824,611561472,649785344,655052800,2203648,619200512,3984080896,0.05,0.1875
attention_lstm,inference,False,0.381405399995856,611561472,613101568,655036416,656658432,1540096,619200512,3984080896,0.05,0.359375
attention_lstm,artifact_serialization,False,0.006328799994662404,616357888,616538112,659832832,660004864,180224,619200512,4028452864,0.05,0.0
