model,mae,rmse,n,negative_predictions,verified
persistence,0.12760863530836783,0.24188010063684087,9907,0,True
xgboost,0.12417583149578902,0.21421679296037713,9907,0,True
attention_lstm,0.12573126795627135,0.22250128127990207,9907,0,True
